id,translated_russian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
82,"По оценкам инженерного корпуса США, 6 дюймов осадков могут пробить ранее поврежденные ливни.","По оценке начальника Инженерных войск США, 6 дюймов дождевых осадков могли прорвать поврежденные ранее дамбы.",0.819815456867218,"Американский корпус инженеров оценил, что 6 дюймов осадков могут привести к прорыву ранее поврежденных дамб.",0.7928498387336731
83,"Девятый Уорд, который во время урагана «Катрина» видел наводнение высотой до 20 футов, в настоящее время находится в воде с высотой пояса, поскольку близлежащая лестница была перегружена.","Девятый административный район, затопленный на 20 футов во время урагана Катрина, сейчас по пояс залит водой, поскольку дамба, находящаяся неподалеку, оказалась недостаточно высокой, чтобы удержать воду.",0.6460766196250916,"Девятый округ, где затопление достигало 20 футов во время урагана Катрина, в настоящее время затоплен до пояса, так как соседняя дамба была переполнена.",0.6496110558509827
84,Вода проливается через леви в полосе шириной в 100 футов.,Вода выливается за плотину на отрезке шириной 100 футов.,0.7322196364402771,Вода затопляет дамбу в участке шириной 100 футов.,0.6586733460426331
85,"Администратор общины Адам Куэрден выразил свое разочарование по поводу исключения, когда он разговаривал с Викиньюсом в прошлом месяце.",Администратор Commons Адам Керден выразил своё разочарование в связи с удалениями в своем разговоре  в прошлом месяце с Wikinews.,0.787615180015564,"Администратор Commons Адам Кьюрден выразил свое недовольство по поводу удалений, когда общался с Викиновостями в прошлом месяце.",0.8007215261459351
86,"""Он [Уэйлз] в основном лгал нам с самого начала, во-первых, действуя так, как будто это было по юридическим причинам, во-вторых, делая вид, что он слушает нас, вплоть до исключения его искусства"".","""Он [Уэльс] по сути лгал нам с самого начала. Во-первых, действуя так, как будто это нужно было сделать по юридическим причинам. Во-вторых, делая вид, что слушает нас вплоть до своего удаления изображений.""",0.7739201188087463,"Он [Уэльс] по сути обманул нас с самого начала. Сначала притворяясь, что это связано с юридическими причинами. Затем, делая вид, что он слушает нас, вплоть до удаления его произведений.",0.7844753265380859
87,"Раздражение общины привело к предпринимаемым в настоящее время усилиям по разработке политики в отношении сексуального контента для сайта, на котором размещаются миллионы открыто лицензированных средств массовой информации.","Раздражение общественности привело к тому, что в настоящее время предпринимаются меры по разработке регламента относительно контента сексуального характера для данного сайта, на котором размещены миллионы медиаматериалов с открытой лицензией.",0.8736051917076111,"Сообщественное недовольство привело к текущим усилиям по разработке политики в отношении сексуального контента для сайта, который размещает миллионы открытых медиа.",0.8866854906082153
88,"Проделанная работа была в основном теоретической, но программа была написана для того, чтобы имитировать наблюдения, сделанные из галактики Сагиттариус.","Проведенная работа была в основном теоретической, но программа была написана для имитации наблюдений галактики в Стрельце.",0.8966788649559021,"Работа была в основном теоретической, но программа была написана для симуляции наблюдений, проведенных за галактикой Стрельца.",0.8849298357963562
89,"Воздействие, которое ищет команда, будет вызвано приливными силами между темной материей галактики и темной материей Млечного пути.","Эффект, который искала команда, может быть вызван приливными силами между тёмной материей галактики и тёмной материей Млечного Пути.",0.8999027013778687,"Эффект, который искала команда, возникнет в результате приливных сил между темной материей галактики и темной материей Млечного Пути.",0.8984296917915344
90,"Точно так же, как луна притягивает землю, вызывая приливы, Млечный Путь оказывает силу на галактику Сагиттариус.","Так же, как Луна притягивает Землю, при этом вызывая приливы, так и Млечный Путь воздействует на галактику в Стрельце.",0.8910992741584778,"Так же, как Луна притягивает Землю, вызывая приливы, Млечный Путь оказывает влияние на галактику Стрельца.",0.8986606001853943
91,"Ученые пришли к выводу, что темная материя влияет на другую темную материю так же, как и обычная материя.","Ученые смогли сделать вывод, что темная материя воздействует на другую темную материю так же, как и в случае с обычной материей.",0.9185290932655334,"Ученые смогли заключить, что темная материя влияет на другую темную материю так же, как обычная материя.",0.9387999773025513
92,"В этой теории говорится, что большая часть тёмной материи вокруг галактики расположена вокруг галактики, вроде гало, и состоит из множества маленьких частиц.","Согласно этой теории, значительная часть темной материи вокруг Галактики располагается в виде ореола и состоит из большого количества мелких частиц.",0.8396816849708557,"Эта теория утверждает, что большая часть тёмной материи вокруг галактики расположена в виде своего рода гало и состоит из множества мелких частиц.",0.863843560218811
93,"Телевизионные отчёты показывают белый дым, появляющийся с завода.","В репортажах по телевидению сообщается  о белом дыме, идущем от завода.",0.900176465511322,"Телевизионные репортажи показывают, что из завода выходит белый дым.",0.9282686710357666
94,"Местные власти предупреждают жителей вблизи завода о том, чтобы они оставались в помещениях, выключали кондиционеры и не пили водопроводную воду.","Местные власти предупреждают жителей, проживающих поблизости от станции, о необходимости оставаться в помещениях, выключить кондиционеры и не пить воду из-под крана.",0.9281845092773438,"Местные власти предупреждают жителей в окрестностях завода оставаться indoors, выключить кондиционеры и не пить водопроводную воду.",0.9258548021316528
95,"По данным японского ядерного агентства, на заводе были обнаружены радиоактивные цезии и йод.","Согласно ядерному управлению Японии, на заводе были обнаружены радиоактивный цезий и йод.",0.9537010192871094,"Согласно данным ядерного агентства Японии, на заводе были обнаружены радиоактивные цезий и йод.",0.9681534767150879
96,"Власти полагают, что это указывает на то, что контейнеры, в которых хранится урановое топливо на объекте, могли разорваться и протекать.","Власти предполагают, что это указывает на возможную пробоину и утечку в находящихся на объекте контейнерах с урановым топливом.",0.8310365080833435,"Власти предполагают, что это указывает на то, что контейнеры с урановым топливом на этом объекте могли разрушиться и протекать.",0.915425717830658
97,Д-р Тони Молл обнаружил в Южно-Африканском регионе квазулу-Натал чрезвычайно наркодистантный туберкулез (XDR-TB).,В ходе исследований в южноафриканском регионе Квазулу-Натал доктору Тони Моллу (Tony Moll ) удалось обнаружить туберкулез с исключительно высокой устойчивостью к лекарствам (XDR-TB).,0.8437039256095886,Доктор Тони Молл обнаружил чрезвычайно лекарственно-устойчивый туберкулез (XDR-TB) в южноафриканском регионе Квазулу-Натал.,0.8885307312011719
98,"В интервью он сказал, что новый вариант ""очень тревожный и тревожный из-за очень высокого уровня смертности"".","В интервью он сказал, что новый штамм ""вызывает очень большие опасения, так как он приводит к очень высокому уровню смертности"".",0.7907421588897705,"В интервью он сказал, что новый вариант ""очень сильно беспокоит и вызывает тревогу из-за очень высокой летальности.""",0.8767027854919434
99,"Некоторые пациенты, возможно, подхватили жучок в больнице, как считает доктор Молл, и по крайней мере двое из них были больничными медицинскими работниками.","Некоторые пациенты могли заразиться в больнице, думает доктор Молл, и по крайней мере двое были работниками здравоохранения в больнице.",0.778829038143158,"Некоторые пациенты могли заразиться инфекцией в больнице, считает доктор Молл, и, по крайней мере, двое из них были медицинскими работниками больницы.",0.8276925683021545
100,Через год инфицированный может заразить от 10 до 15 близких контактов.,За один год инфицированный человек может заразить от 10 до 15 человек при близком контакте.,0.8781885504722595,Через год инфицированный человек может заразить 10-15 близких контактов.,0.9425017833709717
101,"Вместе с тем, как представляется, доля XDR-TB среди всей группы больных туберкулезом по-прежнему невелика; 6000 из общего числа 330 000 человек, инфицированных в любой конкретный момент в Южной Африке.","Однако, процент людей с туберкулёзом с множественной лекарственной устойчивостью в целой группе больных туберкулезом все еще кажется низким; 6000 от общего числа 330 000 зараженных в данный конкретный момент в ЮАР.",0.8521896004676819,"Однако процент XDR-TB в общей группе людей с туберкулезом все еще кажется низким; 6,000 из 330,000 человек, инфицированных в любой конкретный момент времени в Южной Африке.",0.9073494076728821
102,"Спутники, вес которых превышал 1000 фунтов и которые двигались со скоростью около 17 500 миль в час, столкнулись на высоте 491 мили над Землей.","Спутники, каждый из которых был тяжелее 1 000 фунтов и перемещался со скоростью приблизительно 17 500 миль в час, столкнулись на высоте 491 мили над поверхностью Земли.",0.9199352860450745,"Сателлиты, каждый из которых весил более 1000 фунтов и двигался со скоростью примерно 17 500 миль в час, столкнулись на высоте 491 миль над Землей.",0.920991837978363
103,"Ученые говорят, что взрыв, вызванный столкновением, был огромным.","Учёные говорят, что взрыв, вызванный столкновением, был очень мощным.",0.9663805365562439,"Ученые говорят, что взрыв, вызванный столкновением, был огромным.",0.9817749857902527
104,"Они все еще пытаются определить, насколько большой была катастрофа и как она повлияет на Землю.","Они по-прежнему стараются определить, насколько большим было столкновение и как пострадает Земля.",0.9139595627784729,"Они все еще пытаются выяснить, насколько велико было столкновение и как это повлияет на Землю.",0.9197262525558472
105,Стратегическое командование министерства обороны США отслеживает обломки.,Стратегическое командование Министерства обороны США ведёт поиск обломков.,0.934181809425354,Офис Стратегического командования США Министерства обороны отслеживает обломки.,0.9481431245803833
106,Результаты анализа схемы будут размещаться на общедоступном веб-сайте.,Результаты анализа графиков будут размещены на общедоступном сайте.,0.9146255850791931,Результаты анализа построения будут опубликованы на публичном веб-сайте.,0.8941932916641235
107,"Врач, работавший в детской больнице Питтсбурга, штат Пенсильвания, будет обвинен в убийстве при отягчающих обстоятельствах после того, как ее мать была найдена мертвой в багажнике ее машины в среду, по словам властей Огайо.","Обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в Детской больнице Питтсбурга, Пенсильвания, после того как в среду ее мать нашли мертвой в багажнике ее автомобиля, сообщают власти Огайо.",0.8961692452430725,"Доктор, работавшая в Детской больнице Питтсбурга, штат Пенсильвания, будет обвинена в умышленном убийстве после того, как её мать была найдена мёртвой в багажнике её автомобиля в среду, сообщают власти Огайо.",0.8749404549598694
108,"Д-р Малар Баласудраманян, 29 лет, был найден в Голубом Эше, Огайо, пригороде примерно в 15 милях к северу от Цинциннати, лежащем на земле рядом с дорогой в футболке и нижнем белье в явно тяжелом состоянии.","Доктора Малар Баласубраманиан, 29 лет, нашли в Блю-Эше (штат Огайо), пригороде примерно в 15 милях к северу от Цинциннати. Он лежал на земле рядом с дорогой в футболке и нижнем белье и, по-видимому, в состоянии сильного наркотического опьянения.",0.8323120474815369,"Доктор Малар Баласубраманиан, 29 лет, был найден в Блу Эш, Огайо, пригороде, расположенном примерно в 15 милях к северу от Цинциннати, лежащим на земле рядом с дорогой в футболке и белье в явно сильно медикаментозном состоянии.",0.8538196682929993
109,"Она направила офицеров на свою чёрную ""Олдсмобильную интригу"", которая была в 500 футах от нее.","Она отправила офицеров в свой чёрный Олдсмобиль Интрига, который находился в 500 футах.",0.6235081553459167,"Она указала офицерам на свой черный Oldsmobile Intrigue, который находился в 500 футах.",0.5027637481689453
110,"Там нашли тело Сарохи Баласудраманиана, 53 года, покрытое кровяными одеялами.","Там они нашли тело 53-летнего Сароджи Баласубраманиана, покрытое окровавленными одеялами.",0.9071483612060547,,
111,"Полиция сказала, что тело, похоже, было там около дня.","Полиция сказала, что тело, скорее всего, находилось там около дня.",0.9705055356025696,"Полиция сообщила, что тело, похоже, находилось там около суток.",0.9645047187805176
112,Первые случаи заболевания в этом сезоне были зарегистрированы в конце июля.,О первых случаях заболевания в этом сезоне было сообщено в июле.,0.9573041200637817,В этом сезоне первые случаи заболевания были зарегистрированы в конце июля.,0.9808324575424194
113,"Болезнь переносится свиньями, которые затем мигрируют к людям через комары.","Переносчиками являются свиньи, от которых через комаров болезнь затем передаётся человеку.",0.9117014408111572,"Болезнь переносится свиньями, которые затем передают её человеку через комаров.",0.9473839402198792
114,"Вспышка этого заболевания побудила индийское правительство принять такие меры, как развертывание свиней в серьезно пострадавших районах, распространение тысяч занавесов противомоскитных комаров и опрыскивание пестицидов.","Эта вспышка побудила индийское правительство принять такие меры, как установка ловушек для свиней в серьёзно пострадавших районах, раздача тысяч противомоскитных занавесок и распыление пестицидов.",0.7670376896858215,"Вспышка заболевания побудила индийское правительство принять такие меры, как развертывание ловцов свиней в серьезно пострадавших районах, распределение тысяч москитных сеток и распыление пестицидов.",0.7693575620651245
115,"Правительство также обещало несколько миллионов пузырей вакцины от энцефалита, которая поможет подготовить учреждения здравоохранения к следующему году.","Правительство также пообещало несколько миллионов ампул вакцины против энцефалита, которые помогут подготовить учреждения здравоохранения к следующему году.",0.9403318166732788,"Правительство также пообещало несколько миллионов флаконов вакцины против энцефалита, что поможет подготовить медицинские учреждения к следующему году.",0.936860978603363
116,"Планы по доставке вакцин в районы, которые исторически были наиболее затронуты, в этом году были отложены из-за отсутствия средств и низкой степени приоритетности по отношению к другим заболеваниям.",Планы по доставке вакцин в исторически наиболее пострадавшие районы в этом году были отложены из-за недостатка средств и низкой приоритетности по сравнению с другими заболеваниями.,0.9378079175949097,Планы по доставке вакцин в исторически наиболее пострадавшие районы в этом году были задержаны из-за нехватки средств и низкого приоритета по сравнению с другими заболеваниями.,0.9289873242378235
117,"В 1956 году Сланья переехал в Швецию, где через три года начал работать в шведском почтовом отделении и стал их главным гравером.","В 1956 году Сланя переехал в Швецию, где три года спустя начал работать на Шведскую почтовую компанию, и стал их главным гравировщиком.",0.943706214427948,"В 1956 году Слания переехал в Швецию, где три года спустя начал работать в Шведской почтовой службе и стал их главным гравером.",0.9532617330551147
118,Он выпустил более 1000 марок для Швеции и 28 других стран.,Он создал более 1000 марок для Швеции и 28 других стран.,0.9666495323181152,Он выпустил более 1000 марок для Швеции и 28 других стран.,0.9866986870765686
119,"Его работа настолько известна, что он является одним из немногих «домашних имен» среди филателистов.","Его работы настолько известны своим качеством и детализацией, что он является одним из немногих ""нарицательных имён"" среди филателистов. Некоторые специализируются только на коллекционировании его работ.",0.8080100417137146,"Его работа отличается таким признанным качеством и вниманием к деталям, что он является одним из тех немногих ""известных имён"" среди филателистов. Некоторые специализированы только на сборе его работ.",0.8220181465148926
120,"В 2000 году Дэвид Клёкер Эренстрал стал великолепным «Great Deeds by Swedish Kings» («Великие дела шведских королей»), который был включен в «Книгу мировых рекордов Гиннеса».","Его великолепная тысячная марка 2000-го  года воспроизводит ""Великие деяния шведских королей"" Давида-Клёккера Эрнестраля, она внесена в книгу мировых рекордов Гиннеса.",0.6631409525871277,"Его 1000-я марка — это великолепная ""Великие дела шведских королей"" работы Давида Клёкера Эренштраля, выпущенная в 2000 году, которая занесена в Книгу рекордов Гиннесса.",0.6319487690925598
121,"Он также занимался гравированием банкнот для многих стран, что является недавним примером его работы, включая портреты премьер-министра на фоне новых канадских счетов на сумму 5 долл. США и 100 долл. США.","Кроме того, он занимался гравюрным оттиском банкнот для многих стран. Недавние примеры его работ — портреты премьер-министра на лицевой стороне новых банкнот Канады номиналом 5 и 100 долларов.",0.7940582633018494,"Он также занимался гравировкой банкнот для многих стран, последними примерами его работы являются портреты премьер-министров на лицевой стороне новых канадских банкнот номиналом 5 и 100 долларов.",0.8082790970802307
122,"После аварии Гибсон был доставлен в больницу, но вскоре умер.","После несчастного случая Гибсон был доставлен в больницу, но вскоре скончался.",0.9449634552001953,"После того как произошел несчастный случай, Гибсон был доставлен в больницу, но вскоре скончался.",0.9264245629310608
123,Водитель грузовика в возрасте 64 лет не пострадал в результате аварии.,64-летний водитель грузовика в аварии не пострадал.,0.9546082615852356,"Водитель грузовика, которому 64 года, не пострадал в результате аварии.",0.9603835344314575
124,Само транспортное средство было вывезено с места аварии примерно в 1200 часов по Гринвичу в тот же день.,Сам автомобиль убрали с места происшествия в тот же день примерно в 12:00 по Гринвичу.,0.8952030539512634,Транспортное средство было увезено с места事故 примерно в 1200 по Всемирному координированному времени в тот же день.,0.8914842009544373
125,"Один человек, работавший в гараже неподалеку от места аварии, сказал: «Есть дети, ожидавшие пересечь дорогу, и они все кричали и плакали».","Человек, работающий в гараже недалеко от того места, где произошла авария, сказал: ""Там стояли дети, которые ждали, чтобы перейти дорогу. Все они кричали и плакали.",0.9226544499397278,"Человек, работающий в гараже рядом с местом происшествия, сказал: «Там были дети, ожидающие, чтобы перейти дорогу, и все они кричали и плакали».",0.9410247206687927
126,"Они все сбежали оттуда, откуда произошла авария.","Все отбежали от места, в котором произошла авария.",0.9433000683784485,"Они все побежали обратно от места, где произошел несчастный случай.",0.9198156595230103
127,"К числу других вопросов, стоящих на повестке дня на Бали, относятся сохранение оставшихся лесов в мире и обмен технологиями, с тем чтобы помочь развивающимся странам развиваться менее загрязняющими путями.","Прочие вопросы в повестке дня на Бали включают в себя сохранение оставшихся в мире лесов и обмен технологиями, чтобы способствовать росту развивающихся стран с меньшими загрязняющими последствиями.",0.9194129705429077,"Другие темы повестки дня на Бали включают сохранение оставшихся лесов мира и обмен технологиями, чтобы помочь развивающимся странам расти менее загрязняющими способами.",0.9134359955787659
128,"ООН также надеется завершить работу над фондом для оказания помощи странам, пострадавшим от глобального потепления, в преодолении последствий этого явления.","ООН также надеется завершить создание фонда помощи странам, страдающим от глобального потепления, для борьбы с его последствиями.",0.9310761094093323,"ООН также надеется завершить создание фонда, который поможет странам, пострадавшим от глобального потепления, справляться с его последствиями.",0.9293943047523499
129,"Эти деньги могут быть направлены на создание защищенных от наводнений домов, более эффективное управление водными ресурсами и диверсификацию культур.","Эти деньги могут пойти на строительство домов, устойчивых к наводнениям, рациональное использование водных ресурсов и диверсификацию сельскохозяйственных культур.",0.9390845894813538,"Деньги могут быть направлены на строительство домов, защищенных от наводнений, улучшение управления водными ресурсами и диверсификацию сельскохозяйственных культур.",0.9497907161712646
130,"Флэйк писал, что попытки некоторых утопить женщин, говорящих о здоровье женщин, оказались безуспешными.","Флюк написала, что попытки заставить женщин  молчать о женском здоровье были безуспешными.",0.5641393661499023,"Флук написала, чтоAttempts some people to silence women from speaking out about women's health were unsuccessful.",0.476014643907547
131,"Она пришла к этому выводу из-за многочисленных позитивных комментариев и ободрений, направленных ей как женщинами, так и мужчинами, которые настоятельно призывают считать контрацепцию медицинской необходимостью.","Она пришла к такому выводу из-за многочисленных положительных комментариев и поддержки, полученных ею как от женщин, так и от мужчин, утверждающих, что противозачаточные средства следует рассматривать как медицинскую необходимость.",0.9048789143562317,"Она пришла к этому выводу благодаря множеству положительных комментариев и поддержке, которые были отправлены ей как мужчинами, так и женщинами, призывающими считать контрацептивные препараты медицинской необходимостью.",0.9117637276649475
132,"Когда боевые действия прекратились после того, как раненых доставили в больницу, около 40 остальных заключенных остались во дворе и отказались вернуться в свои камеры.","Когда драка прекратилась, после того как раненые были доставлены в больницу, еще около 40 заключенных остались во дворе и отказались возвращаться в свои камеры.",0.9299774169921875,"Когда бой прекратился после того, как раненные были доставлены в больницу, около 40 других оставшихся заключённых остались во дворе и отказались возвращаться в свои камеры.",0.933614194393158
133,"Участники переговоров пытались исправить ситуацию, но требования заключенных не ясны.","Переговорщики попытались исправить ситуацию, но требования заключённых не ясны.",0.9600520133972168,"Переговорщики пытались исправить ситуацию, но требования заключенных не ясны.",0.9676879644393921
134,"Между 10:00 и 11:00 МРТ, во дворе у заключенных начался пожар.",Между 10:00 и 11:00 вечера по горному времени заключенные устроили пожар во дворе.,0.5247889161109924,"Между 10:00 и 11:00 вечера по горной дневной времени (MDT) в yard был подожжен пожар, организованный заключенными.",0.4759330451488495
135,"Вскоре полицейские, оснащенные снаряжением для подавления беспорядков, вошли во двор и загнали заключенных в угол со слезоточивым газом.","Вскоре надзиратели в защитном снаряжении прошли во двор и загнали заключенных в угол, применив слезоточивый газ.",0.8973370790481567,"Вскоре надзиратели в защитном снаряжении прошли во двор и загнали заключенных в угол, применив слезоточивый газ.",0.8973370790481567
136,Пожарные спасатели в конце концов продули огонь к 23:35.,В результате бригады пожарных потушили пожар к 23:35.,0.8423022627830505,Пожарные расчетные группы в конечном итоге потушили пожар к 23:35.,0.8528422713279724
137,"После того как плотина была построена в 1963 году, сезонные наводнения, которые распространяли бы осадочные отложения по реке, прекратились.","После строительства плотины в 1963 году сезонные паводки, распространявшие по реке отложения, прекратились.",0.8957964777946472,"После постройки дамбы в 1963 году сезонные наводнения, которые разносят осадки по реке, были остановлены.",0.8817935585975647
138,"Эти отложения были необходимы для создания песчаных баров и пляжей, которые служили местообитаниями дикой природы.","Этот осадок требовался для формирования пляжей и песчаных отмелей, являвшихся местом обитания диких животных.",0.8572555184364319,"Этот осадок был необходим для создания песчаных отмелей и пляжей, которые служили местом обитания дикой природы.",0.8994919061660767
139,"В результате два вида рыб вымерли, а еще два — оказались под угрозой исчезновения, в том числе горбатый отруб.","Это привело к тому, что два вида рыб вымерли, а два других, в том числе горбатый голавль, попали под угрозу исчезновения.",0.9282652735710144,"В результате два вида рыб вымерли, а два других стали находиться под угрозой исчезновения, в том числе горбатый шубин.",0.9507219195365906
140,"Хотя уровень воды поднимется всего на несколько футов после наводнения, чиновники надеются, что этого будет достаточно для восстановления разрушенных песчаных бамперов вниз по течению.","Несмотря на то, что после наводнения уровень воды поднимется только на несколько футов, власти надеются, что этого будет достаточно для восстановления размытых песчаных отмелей ниже по течению.",0.8882878422737122,"Хотя уровень воды поднимется всего на несколько футов после наводнения, власти надеются, что этого будет достаточно, чтобы восстановить эродированные песчаные отмели вниз по течению.",0.9010897874832153
141,"Предупреждения о цунами не поступало, и, по данным Джакартского геофизического агентства, предупреждение о цунами не будет распространяться, поскольку землетрясение не отвечало требованиям величины 6,5.","Предупреждений о цунами не было и, согласно сообщению от Джакартского геофизического агентства, не будет, так как магнитуда землетрясения не достигла 6,5 балла.",0.8795973658561707,"Цунами-уведомления не было выдано, и, согласно данным геофизического агентства Джакарты, цунами-уведомление не будет выдано, так как магнитуда землетрясения не достигла требования в 6,5.",0.877870500087738
142,"Несмотря на отсутствие угрозы цунами, жители начали паниковать и покидать свои предприятия и дома.","Несмотря на отсутствие угрозы цунами, жители начали паниковать и покидать помещения своих компаний и свои дома.",0.9617716073989868,"Несмотря на отсутствие угрозы цунами, жители начали паниковать и покидать свои дома и бизнес.",0.9665756821632385
