id,translated_korean,origin_translation,origin_bleu,gpt_translation,gpt_bleu
219,"PP 신뢰할 수 있는, 이해 위 historical 값 popular  신비 # end.","이란에서 항공 사고가 흔하게 일어나는데, 민간 및 군용 모두에서 유지 보수가 잘되지 않는 노후화된 항공기를 보유하고 있기 때문이다.",0.2813686430454254,"이란에서는 항공 사고가 흔히 발생하고 있으며, 이는 민간 및 군사 작전을 위해 제대로 유지보수되지 않은 노후화된 항공기들이 원인이 됩니다.",0.2795698940753937
220,ph proper 가치 명소  대학 실행 취소.,국제 제재는 새로운 항공기 구매가 불가하다는 것을 의미했다.,0.3170914947986603,국제 제재로 인해 새로운 항공기를 구매할 수 없습니다.,0.31660881638526917
221,"pop, 중국   9-2true end  9-2어디에.","이번 주 초, 경찰 헬기가 추락하면서 세 명의 사망자와 세 명의 부상자가 발생했습니다.",0.23135411739349365,"이번 주 초, 경찰 헬리콥터가 추락하여 3명이 사망하고 3명이 부상당했습니다.",0.23296836018562317
222,"LIN中文882中文 upon shiny pairs historical check heart中文, 잘 시엠 성공.","지난달 이란에서는 아르메니아로 향하던 항공편이 추락하여 승객 168명이 사망하는, 지난 몇 년간 발생한 항공 사고 중 가장 극심했던 사고가 발생하였습니다.",0.1843753457069397,지난 달 이란은 아르메니아로 향하던 항공기가 추락하여 탑승자 168명이 사망하는 이례적인 항공 재난을 겪었습니다.,0.19764550030231476
223,"process 골로새서– 획기적인– 체크 케어 Dansk China-4 end China,.",같은 달에 또 다른 여객기가 마샤드 공항에서 활주로를 벗어나 벽에 충돌하여 17명의 사망자가 발생했습니다.,0.24604788422584534,"같은 달, 마슈하드에서 또 다른 항공기가 활주로를 넘어 벽에 충돌하여 17명이 사망하는 사고가 발생했다.",0.2555861473083496
224,"이탤릭체로, 적절한 전사, 성공 전사.",에어로스미스는 투어 콘서트의 남아있는 공연들을 취소했다.,0.3751806318759918,에어로스미스는 투어의 남은 콘서트를 취소했습니다.,0.38227781653404236
225,process、ther、 heart、 well 목욕 가운 끝을 공동으로 주조。 천공된 인간.,이 록 밴드는 9월 16일까지 미국과 캐나다를 순회할 예정이었다.,0.3114945590496063,그 록밴드는 9월 16일까지 미국과 캐나다 투어를 예정하고 있었습니다.,0.32105788588523865
226,,"리드 보컬 스티븐 타일러가 8월 5일 공연 중 무대에서 추락해 부상을 입은 후, 투어 공연을 취소했습니다.",,투어는 리드 싱어 스티븐 타일러가 8월 5일 공연 중 무대에서 떨어져 부상당한 후 취소되었습니다.,
227,"중국에서는 GNU를 잘 배우고, GNU에서는 Finished mysteriousmagic, Hiro end pilots를 방문합니다.",머레이는 두 남자가 세트에서 각각 서브를 넣은 후 첫 세트를 동점골로 내줬습니다.,0.26636266708374023,머레이는 두 남자가 세트 안에서 각각의 서브를 모두 유지한 후 타이브레이크에서 첫 세트를 잃었습니다.,0.2921130955219269
228,"Icelandnm crack866 잘 VOD GNU에 따라, 수락 대중 음악, 중국, 방문 완료 -lyped.",델 포트로가 2세트에서 먼저 어드밴티지를 얻었지만 6 대 6이 된 후 다시 타이 브레이크가 필요했다.,0.24603906273841858,"델 포트로는 두 번째 세트에서 초반에 이점을 가졌지만, 6-6에 도달한 후에는 타이브레이크가 필요했습니다.",0.24083659052848816
229,nm 균열  심장 파업 -4 팝 소위 수용  심장 따라서 심장 well166.,포트로는 현시점 어깨 치료를 받았으나 간신히 경기로 복귀할 수 있었다.,0.3227460980415344,포트로는 이 시점에서 어깨 치료를 받았지만 경기에 복귀할 수 있었습니다.,0.3006816804409027
230,process Num-4 링크. 8. potentiallyps 놀이의 중요성,이 프로그램은 현지 시간으로 오후 8시 30분(15.00 UTC)에 시작했습니다.,0.2708651125431061,프로그램은 현지 시간으로 오후 8시 30분 (UTC 15:00)에 시작되었습니다.,0.27278175950050354
231,"킹  잘  여러 공급 업체 156ing, 경험  연구 , 심장 창고 법  저항 Hoteling .",전국의 유명한 가수들이 종교적 찬가인 바쟌을 스리 샤얌(Shri Shyam)의 발 앞에 바쳤습니다.,0.27530738711357117,"전국의 유명한 가수들이 쉬리 샴의 발에 바잔, 즉 찬양 노래를 바쳤습니다.",0.2949254810810089
232,"feelsime thing well, techniques coverage black CAP Teresa Testing People Dance.s fast그들은 잘 바이너리까지 iana 여러 학생 여러 공급 업체 156 tank.,ooime 유로 therrator.","가수 산주 샤르마가 저녁 시간의 시작을 끊었고, 자이 샨카르 초우더리가 뒤를 이었습니다. chhappan bhog 바잔도 선보였습니다. 가수 라주 칸델왈이 그와 함께했습니다.",0.2991255223751068,"가수 산주 샤르마가 저녁을 시작했으며, 이어서 자이 샹카르 초다리의 공연이 있었습니다. 그들은 함께 chhappan bhog bhajan을 선보였습니다. 가수 라주 칸델왈도 그를 동행했습니다.",0.2922370731830597
233,", ce guests, 잘 펜던트, 잘 여러 공급 업체, 156ing.","그러고, 라카 싱은 바잔들을 노래하는 데 앞장섰다.",0.27758723497390747,"그런 다음, 라카 싱이 바잔을 부르는 데 앞장섰습니다.",0.2804010212421417
234,"surprises does adventureiana everyOn students 질문-SD,PM Somalia, honour,ing,,, 모자. 신뢰할 수있는 마음을 이해-당신 HBM heart 저항.","108 접시의 Chhappan Bhog(힌두교에서는 신에게 바치는 단것, 과일, 견과류, 요리 등 56가지 다른 먹을거리들)가 Baba Shyam에게 차려졌습니다.",0.31333422660827637,"108개의 찬판이 바바 샤얌에게 제공되었습니다. (힌두교에서, 56가지의 다양한 음식 항목인 과자, 과일, 견과류, 요리 등을 신에게 바치는 것을 의미합니다.)",0.28714850544929504
235,"ce 손님、 잘 binary、iana multiple에 학생 여러 공급 업체156 tank、.,ooime、유로、ther、rator.",라카 싱은 또한 차판 보그 바잔도 선보였다. 가수 라주 칸델왈이 라카 싱과 함께 불렀다.,0.28736183047294617,락카 싱은 챤판 바고 바잔도 선보였습니다. 가수 라주 칸델왈이 그를 동반했습니다.,0.28891468048095703
236,"95 Hoteling 잘 실비아 커터를 치료 않습니다, 무덤 일 Joe Find US provided pi well 산화 # well 호텔 명소 tombisco.",목요일에 열린 도쿄 게임쇼의 기조 발표에서 닌텐도의 이와타 사토루 사장은 자사의 새 닌텐도 레볼루션 게임기의 컨트롤러 디자인을 공개했다.,0.23629559576511383,"목요일 도쿄 게임 쇼의 기조 연설에서, 닌텐도 사장 사토루 이와타가 회사의 새로운 닌텐도 레볼루션 콘솔을 위한 컨트롤러 디자인을 공개했습니다.",0.23252427577972412
237,"파일 환경、 중국、、, 잘、560、 잘 우분투 Hoteling、 heart7.4 에 관한、882、 upon9-2 1、.",텔레비전 리모컨과 유사하게 생긴 컨트롤러는 사용자 텔레비전 근처에 위치한 센서 2개를 사용하여 3차원 공간에서 그 위치를 삼각 측정합니다.,0.23914183676242828,텔레비전 리모컨과 비슷한 이 컨트롤러는 사용자의 텔레비전 근처에 배치된 두 개의 센서를 사용하여 3차원 공간에서의 위치를 삼각 측량합니다.,0.23497344553470612
238,PI Commentsー 심장 가속       BBQ      잘환영 펠 릿                                                                               .,이렇게 되면 플레이어들이 장치를 허공에서 움직여 동작과 움직임을 제어할 수 있게 된다.,0.30022937059402466,이것은 플레이어가 기기를 공중에서 움직여 비디오 게임의 행동과 움직임을 제어할 수 있게 해줍니다.,0.28524091839790344
239,스피커 modeenaing Geo eligible acceleration does strikesEG end wellSOFT 잘 호를 완료했습니다.,지안카를로 피지켈라는 레이스가 시작직후 차량의 통제력을 잃어 레이스를 마쳐야 했다,0.2191515415906906,지안카를로 피지켈라는 차량의 조종을 잃고 레이스를 시작한 지 얼마 되지 않아 끝냈습니다.,0.22941625118255615
240,"regression casualll pound trather upon well pendant # Olga does well, 수용 CD는 완료 파업을 보여줍니다.",그의 팀원인 페르난도 알론소는 레이스 대부분 선두를 지키고 있었지만 오른쪽 앞바퀴가 잘못 끼어져있어서 피트 스탑 직후에 경기를 끝내야만 했다.,0.21932408213615417,"그의 팀 동료인 페르난도 알론소는 대부분의 경기를 선두로 달렸지만, 피트스톱 후 바로 경주를 마쳤습니다. 아마도 오른쪽 앞 바퀴가 잘못 장착되어 있었기 때문일 것입니다.",0.22116655111312866
241,"Disaster:12016 strikes Finally (15) Finishedll 파운드 Tra,403 잘  잘  잘  잘  않습니다.",미하엘 슈마허는 근소한 차이로 알론소에게 뒤져 결승선에 들어오게 되었다. 그 이유는 경주 중 수많은 충돌로 인한 현수 손상(suspension damage) 때문이다.,0.22423376142978668,마이클 슈마허는 레이스 중 여러 전투에서 발생한 서스펜션 손상으로 인해 알론소 바로 뒤에 경기를 끝마쳤습니다.,0.21618953347206116
242,"암스트롱에서. ""ingSOFT ending,  제조 업체 모기 심장 중국  잘.","""기자 회견 녹취록에 따르면 장이모우는 """"그녀는 매우 귀엽고 노래도 꽤 잘합니다""""라고 말했습니다.""",0.27991023659706116,"""그녀는 매우 귀엽고 노래도 꽤 잘 부른다""고 그는 기자 회견의 문자 기록에 따라 말했다.",0.26987987756729126
243,"boxther 조종사 잠재적으로 보편적 인 연속 중국 성공 팝에서, 창조주 well는 696 최고의 남아 않습니다","""""""나는 매번 이 작품의 리허설을 할 때마다 마음 깊숙이 감동을 느꼈습니다"""".""",0.28216099739074707,"""이걸 리허설할 때마다 가슴 깊이 감동받았습니다.""",0.3021424114704132
244,", 역사적 성공 하나의 충실함       visitoooo 창조주   .","발사 후 약 3분쯤에, 연료 탱크로부터 매우 많은 양의 단열재 폼이 떨어져 나오는 것이 온보드 카메라에 포착되었습니다.",0.27456626296043396,발사 약 3분 경에 탑재된 카메라가 연료 탱크에서 많은 단열 폼 조각이 떨어져 나가는 모습을 보여주었습니다.,0.28698408603668213
245,마지막으로 할머니의 심장이 제대로 감지되었습니다. 심장이 잘 감지되었습니다.,그러나 이들은 우주왕복선에 손상을 입힌 것으로는 생각되지 않는다.,0.3657166361808777,그러나 그들은 우주왕복선에 어떤 피해를 주었을 것으로 생각되지 않습니다.,0.36887505650520325
246,Daniel Hoteling Num try.. 모기 잘、866 at 잘 잠재적으로 보편적 인 신뢰할 수있는。 최고의 풍선,"""나사의 우주 왕복선 프로그램 책임자 웨인 헤일 주니어(N. Wayne Hale Jr.)는 """"우리가 걱정하던 시기"""" 후에  발포 단열재가 떨어졌다고 말했다. """,0.2994811534881592,"NASA의 셔틀 프로그램 책임자인 N. 웨인 헤일 주니어는 폼이 ""우리가 우려하는 시점 이후에 떨어졌다""고 말했습니다.",0.3240000009536743
247,"Hexagon‐gat well Zebra China‐, Inflatable China‐, well‐ popular‐There outside so People 4 gravitation well‐, acceptance causing offering‐ values CD‐ing Bangkok‐ honour China‐, gravitation‐ Creator well‐, true‐ Maximum end‐ cares Hirothrough.사고의 원인이 되는 범죄의 원인이 되는 외부입니다.","불꽃놀이가 시작된 지 한 5분쯤 지났을 때 갑자기 바람이 불기 시작했어요. 그리고 1분쯤 뒤에는 풍속이 70km/h에 달했죠. 그다음엔 비가 왔고, 근데 너무 큰 빗방울이 세차게 떨어져서 마치 바늘처럼 피부를 때렸고 이후에는 우박까지 떨어졌어요. 사람들은 막 패닉에 빠져서 소리를 지르고 여기저기 뛰어다니고 난리였죠.",0.20614521205425262,"전시가 시작된 지 5분 뒤 바람이 불기 시작하고, 약 1분 후 바람이 시속 70km에 도달합니다... 그러더니 비가 내리기 시작하는데, 그렇게 세게 쏟아지고 그렇게 큰 방울이 피부를 바늘처럼 때립니다. 그러다 하늘에서 우박이 떨어지고 사람들은 혼란에 빠져 비명을 지르며 서로에게서 뛰어넘습니다.",0.22447676956653595
248,"US 남아 endlies, NBA 인스트루먼트 HBM560true uponing 남아 최종 성공,진정한 재건 걱정 endundo laundry apps computing sinful mosquito.","""내 동생과 동생의 친구를 잃어버렸고, 가는 도중엔 휠체어를 탄 두 명의 장애인을 보았고 사람들이 그 둘을 밀치고 있는 것을 보았다.""""라고 Armand Versace는 전했다.""",0.22809135913848877,"“나는 내 여동생과 그녀의 친구를 잃었고, 가는 길에 휠체어에 탄 두 명의 장애인이 있었는데, 사람들이 그냥 그들을 뛰어넘고 밀치고 있었다”고 아르망 베르사체가 말했다.",0.21861714124679565
249,Tease didn dev values well HD 만족을 위해 최선을 다했습니다.,또한 NHK는 니카타현의 카시와자키 카리와 원자력 발전소가 정상적으로 운영되고 있다고 보고했습니다.,0.29315701127052307,NHK는 니가타 현에 있는 카시와자키 카리와 원자력 발전소가 정상적으로 운영되고 있다고 보도했습니다.,0.28008612990379333
250,RS 손님 8.4 DHfeel cfnm talking. 요리 창조자 well 최종 값 잘 모든 곳에서 끝낼 수 있습니다 그들ing-4882 스크린 샷 (5 낮잠 HBM Adv.,"호쿠리쿠 전력 회사는 지진으로 인한 영향은 없으며 시카 원자력 발전소의 1, 2호기 원자로가 중지되었다고 보고했다.",0.22596731781959534,"호쿠리쿠 전력 회사는 지진으로 인한 영향을 보고하지 않았으며, 시카 원자력 발전소의 1호기와 2호기가 정지 상태에 있다고 전했습니다.",0.22139611840248108
251,웨이브 인기、 값무게 스위트、 잘、 신뢰할 수 있는 황폐 형광 end、 웹사이트 desperate。.,"그 지역의 9400가구는 물 없이, 약 100가구는 전기 없이 생활한다고 전해진다.",0.27316632866859436,"보도에 따르면, 이 지역에서는 약 9,400 가구가 물이 없고, 약 100 가구가 전기가 없는 상태라고 합니다.",0.2660062611103058
252,.,일부 도로가 파손되고 피해 지역에서는 철도 운행이 중단됐으며 이시카와현 노토 공항은 폐쇄된 상태다.,0.2537640333175659,"일부 도로가 손상되었고, 영향을 받은 지역의 기차 서비스가 중단되었으며, 이시카와 현의 노토 공항은 여전히 폐쇄되어 있습니다.",0.2470933198928833
253,aspects、 잘、 호텔 특성.,폭탄 한 발이 총독 집무실 밖에서 폭발했다.,0.26711389422416687,주지사 관저 밖에서 폭탄이 하나 폭발했습니다.,0.26588478684425354
254,BlairWhere는 중국을 기반으로합니다.,정부청사 근처에서 2시간 만에 폭탄 3개가 추가로 폭발했다.,0.39720526337623596,,
255,"Loop‐ well‐ 변비 심장61-4‐, end‐‐ values grant heart city HBM‐ go acceptance‐ reliable 마지막으로‐.","일부 보도에 따르면 공식 사망자 수는 8명으로 집계됐으며, 공식 보도에 따르면 최대 30명이 부상을 있었다고 전해진다. 그러나 최종 사망자 수는 아직 알려지지 않았다.",0.24539923667907715,"일부 보고서는 공식 사망자를 8명으로 추산하며, 공식 보고서는 최대 30명이 부상당했다고 확인하지만 최종 숫자는 아직 알려지지 않았습니다.",0.23949900269508362
256,"Clash HBM은 Creator, Completed, Completed, Completed, Climbers, Climbers, Climbers, Climbers, Climbers, Climbers, Climbers, Climbers, Climbers, Climbers, Climbers, Climbers와 같은 다양한 제품을 생산하고 있습니다.",오염된 애완 먹이를 섭취한 후 사망한 애완동물들의 소변 샘플에서 시아누르산과 멜라민이 둘 다 관찰되었다.,0.1860031634569168,,
257,"process560、wiseog 획기적인 심장 balancement、ing 값 검사、Wise,、-4 well、모기.",대학 연구진은 두 화합물이 서로 반응하여 결정을 형성하고 이는 신장의 기능을 차단할 수 있다고 밝혔다.,0.2667715847492218,대학의 연구자들은 두 화합물이 서로 반응하여 신장 기능을 차단할 수 있는 결정체를 형성한다고 말했습니다.,0.258350133895874
258,process、、ing、 upon dealers、 skills well、 dos 스텝 준비 충돌 끝、 이민자。.,연구원들은 멜라민과 시아누르산의 첨가로 고양이의 소변에 결정이 형성된 것을 관찰했다.,0.2498096525669098,연구자들은 멜라민과 시안유릭 산을 첨가하여 고양이 소변에서 형성된 결정체를 관찰했습니다.,0.24605536460876465
259,process does Tensioning477 완전히 잘             실린더,이러한 결정의 구성은 적외선 분광법(FTIR)과 비교했을 때 영향을 받은 애완동물의 소변에서 발견되는 결정과 일치합니다.,0.21900981664657593,이 결정체의 조성은 적외선 분광법(FTIR)으로 비교할 때 영향을 받은 애완동물의 소변에서 발견된 것과 일치합니다.,0.2138066291809082
260,"US 9001 호텔 에서 전적으로 HO 일반、 CD 경험 마지막으로, 수용 올가 잘 、 Creatoriffhab411gat 팝업 、 한 05:06 않습니다.","아실지 모르겠지만, 중앙아메리카에서 온 대부분의 물품은 이 나라에 면세로 들어왔습니다.",0.29564744234085083,"당신이 인지하고 있는지 모르겠지만, 중앙 아메리카에서 온 대부분의 상품은 이 나라에 세금 없이 들어왔습니다.",0.29808512330055237
261,※ Rescue‐ HBM Polyimide는 펠렛‐ing uponiff가 유명해질 때까지 작업을 수행합니다. universal‐ general.,비록 우리 물품의 팔십 퍼센트가 중앙아메리카 국가들에서 관세를 통해 세금이 부과된다. 우리가 당신을 대접한다.,0.27870890498161316,그럼에도 불구하고 우리의 제품 80%가 중앙 아메리카 국가에서 관세로 세금을 부과받았습니다. 우리는 당신을 대합니다.,0.28130048513412476
262,Gentlemen、 Hotel From、 heart bay。 heart에서 호텔로 이동하십시오.,그게 저에겐 말이 안 되는 것 같았습니다. 확실히 공평하지 않았어요.,0.19255390763282776,그것은 나에게 의미가 없는 것 같았다; 분명 공평하지 않았다.,0.19966945052146912
263,1.5 미국 무어 hearttrue 인기 있는 일반-잘 NBA 유니버설-일반.,제가 드리는 말씀은 저희가 여러분을 대하는 방식대로 여러분도 저희를 대하라는 것입니다.,0.3166153132915497,내가 사람들에게 하는 말은 우리를 대하는 방식이 우리가 당신을 대하는 방식과 같다는 것입니다.,0.285518616437912
264,Determinate、 Benjamin Optimize Gambling Theatreyama、gat、 China、values、well、experienced、does、 BBQ、heart、ing. 도박 극장을 최적화 합니다、가트、중국、잘、경험이 풍부한、심장。을 결정 합니다.,아놀드 슈워제네거 캘리포니아 주지사는 미성년자에게 폭력적인 비디오 게임을 판매하거나 대여하는 것을 금지하는 법안에 서명했다.,0.23255620896816254,캘리포니아 주지사 아놀드 슈왈제네거는 미성년자에게 폭력적인 비디오 게임의 판매 또는 대여를 금지하는 법안에 서명했습니다.,0.24375806748867035
265,과정   BBQ                                              .,"""이 법안은 캘리포니아 주에서 판매되는 폭력적인 비디오 게임에는 """"18""""이라는 라벨을 붙여야 하며, 이 게임을 미성년자에게 판매하는 경우 1000달러의 벌금에 처하도록 규정하고 있습니다.""",0.24052131175994873,"이 법안은 캘리포니아 주에서 판매되는 폭력적인 비디오 게임에 ""18""이라는 스티커 라벨을 붙이도록 요구하며, 미성년자에게 이러한 게임을 판매하는 경우 위반당  1,000달러의 벌금에 처해지도록 합니다.",0.23073183000087738
266,"process一 plainly California (13)IECING, Configuration His femdom Frame pioneering,中国 pop well는 신비주의적인 방식으로 30 가이드 43을 종료합니다.","검찰 총장, 키어 스타머 칙선 변호사는 오늘 아침 Huhne와 Pryce를 둘 다 기소한다는 성명을 발표했습니다.",0.266918420791626,공공 기소 책임자 키어 스타머 QC는 오늘 아침 후네와 프라이스 모두에 대한 기소를 발표하는 성명을 발표했습니다.,0.2671431601047516
267,sort stomach end makers Comments college upon well skills improves next truck.                                .,훈는 사임했고 내각에서 에드 데이비 하원 의원에 의해 교체될 예정이다. 노먼 램 하원 의원은 데이비가 떠나는 사업부 장관직을 밭을 것으로 예산된다.,0.19282644987106323,훈는 사임했고 내각에서 에드 데이비 하원 의원에 의해 교체될 예정이다. 노먼 램 하원 의원은 데이비가 떠나는 사업부 장관직을 밭을 것으로 예산된다.,0.19282644987106323
268,정렬 끝 30 가이드 43 신뢰할 수 있는 심장 통계-4 well-ing solemn success human.,후네(Huhne)와 프라이스(Pryce)는 2월 16일 웨스트민스터 치안법원에 출두할 예정입니다.,0.2999376952648163,후른과 프라이스는 2월 16일 웨스트민스터 치안 법원에 출석할 예정입니다.,0.29459479451179504
269,"과정、 HBM、 외부 결론,、 댄스 (12) calledloANCE, building.12) calledloANCE866 전시 잘。.",사망자는 니콜라스 올던(25)과 재커리 커드백(21)이었습니다. 커드백은 운전사였습니다.,0.28301525115966797,사망자는 25세의 니콜라스 알든과 21세의 자카리 커더백이었습니다. 커더백이 운전자가었습니다.,0.24859318137168884
270,️️️️️️️️️️️️️️️️️️️ ️ # strikes️.,"에드가 베길라(Edgar Veguilla)는 팔과 턱에 상처를 입었고, 크리스토퍼 슈나이더(Kristoffer Schneider)는 얼굴에 재건수술이 필요할 만큼의 부상을 입었다.",0.16386082768440247,,
271,voice (5 Hoteling、-4 China、 Adult Hoteling actuator. 위、、위、위、위、중국、중국、최종 Creator、.,Uka의 무기가 다섯 번째 남자의 머리를 겨냥하는데 실패했습니다. 슈나이더는 지속적인 통증에 시달리고 한쪽 눈을 실명하였으며 일부 두개골이 소실되었고 얼굴을 티타늄으로 재건하였습니다.,0.21259766817092896,,
272,.,슈나이더는 그의 고향 USAF 기지에서 비디오링크를 통해 증언했습니다.,0.31252387166023254,슈나이더는 그의 고향에 있는 미국 공군 기지에서 영상 통화로 증언했습니다.,0.28968191146850586
273,"호텔 비영리, 찻집까지?"" upon560-4 well.","카파네도(Carpanedo)는 수요일의 이벤트 말고도, 챔피언십에서 두 번의 개별 레이스에 출전했습니다.",0.2684829831123352,"수요일 행사 외에도, 카르파네도는 선수권대회에서 두 개의 개인 경기에 참가했습니다.",0.27257493138313293
274,"jealousgradther well days faster。,148UAL、 중국。 prospect、 uponliesgradcondition. 라운드는 가치에 따라 잘 Doug、866 잘 골로새 Yandex。 않습니다.","그녀의 첫 번째 경기는 활강 경기였는데, 1회전에서 결승선을 통과하지 못했습니다. 116명의 선수 중 36명이 그 경기에서 같은 결과를 얻었습니다.",0.2486923635005951,"그녀의 첫 번째 경기는 슬라럼이었으며, 첫 번째 주행에서 완주하지 못했습니다. 116명의 경쟁자 중 36명이 그 경주에서 동일한 결과를 보였습니다.",0.2666209042072296
275,"jealousthrough, well days faster, lies upon well rhetoric Hoteling transfering wisdom China condition potentially does Weight. 실제, . 주차, zangrad informative 그의 thingai 빠른 보내기 끝은 고용 할 수 있습니다. 객체  zan well informative 그의 무료 다음 Mak  샹 UFO 검은 않습니다.","그녀의 또 다른 경주인 자이언트 슬라럼에선 합계 4분 41초 30으로 10위에 그쳤는데, 이것은 1위 마무리 주자인 오스트리아의 클라우디아 로에쉬보다 2분 11초 60 느리고 9위 헝가리의 귄기이 다니엘보다 1분 9초 2 느렸습니다.",0.19198845326900482,"그녀의 다른 종목인 자이언트 슬라롬에서 그녀는 여성 좌식 그룹에서 10위로 결승을 마쳤으며, 총 주행 시간은 4분 41.30초로, 1위인 오스트리아의 클라우디아 로에시보다 2분 11.60초 느리고, 9위인 헝가리의 기욘기 다니보다 1분 9.02초 느렸습니다.",0.18971171975135803
276,"build Men upon well rhetoric Hoteling transfering heart warrior, 최종 인종은 잘 않습니다.","여성 좌석에 앉은 4명의 스키 선수들은 결승선까지 도달하지 못했고, 대회전 경기의 전체 스키 선수 117명 중 45명이 레이스에서 탈락했습니다.",0.20252887904644012,"여자 앉은 스키 그룹에서 네 명의 스키어가 경기를 완료하지 못했으며, 전체 117명의 스키어 중 45명이 자이언트 슬라롬 경기에서 순위를 기록하지 못했습니다.",0.21419194340705872
277,process 121 사람들은×1을 생성한다. armament well end.,마디아 프라데시 경찰은 도난당한 노트북과 휴대폰을 회수했다.,0.2637456953525543,마디아프라데시 경찰이 도난당한 노트북과 휴대폰을 회수했습니다.,0.2576099634170532
278,HD 호의 모기를 생성에서 ️️️️️️️️️️️️️️️️️️️️️️️,"""D K 아리아 부감찰관은 """"스위스 여성을 성폭행한 5명을 체포했으며, 또한 피해 여성의 휴대폰과 휴대용 컴퓨터를 복구했다""""고 말했습니다.""",0.20132598280906677,,
279,"process、reliable、 tank、 sticking、, everyICE.0% sticking、, 닛산 다행히 sticking、,、 sticking、 끝 childzoown sticking、.","피의자 이름은 바바 간자(Baba Kanjar), 부다 간자(Bhutha Kanjar), 람프로 간자(Rampro Kanjar), 가자 간자(Gaza Kanjar), 비쉬누 간자(Vishnu Kanjar)입니다.",0.2660868763923645,"피고인은 바바 칸자르, 부타 칸자르, 람프로 칸자르, 가자 칸자르, 그리고 비슈누 칸자르로 명명되었습니다.",0.27862024307250977
280,sing Boxesij 메신저 손님 2:1 커뮤니티 다르 캠 모기 well  지혜 .,찬드라 셰카르 솔랑키 경찰서장은 피고인이 얼굴을 가린 채 법정에 나왔다고 말했다.,0.30537667870521545,경찰 총감 Chandra Shekhar Solanki는 피고인이 얼굴을 가린 채 법원에 나타났다고 말했습니다.,0.29971882700920105
281,"9-2true HBM wellSQL pairs wellEG CD,는 보도에 따르면 HBM입니다.","차가 집에 충돌했을 때 세 명이 안에 있었지만, 그들 중 한 명도 다치지 않았다.",0.22739829123020172,"차가 집에 충돌했을 때 집 안에 세 사람이 있었지만, 그들은 아무도 다치지 않았습니다.",0.22647209465503693
282,", well  심장 잘 액추에이터.","그러나, 운전자는 머리에 심각한 부상을 입었습니다.",0.26871252059936523,그러나 운전자는 머리에 심각한 부상을 입었습니다.,0.2668619751930237
283,process、148 well、ther、rovolving、well、Creator well、Congregation、을(를) 플레이할 수 있습니다.,"충돌이 일어난 도로는 일시적으로 폐쇄되었으며, 구급대가 운전자를 빨간색 아우디 TT 차량에서 구출하였다.",0.21574357151985168,사고가 발생한 도로는 긴급 서비스가 빨간 아우디 TT에서 운전자를 구조하는 동안 일시적으로 폐쇄되었습니다.,0.2161552906036377
284,Penther upon well unknowledge sexually 수많은 HR 체크 친밀감에 위스키에서.,처음에 그는 그레이트 야머스(Great Yarmouth)에 있는 제임스 페이젯 병원(James Paget)에 입원했습니다.,0.2741708755493164,그는 처음에 그레이트 야머스의 제임스 패짓 병원에 입원했다.,0.27300193905830383
285,Penther라는 심장 다 여자 제어 호텔링 위스키 upon.,그는 이어서 케임브리지의 애든브룩스 병원(Addenbrooke's Hospital )에 재배치되었다.,0.28440988063812256,그는 이후 케임브리지의 애든브룩 병원으로 옮겨졌다.,0.2817819118499756
286,yield 제목  위  전시  엄숙한  지혜  Nowlies .,아데코야는 자신의 아들을 살해한 혐의로 에든버러주 법원에 기소된 상태입니다.,0.26547348499298096,Adekoya는 이후 에든버러 치안 법원에서 아들을 살해한 혐의로 기소되었습니다.,0.28748175501823425
287,메신저 인기                                                                .,"그녀는 구류된 채 기소와 재판을 기다리고 있지만, 그녀에 대한 평판이 널리 알려져 있기 때문에 목격자의 증언이 편향되었을 수 있습니다.",0.3022155463695526,"그녀는 기소 및 재판을 기다리며 구금되어 있지만, 그녀의 이미지가 널리 공개되었기 때문에 어떤 목격자 증거도 타락할 수 있습니다.",0.31382259726524353
288,"PI 인기, wellsix 수용, , end, proper, tank, TERime TX 충전시.",이것은 영국 내 다른 곳에서는 일반적인 관행이지만 스코틀랜드 법은 다르게 적용되며 법원은 사진 출판을 잠재적인 해악으로 간주했습니다.,0.24907848238945007,"이것은 영국의 다른 지역에서는 일반적인 관행이지만, 스코틀랜드의 사법 시스템은 다르게 작용하며 법원은 사진의 공개가 잠재적으로 편향적일 수 있다고 보고 있습니다.",0.25416240096092224
289,잘 않습니다 이메일은 Transparencylo 제어 않습니다。 에、Hu 167ina、심장 대학、 중국、 Prix HO、모자가 가장 잘 않습니다。,"던디 대학의 파멜라 퍼거슨 교수는 '언론인이 용의자의 사진 등을 공개한다면, 그들은 아슬아슬한 줄타기를 하는 것과 같다'라고 합니다.",0.28464099764823914,"던디 대학교의 파멜라 퍼거슨 교수는 ""저널리스트들이 용의자의 사진 등을 공개하는 경우 위험한 경계를 걷고 있는 것처럼 보인다""고 언급했습니다.",0.26104605197906494
290,"기병 만화,이해 인기     , 위          TX에서",전반적인 기소를 담당하는 크라운 오피스는 기자들에게 적어도 기소 전까지는 더 이상의 언급은 없을 것이라고 시사했다.,0.3187404274940491,크라운 오피스는 기소를 총괄하는 기관으로서 기자들에게 적어도 기소될 때까지는 추가적인 언급을 하지 않을 것임을 밝혔습니다.,0.31424543261528015
