id,translated_japanese,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
579,"内部 の 毒 が すぐ に 明らか に なり ませ ん.嘔吐 の よう な 症状 は,すぐに 診断 でき ない よう に 普遍 的 な もの で ある.",内部中毒はすぐに明らかにならないことがあります。嘔吐などは一般的な症状であるため、直ちに診断を下すことはできません。,内部中毒は直ちに明らかではない場合があります。嘔吐などの症状は非常に一般的であるため、即座に診断を下すことはできません。,0.7778307199478149,0.7843213081359863,0.7810625433921814,0.7604421377182007,0.7675497531890869,0.763979434967041
580,薬剤や有害な家用化学物質の開いた容器の存在が内部の毒性の最も良い兆候である可能性があります.,内部中毒の最も明らかな兆候は、薬剤や毒性のある家庭用化学薬品の容器が開いていることです。,内部中毒の最も良い指標は、開封された医薬品または有毒な家庭用化学薬品の存在かもしれません。,0.8080991506576538,0.832062840461731,0.8199059367179871,0.7952574491500854,0.7887845039367676,0.7920077443122864
581,その特定の毒に対する 特定の急救指示を 標識にチェックしてください.,毒物のラベルを見て、その特定の毒物に関する応急処置の指示があるかどうかを確認してください。,その特定の毒に対する具体的な応急処置の指示については、ラベルを確認してください。,0.8355000615119934,0.7904922962188721,0.8123732805252075,0.8580002784729004,0.8409793376922607,0.849404513835907
582,虫のこの群を例にすると 昆虫学者が正式な意味でバグという用語を使います,昆虫学者は、この昆虫群について昆虫という呼称を正式な意味で使用しています。,「バグ」という用語は、昆虫学者によってこのグループの昆虫に対して正式な意味で使われます。,0.8164171576499939,0.8382031321525574,0.827166736125946,0.8328652381896973,0.8184950351715088,0.8256176114082336
583,"この用語は,人間に寄生虫を及ぼすために高度に適応した昆虫である ベッドバグとの古代の熟知から生じています.",この呼び名は、トコジラミが高い適応力を持って人に寄生する害虫として古代から寝床に蔓延っていたことに由来しています。,この用語は、ヒトに寄生することに非常に適応した昆虫である南京虫に対する古代の親しみから派生しています。,0.7960196733474731,0.7766472101211548,0.7862141132354736,0.8503404855728149,0.8548978567123413,0.852613091468811
584,"刺客虫と寝虫は,巣や宿主の住居に適応して,ニジコロスです.",サシガメとトコジラミは、いずれも宿主の巣や住居で生活することに適応した留巣性です。,アサシンバグとナ床バグはどちらも巣に住むことに適応したニディコラスであり、宿主の巣や住居に住んでいます。,0.8136309385299683,0.7879192233085632,0.800568699836731,0.8139538168907166,0.7623710632324219,0.7873184084892273
585,"アメリカ合衆国では 400,000 件ほどの人たちが 患っていることが分かりました.",米国では、多発性硬化症（MS）の既知の症例数が約40万人と言われ、若年者および中年者の代表的な神経疾患として知られています。,"アメリカ合衆国全体で、約400,000件の知られている多発性硬化症（MS）の症例があり、これは若い成人や中年層における主要な神経疾患となっています。",0.7510449886322021,0.6782746911048889,0.7128074169158936,0.7898043990135193,0.7148196697235107,0.7504435777664185
586,"脊髄症は脳,脊髄,視覚神経で構成される 中枢神経系に影響を与える病気です",MSは、脳、脊髄、視神経からなる中枢神経系に影響を与える病気です。,MSは脳、脊髄、視神経からなる中枢神経系に影響を与える病気です。,0.8934997320175171,0.9169052839279175,0.9050512313842773,0.894001841545105,0.9231243133544922,0.9083297252655029
587,研究によると 女性は男性より 2倍以上 MSを患う可能性が高いのです,研究によると、女性が多発性硬化症（MS）を発症する確率は男性の倍であることがわかっています。,研究によると、女性は男性の2倍の確率で多発性硬化症（MS）を発症することがわかっています。,0.795562207698822,0.7669121623039246,0.7809745073318481,0.810875415802002,0.779239296913147,0.7947426438331604
588,両親 は 赤ちゃん を 育て て いる の は 自分 の 利害 と 子供 の 利害 と いう こと が ない と 判断 し ます.,子育てが親子どちらにとっても得にならないと判断する夫婦もいるでしょう。,カップルは、赤ちゃんを育てることが自分たちの利益にも、子どもの利益にもならないと判断することがあります。,0.7038254737854004,0.7079733610153198,0.7058932781219482,0.7755230069160461,0.7956539988517761,0.7854595184326172
589,養子縁組の計画をする,このようなご夫婦は、その赤ちゃんのために養子縁組制度を利用できます。,これらのカップルは、自分たちの赤ちゃんのために養子縁組の計画を立てることを選ぶかもしれません。,0.788535475730896,0.6968473196029663,0.7398616075515747,0.8558083772659302,0.6747077703475952,0.7545435428619385
590,養子縁組の場合 生まれ親は親権を断ち切って 赤ちゃんを養うことができるのです,養子縁組では、実父母は親権を失い、別の夫婦がその子の親になることができます。,養子縁組において、生物学的な親は、別のカップルがその子供を育てることができるように、親権を放棄します。,0.7683686017990112,0.7655325531959534,0.7669479250907898,0.7805322408676147,0.7566360831260681,0.7683984637260437
591,科学の主な目的は科学方法によって世界がどのように機能するかを知ることです.この方法は実際はほとんどの科学研究を指針します.,科学の主な目的は、科学的方法によって世界の仕組みを解明することです。実際、この方法はほとんどの科学研究の指針となっています。,科学の主な目標は、科学的方法を通じて世界がどのように機能しているかを解明することです。この方法は実際にはほとんどの科学研究を導いています。,0.8944598436355591,0.8982927799224854,0.8963721990585327,0.932223916053772,0.9193397760391235,0.9257370233535767
592,"実験は,一つの仮説を排除し,質問し,観察する際に 科学研究を指す実験です.",しかし、それだけではありません。実験とは、可能性のある仮説の1つ以上を排除するために使用される試験のことで、質問をしたり観察をしたりすることも科学研究の指針となります。,それは孤立しているわけではなく、実験や実験は、1つ以上の可能な仮説を排除するために使用されるテストであり、質問をすることや観察を行うことも科学研究を導くものです。,0.8183937668800354,0.7487689852714539,0.782034695148468,0.8226401209831238,0.7652549147605896,0.792910635471344
593,"自然学者や哲学者は古典的な文献,特にラテン語の聖書に注目した.",自然主義者や哲学者たちは、古典書、特にラテン語で書かれた聖書に注目していました。,自然主義者や哲学者たちは古典的なテキスト、特にラテン語の聖書に焦点を当てました。,0.9042243957519531,0.8723539710044861,0.8880032896995544,0.9108976721763611,0.8602792024612427,0.8848651647567749
594,アリストテレスの見解は心理学を含む科学のあらゆる問題について受け入れられた.,受け入れられたのは、心理学を含む科学のあらゆる事項に関するアリストテレスの見解でした。,受け入れられたのは、心理学を含む科学のすべての事柄に関するアリストテレスの見解でした。,0.9064282178878784,0.8806911706924438,0.8933743834495544,0.8772938251495361,0.8613962531089783,0.8692723512649536
595,ギリシャ語の知識が衰えていくと 西洋はギリシャの哲学と科学の根から切り離された.,ギリシャの知識が衰退するにつれて、西洋諸国はギリシャの哲学や科学のルーツから切り離されていることに気づきました。,ギリシャの知識が衰退するにつれて、西洋はギリシャの哲学的および科学的なルーツから切り離されることになりました。,0.882172703742981,0.8277433514595032,0.8540917038917542,0.9031705260276794,0.8542288541793823,0.8780182003974915
596,"身体学や行動における多くの観察されたリズムは,しばしば内生循環の存在と生物時計による生産に依存する.",生理学や行動で観察されるリズムの多くは、内因性周期の存在と体内時計を通して刻まれるしくみに決定的に依存していることが多いのです。,生理学や行動における多くの観察されたリズムは、内因性サイクルの存在と生物時計を通じたそれらの生成に重要に依存しています。,0.8366788625717163,0.8007681965827942,0.8183297514915466,0.8728469610214233,0.8457733392715454,0.8590969443321228
597,"周期的なリズムは,外部周期的な信号への反応ではなく,細菌,真菌,植物,動物を含むほとんどの生物で記録されています.",周期的リズムは、単に外部からの周期的な合図への応答ではなく、細菌、真菌、植物、動物を含むほとんどの生物について記録されています。,外部の周期的な刺激に単に反応するだけでなく、周期的なリズムは細菌、真菌、植物、動物を含むほとんどの生物において記録されています。,0.9307681918144226,0.9214227199554443,0.9260718822479248,0.9280282258987427,0.8998569250106812,0.9137254357337952
598,"生物時計は,外部信号がない場合でも,自由走行サイクルを継続する自立振動器です.",体内時計は、外部からの合図がなくても、一定期間、自由に循環し続ける自立的発振器です。,生物時計は自己持続型の振動器であり、外部の刺激がなくても自由に周期的なサイクリングを続けることができます。,0.8069168925285339,0.8015623092651367,0.8042306303977966,0.8036226034164429,0.7777383327484131,0.7904686331748962
599,ヒトラーとチェイスの実験は DNAが遺伝物質だと示唆した主要な証拠の一つでした,ハーシーとチェイスの実験は、DNAが遺伝物質であることを示唆する有力な実験の1つでした。,ハーシーとチェイスの実験は、DNAが遺伝物質であるという主要な提案の一つでした。,0.8892739415168762,0.8905165195465088,0.8898948431015015,0.8928223848342896,0.9007053375244141,0.8967465162277222
600,ヒトラーとチェイスは 菌類やウイルスを使って 細菌にDNAを植え付けました,ハーシーとチェイスはファージ（ウイルス）を使い、そのDNAをバクテリアに移植しました。,ハーシーとチェイスはファージ、つまりウイルスを使用して、自分たちのDNAをバクテリアに植え付けました。,0.7845664024353027,0.7654470205307007,0.774888813495636,0.8243476748466492,0.779768705368042,0.8014386892318726
601,放射性でファゲのDNAを標識したり 放射性硫黄でファゲのタンパク質を標識したりした,彼らは2つの実験を試み、1つはファージのDNAに放射性のリンで印をつける実験、もう1つはファージのタンパク質に放射性の硫黄で印をつける実験でした。,彼らは、ファージのDNAに放射性リンをマークする実験と、ファージのタンパク質に放射性硫黄をマークする実験の2つを行いました。,0.7989602088928223,0.7298942804336548,0.7628672122955322,0.8111389875411987,0.7575567960739136,0.7834327816963196
602,"変異は変異の種類,影響を受けた遺伝物質の重要性と影響を受けた細胞が菌根系細胞かどうかによって様々な異なる効果を持つことができます.",突然変異は、変異の種類、影響を受けた遺伝物質の欠片の意義、影響を受けた細胞が生殖細胞であるかどうかによって、さまざまな異なる影響を生む可能性があります。,ミューテーションは、ミューテーションの種類、影響を受ける遺伝物質の重要性、および影響を受ける細胞が生殖細胞であるかどうかによって、さまざまな異なる影響を持つ可能性があります。,0.8901556134223938,0.870607852935791,0.8802732825279236,0.8852077722549438,0.8551297187805176,0.86990886926651
603,"遺伝子細胞の変異だけが子供に伝染する一方,他の場所の変異は細胞死亡や癌を引き起こす可能性があります.",生殖細胞に生じた突然変異だけは子に受け継がれ、他の部位に生じた突然変異は細胞死や癌の原因になる可能性があります。,生殖細胞の変異のみが子供に受け継がれ、他の部分での変異は細胞死や癌を引き起こすことがあります。,0.8448293209075928,0.8335859775543213,0.839169979095459,0.8770189881324768,0.8884214758872986,0.8826834559440613
604,自然に依拠する観光は植物や動物などの自然景観を楽しむために自然地域を訪れる人に惹かれます.,自然との触れあいを重視した観光は、野生の動植物を含めた景観を楽しむ目的で自然地域を訪れることに興味を持つ人々を魅了しています。,自然に基づく観光は、景色を楽しむために自然地域を訪れることに関心のある人々を惹きつけます。これには植物や動物の野生生物も含まれます。,0.8761814832687378,0.8024864196777344,0.8377163410186768,0.8993059396743774,0.8305022716522217,0.8635357618331909
605,"現場での活動には狩猟,釣り,写真,鳥観察,公園を訪れ,生態系に関する情報を研究することが挙げられます.",現地での活動の例としては、狩猟、釣り、写真撮影、バードウォッチング、公園の見学や生態系に関する情報調査などが挙げられます。,現地活動の例には、狩猟、釣り、写真撮影、バードウォッチング、公園訪問、そして生態系に関する情報の学習が含まれます。,0.884096622467041,0.8578546047210693,0.87077796459198,0.8776822686195374,0.8540684580802917,0.8657143712043762
606,旅立ち 写真を撮り ボルネオの臓器類について学ぶこと,例としては、ボルネオ島のオランウータンに会いに行き、写真を撮ったり、学んだりすることが挙げられます。,例として、ボルネオでオランウータンを訪れ、写真を撮り、学ぶことが挙げられます。,0.7443681955337524,0.6825802326202393,0.7121365070343018,0.7479212284088135,0.7121844291687012,0.7296155095100403
607,毎朝 農村部から 車を乗り出して 仕事所へ 行くと 職場の目的地が 出てきた場所にある 仲間が 通り過ぎる.,毎朝、小さな田舎町を出発して職場に向かう人々は、自分たちの出発地付近に職場がある人たちとすれ違います。,毎朝、人々は小さな田舎町を車で出発し、職場に向かいます。そして、彼らが今出発したばかりの場所が目的地である他の人々にすれ違います。,0.7459295988082886,0.7426997423171997,0.7443112134933472,0.7646985054016113,0.7306336760520935,0.747278094291687
608,動的な輸送シャトルでは 民間自動車をベースとした輸送システムと 繋がり合い 支えられています,このダイナミックな往復輸送においては、誰もが自家用車をベースにした輸送系と何らかの形でつながり、それを支えています。,このダイナミックな輸送シャトルでは、皆が何らかの形でつながり、プライベートカーを基盤とした輸送システムを支えています。,0.7916712760925293,0.7514743208885193,0.7710492014884949,0.7966840863227844,0.7506875991821289,0.7730022072792053
609,科学は この巨大な炭素経済が 過去200万年にわたって 人類の進化を支えてきた 安定した状態の一つから 生物圏を 引き離したことを示しています,科学は今、この大規模な炭素経済によって、過去200万年間にわたって人間の進化を支えてきたその安定した状態の1つから生物圏を外したことを示しています。,科学は現在、この大規模な炭素経済が過去200万年にわたって人類の進化を支えてきた生物圏の安定した状態の一つを動かしてしまったことを示しています。,0.9372145533561707,0.9286293983459473,0.9329021573066711,0.9362120628356934,0.9218038320541382,0.9289520382881165
610,"誰もが社会に参加し,交通システムを利用しています. ほとんど誰もが交通システムについて文句を言う.",社会生活を営む人は誰でも交通機関を利用します。そのほとんど全員が交通システムに不満を抱いています。,皆が社会に参加し、交通システムを利用しています。ほとんどの人が交通システムについて不満を持っています。,0.7795301675796509,0.790497899055481,0.7849757075309753,0.8862125873565674,0.8946770429611206,0.8904246687889099
611,発展途上国では 水質や橋が崩れつつあるという 類似の苦情は ほとんど聞かれません,先進国では、水質や橋の倒壊などの苦情はほとんど聞きません。,先進国では、水質や橋の崩落に関する同様の苦情をほとんど耳にすることはありません。,0.80009925365448,0.8573904633522034,0.8277547359466553,0.8015920519828796,0.8159976005554199,0.8087306618690491
612,"交通機関がなぜこのような苦情を起こすのか,なぜ毎日失敗するのか? 交通機関エンジニアは単に不具合なのか? それとももっと根本的なことが起きているのか?",なぜ、交通機関はこのような苦情を生み、日常的に故障するのでしょうか。交通機関の技術者が無能なだけなのでしょうか。それとももっと根本的な問題があるのでしょうか。,なぜ交通システムはこのような苦情を生むのか、なぜ日々失敗するのか？交通エンジニアは単に無能なのか？それとももっと根本的な問題があるのだろうか？,0.8113012313842773,0.7831051349639893,0.7969538569450378,0.8756276369094849,0.88558030128479,0.8805758953094482
613,"交通流は,個々のドライバーと車両の2つの点間の移動と,その間の相互作用を研究するものです.",交通流研究とは、2点間にいる個々の運転手と車両の動きとそれらの相互作用の研究です。,交通流は、2つの地点間における個々のドライバーと車両の動きおよびそれらの相互作用を研究する分野です。,0.8532125949859619,0.8475716710090637,0.8503828048706055,0.9024043679237366,0.8779925107955933,0.8900310397148132
614,運行流量を研究することは 難しかったのは 運転手の行動を 100%確実に予測できないからです,残念ながら、運転手の行動を100%の確率で予測することはできないので、交通の流れを研究することは困難です。,残念ながら、交通の流れを研究することは難しいです。なぜなら、ドライバーの行動を100％確実に予測することができないからです。,0.8277300596237183,0.8105143904685974,0.8190317749977112,0.8549197316169739,0.8049401640892029,0.8291774988174438
615,"運良く,ドライバーは比較的一貫した範囲内で行動する傾向があり,したがって,交通流は一定の合理的な一貫性を持ち,数学的に表現することができます.",幸いなことに、運転手は合理的に一貫性のある範囲内で行動する傾向があり、したがって、交通の流れはある程度の合理的な一貫性を持つ傾向があり、数学的に大まかに表すことができます。,幸いなことに、ドライバーは比較的一貫した範囲内で行動する傾向があります。したがって、交通の流れはある程度の一貫性を持ち、数学的に大まかに表現することができます。,0.8742322325706482,0.8578366041183472,0.8659568428993225,0.9155198335647583,0.9028744697570801,0.909153163433075
616,"交通流をよりよく表現するために, (1) 流量, (2) 密度, (3) 速度との3つの主要な特徴の間の関係が確立されました.",交通流をより適切に表すために、(1) 流れ、(2) 密度、(3) 速度という3つの主要特性の間に関係性が確立されています。,交通の流れをより良く表すために、3つの主要な特性（1）流量、（2）密度、（3）速度の間に関係が確立されています。,0.9286667704582214,0.9191396236419678,0.9238786101341248,0.9077837467193604,0.905451774597168,0.9066162705421448
617,"これらの関係により道路設備の計画,設計,運用ができるようになります.",これらの関係は、道路施設の計画、設計、運営に役立ちます。,これらの関係は、道路施設の計画、設計、運用に役立ちます。,0.8895867466926575,0.8699091672897339,0.8796378970146179,0.8987210988998413,0.8779717683792114,0.8882253170013428
618,"昆虫 は 飛行 する 能力 を 持っ て 飛行 する 能力 が 敵 を 容易に 避け,食物 や 仲間 を 効率よく 見つけ られる よう に 役立ち まし た.",昆虫は空を飛んだ最初の動物でした。空を飛ぶ能力は、敵を回避したり、餌や仲間を効率よく見つけるのに役立ちました。,昆虫は最初に空に飛び立った動物です。彼らの飛ぶ能力は、敵から逃れるのを容易にし、食べ物や仲間を見つけるのをより効率的にしました。,0.8040481209754944,0.8002228736877441,0.8021309971809387,0.7780312299728394,0.7786432504653931,0.7783371806144714
619,昆虫のほとんどは 羽を身につけて折れるという利点があります,ほとんどの昆虫は、体に沿って翅を折り返すことができるようになっています。,ほとんどの昆虫は、翼を体に沿って折りたたむことができるという利点があります。,0.7809104919433594,0.7640007138252258,0.7723630666732788,0.8671920299530029,0.8289052844047546,0.8476164937019348
620,捕食動物から隠れる場所が 広い範囲です,これにより、捕食者から身を隠すための狭い場所の幅が広がります。,これにより、捕食者から隠れるための小さな場所がより広範囲にわたります。,0.819576621055603,0.799432635307312,0.8093793392181396,0.8361350893974304,0.8007899522781372,0.8180809617042542
621,今日 翼を折れない 昆虫は 竜とマウエです,現在、翅を折り返すことができない昆虫はトンボとカゲロウのみです。,今日、翼を折りたたむことができない唯一の昆虫はトンボとカワゲラです。,0.7792927026748657,0.7416256666183472,0.7599927186965942,0.8049388527870178,0.7531824111938477,0.7782010436058044
622,何千年も前に アリスタクスは 太陽系が太陽を回っていると説きました,何千年も前に、アリスタルコスという学者が、太陽系は太陽の周りを移動していると言いました。,何千年も前、アリスタルコスという男が太陽系は太陽の周りを回っていると言いました。,0.8849923610687256,0.8435717821121216,0.8637857437133789,0.8933792114257812,0.8683353066444397,0.8806793093681335
623,"反対に,太陽系が太陽 (そして他の星も含む) を地球を回転させると信じていました.",彼の説を正しいと認める人もいましたが、多くの人はその逆で、太陽系では太陽（とその他の星）が地球の周りを移動していると信じていました。,一部の人々は彼が正しいと思っていましたが、多くの人々は反対のことを信じていました。つまり、太陽系は地球の周りを回っている、太陽（さらには他の星々）を含むということです。,0.8622652888298035,0.8059873580932617,0.8331770300865173,0.8375877141952515,0.7777171730995178,0.8065428733825684
624,地球は動いているとは思えないから,地球が動いていようには感じないので、これは理にかなっているように思えますよね。,これは理にかなっているようです。なぜなら、地球が動いているようには感じないからです。,0.8381660580635071,0.729725182056427,0.7801955342292786,0.819989800453186,0.6931803226470947,0.7512714862823486
625,アマゾン川は地球上で2番目に長いと最大の川です. その川は第二番目に大きな川よりも8倍以上の水を運んでいます.,アマゾン川は、地球上で2番目に長く、最も大きい川です。水量は2番目に大きい川の8倍を上回ります。,アマゾン川は地球上で2番目に長く、最も大きな川です。アマゾン川は、2番目に大きな川の8倍以上の水を運んでいます。,0.8655847907066345,0.8728015422821045,0.8691781759262085,0.930956244468689,0.9217302799224854,0.9263203144073486
626,アマゾン川は 地球上で 最も広い川で 時には6マイルも広い.,アマゾン川は地球上で最も広い川でもあり、川幅が6マイルに及ぶ場所もあります。,アマゾン川は、地球上で最も広い川でもあり、時には幅が6マイルに達することがあります。,0.9146161675453186,0.8620519638061523,0.8875564932823181,0.9230847358703613,0.8723094463348389,0.8969790935516357
627,地球の川から海に流れる水の20%はアマゾンから,地球上の川から海に注ぐ水の20%は、アマゾン川から流れ出ています。,地球の河川から海へ流れ込む水のうち、20パーセントがアマゾン川から来ている。,0.9035984873771667,0.8336982727050781,0.867242157459259,0.8662806749343872,0.8243710398674011,0.844806432723999
628,"アマゾン川 は 6,387 キロ (3.980マイル) 程 の 川 で,数千 条 の 小さい 川 から 水 を 集め て い ます.","アマゾン川の本流は長さ6,387 km（3,980マイル）に及びます。この川は、何千という小さな川から水流を集めています。","アマゾン川本流の長さは6,387キロメートル（3,980マイル）です。これは何千もの小さな川から水を集めています。",0.8366786241531372,0.8183153867721558,0.8273951411247253,0.8452162146568298,0.841683566570282,0.8434461951255798
629,"石でピラミッドの建設は旧王国末まで続いたが,ギザのピラミッドは 建設の規模と技術的優位性において決して超えられませんでした.",石造りピラミッドの建設は旧王国末期まで続きましたが、ギザのピラミッドは、その大きさと建設の技術的な卓越性で他を凌いでいました。,石でのピラミッド建設は旧王国の終わりまで続きましたが、ギザのピラミッドはそのサイズと建設の技術的卓越性において決して超えられることはありませんでした。,0.8838851451873779,0.874685525894165,0.8792612552642822,0.9320485591888428,0.9131833910942078,0.9225195050239563
630,"新王国 古代 エジプト 人 は,その 前の 紀念碑 に 驚か れ まし た.その 紀念碑 は,当時 千 年 以上 の 時代 に 存在 し て い まし た.",新王国の古代エジプト人たちは、当時千年以上前に建てられた前身のモニュメントに驚嘆しました。,新王国時代の古代エジプト人は、千年以上前の先祖のモニュメントに驚嘆しました。,0.7810138463973999,0.8222255706787109,0.8010900020599365,0.7706504464149475,0.8215692043304443,0.7952956557273865
631,バチカン市の人口は800人程度で 世界で最も小さな独立国家であり 人口が最も少ない国です,バチカン市国の人口は約800人です。世界最小の独立国であり、最も人口が少ない国でもあります。,バチカン市国の人口は約800人です。これは世界で最も小さな独立国であり、最も人口の少ない国です。,0.8760859370231628,0.8706638216972351,0.8733664751052856,0.8924503326416016,0.883077085018158,0.8877389430999756
632,ヴァチカン市は法律や公式通信においてイタリア語を用いています,バチカン市国では、法律や公式通信でイタリア語を使用しています。,バチカン市国は、法律や公式のコミュニケーションにおいてイタリア語を使用しています。,0.9118064641952515,0.9017034769058228,0.9067268371582031,0.8881763219833374,0.8331678509712219,0.8597931265830994
633,"イタリア語は,州で働く人の大半が日常的に使っている言語であり,ラテン語は宗教儀式でよく使われています.",バチカン市国で働く人々のほとんどが日常的に使用する言語はイタリア語であり、宗教的な儀式ではラテン語がよく使用されています。,イタリア語は、州で働くほとんどの人々の日常的な言語でもあり、ラテン語は宗教儀式でよく使用されます。,0.8800370097160339,0.8446100950241089,0.8619597554206848,0.9097011089324951,0.9262000918388367,0.9178764224052429
634,バチカン市の市民は全員ローマカトリック教徒です,バチカン市国の市民は全員がローマ・カトリックです。,バチカン市国のすべての市民はローマカトリックです。,0.9025732278823853,0.8886209726333618,0.8955428004264832,0.8780533075332642,0.8802710771560669,0.8791608214378357
635,"人々が古から金,銀,銅などの基本的な化学元素について知っていました これらはすべて自然界で本土的な形で発見され,原始的な道具で採掘することが比較的簡単です.",金、銀、銅などの基本化学元素は、古代から人々に珍重されていたことがわかっており、いずれも自然界で天然の形状で発見でき、原始的な道具で比較的簡単に採掘できます。,古代から人々は金、銀、銅といった基本的な化学元素について知っていました。これらの元素はすべて自然界に原形で存在しており、原始的な道具で比較的簡単に採掘することができます。,0.8557326793670654,0.848788857460022,0.8522466421127319,0.8986969590187073,0.8956804275512695,0.8971862196922302
636,"アリストテレスは,あらゆるものが,地球,水,空気,火といった四つの要素からなる混合物だと説いた.",哲学者のアリストテレスは、万物は4つの要素のうち1つ以上を混合した物で構成されているという理論を唱えました。4つの要素とは、土、水、空気、火です。,アリストテレスという哲学者は、すべてのものが四つの元素のいずれかまたは複数の混合で構成されていると理論しました。それらは地、水、空気、火です。,0.8144165277481079,0.7749103307723999,0.7941724061965942,0.843524158000946,0.7784391045570374,0.8096757531166077
637,"これは物質の4つの状態 (同じ順序で) に似ていた.固体,液体,ガス,プラズマ.",これは固体、液体、気体、プラズマという物質の4態（この順）に近いものですが、彼の理論はそれらが新しい物質に変化してこの世界に見えるものを形成することも説いていました。,これは、物質の四つの状態に似ていました（同じ順序で）：固体、液体、気体、そしてプラズマですが、彼はまた、これらが新しい物質に変化して私たちが見るものを形成するという理論も立てました。,0.8044993877410889,0.7149710059165955,0.7570976614952087,0.8435457944869995,0.7221029996871948,0.778114378452301
638,合金とは基本的に2つ以上の金属の混合物である.周期表には多くの元素があることを忘れないでください.,合金とは、基本的には2種類以上の金属の混合物です。周期表に載っているたくさんの元素を思い出してください。,合金は基本的に2つ以上の金属の混合物です。周期表には多くの元素があることを忘れないでください。,0.8953434228897095,0.8670528531074524,0.8809710741043091,0.965884804725647,0.9575152397155762,0.9616817831993103
639,カルシウムやポタシウムのような元素は金属とみなされています もちろん銀や金などの金属もあります,カルシウムやカリウムなどの元素は金属とされています。もちろん、銀や金などの金属もあります。,カルシウムやカリウムのような元素は金属と見なされます。もちろん、銀や金のような金属もあります。,0.9170446395874023,0.917114794254303,0.917079746723175,0.9131288528442383,0.915232241153717,0.9141793251037598
640,炭素のような金属でない元素が少量含まれている合金もできます,また、炭素などの非金属元素をごくわずかに含むものも合金に分類されます。,非金属元素（例えば炭素）の少量を含む合金も存在します。,0.8180593252182007,0.7705501317977905,0.7935943007469177,0.8500493168830872,0.8115479946136475,0.8303526043891907
641,宇宙のあらゆるものは物質からできています. すべての物質は原子と呼ばれる小さな粒子からできています.,宇宙に存在するあらゆるものは物質でできています。あらゆる物質は原子と呼ばれる微小な粒子でできています。,宇宙のすべては物質でできています。すべての物質は原子と呼ばれる小さな粒子でできています。,0.9320132732391357,0.9168398976325989,0.9243643879890442,0.9317091107368469,0.95051509141922,0.9410181045532227
642,原子はとても小さいので この文末の時期には 収まるかもしれない,原子は想像を絶するほど微小なので、この文の最後のピリオドに何兆個という原子が収まる可能性がありまです。,原子は非常に小さいため、この文の最後の句点の中に数兆個も入ることができます。,0.7694588303565979,0.7363653182983398,0.7525485157966614,0.7773893475532532,0.7591362595558167,0.7681543827056885
643,鉛筆 は 出版 さ れ た 時 に 多く の 人 の 友人 で ある こと です.,このように、世に出てきた当時の鉛筆は多くの人にとって良き友人でした。,そのため、鉛筆は登場したとき、多くの人々にとって良い友達でした。,0.7519781589508057,0.7488739490509033,0.7504228949546814,0.7437605857849121,0.7472935914993286,0.7455229163169861
644,筆記型 紙 は 紙 の 形 に 劣る 価値 を 持っ て い ます.,残念なことに、新たな書法の登場とともに鉛筆の地位や用途は低下していきました。,残念ながら、新しい書き方の方法が出てきたため、鉛筆は低い地位と用途に relegated されています。,0.6929031610488892,0.6762474775314331,0.684473991394043,0.7046555280685425,0.6862321496009827,0.695321798324585
645,コンピュータ画面にメッセージを送るのに 鋭い音の音が近づかないのです,今ではパソコンの画面にメッセージを入力する人が増え、鉛筆削りは必要なくなりました。,人々は今、コンピュータの画面にメッセージを書いており、シャープナーに近づく必要がありません。,0.7589220404624939,0.7380052804946899,0.748317539691925,0.7936429977416992,0.7557348012924194,0.7742251753807068
646,新しいものが登場するとキーボードがどうなるか 疑問に思うだけです,さらに新しいものが登場したら、キーボードはどうなるのだろうかと思ってしまいます。,新しいものが登場すると、キーボードがどのようになるのか想像することしかできません。,0.8189931511878967,0.8194606304168701,0.8192268013954163,0.8229941129684448,0.8112900257110596,0.8171001672744751
647,裂け込み爆弾は 多くの陽子や中子を持つ核を組み立てるのに エネルギーが必要であるという原理に基づいて機能します,核爆弾は、1つの原子核に多くの陽子と中性子を集めるにはエネルギーが必要であるという原理で作用します。,核分裂爆弾は、多くの陽子と中性子を持つ原子核を組み合わせるのにエネルギーが必要であるという原理に基づいています。,0.8456339836120605,0.8698610663414001,0.8575764298439026,0.8921183943748474,0.8946139812469482,0.893364429473877
648,核を分割して エネルギーを放出します 核を分割して エネルギーを放出します,重い荷車を転がして丘を登っていくようなものです。原子核を再び分裂させると、そのエネルギーの一部が放出されます。,重いカートを丘の上に押し上げるようなものです。核を再び分裂させると、そのエネルギーが一部放出されます。,0.7028388381004333,0.6365236639976501,0.6680395007133484,0.700950026512146,0.6279714107513428,0.6624568700790405
649,原子の中には不安定な核があり 原子はほとんど動かないと 崩壊する傾向があります,原子の中には不安定な原子核を持つものがあり、その原子核は、ほとんど何もしなくても分裂してしまう傾向があります。,いくつかの原子は不安定な核を持っており、それは彼らが少しの刺激でも簡単に崩壊する傾向があることを意味します。,0.8747103214263916,0.81001216173172,0.8411189913749695,0.824138343334198,0.7666510343551636,0.7943559885025024
