Word,Frequency 2022-01-01,Frequency 2024-11-01,Growth Rate (%)
training,29.31,30.96,5.63
winning,29.31,30.96,5.63
southeast,29.31,30.96,5.63
player,85.12,89.91,5.63
friend,8.84,9.33,5.54
means,8.84,9.33,5.54
policies,8.84,9.33,5.54
significant,8.84,9.33,5.54
recommended,8.84,9.33,5.54
dance,17.68,18.66,5.54
ray,8.84,9.33,5.54
greek,17.68,18.66,5.54
elementary,8.84,9.33,5.54
metro,8.84,9.33,5.54
winners,17.68,18.66,5.54
concluded,8.84,9.33,5.54
afterwards,8.84,9.33,5.54
graduated,17.68,18.66,5.54
carlo,8.84,9.33,5.54
end,85.59,90.33,5.54
top,67.91,71.67,5.54
instead,23.72,25.02,5.48
van,29.77,31.38,5.41
something,14.89,15.69,5.37
growing,14.89,15.69,5.37
rome,14.89,15.69,5.37
press,35.82,37.74,5.36
issue,20.93,22.05,5.35
up,158.62,167.09,5.34
there,107.92,113.66,5.32
last,80.94,85.24,5.31
noted,26.98,28.41,5.3
then,86.99,91.6,5.3
being,105.13,110.69,5.29
warning,12.09,12.72,5.21
result,42.33,44.53,5.2
rest,18.14,19.08,5.18
first,470.74,494.92,5.14
tell,6.05,6.36,5.12
approach,6.05,6.36,5.12
plants,6.05,6.36,5.12
gene,6.05,6.36,5.12
credits,6.05,6.36,5.12
austria,6.05,6.36,5.12
raise,6.05,6.36,5.12
eagle,6.05,6.36,5.12
departure,6.05,6.36,5.12
jews,6.05,6.36,5.12
additionally,6.05,6.36,5.12
completing,6.05,6.36,5.12
julia,6.05,6.36,5.12
during,209.79,220.53,5.12
can,64.19,67.43,5.05
sydney,15.35,16.12,5.02
castle,15.35,16.12,5.02
senior,36.75,38.59,5.01
appointed,49.31,51.74,4.93
continued,33.96,35.62,4.89
retail,9.3,9.75,4.84
except,9.3,9.75,4.84
immediately,9.3,9.75,4.84
broken,9.3,9.75,4.84
negative,9.3,9.75,4.84
healthcare,9.3,9.75,4.84
cleveland,9.3,9.75,4.84
marked,9.3,9.75,4.84
craig,9.3,9.75,4.84
barcelona,9.3,9.75,4.84
prominent,9.3,9.75,4.84
working,27.91,29.26,4.84
parents,18.61,19.51,4.84
release,40.47,42.41,4.79
not,212.11,222.23,4.77
leadership,21.86,22.9,4.76
academy,34.42,36.05,4.74
political,46.98,49.19,4.7
fashion,12.56,13.15,4.7
secondary,12.56,13.15,4.7
story,53.49,55.98,4.66
medal,28.37,29.69,4.65
deal,15.82,16.54,4.55
spain,15.82,16.54,4.55
iv,15.82,16.54,4.55
lewis,15.82,16.54,4.55
promoted,15.82,16.54,4.55
germany,34.89,36.47,4.53
small,41.4,43.26,4.49
daughter,25.58,26.72,4.46
so,47.91,50.04,4.45
before,102.34,106.87,4.43
taken,28.84,30.11,4.4
side,45.12,47.07,4.32
products,6.51,6.79,4.3
categories,6.51,6.79,4.3
certain,6.51,6.79,4.3
follow,6.51,6.79,4.3
favorite,6.51,6.79,4.3
core,6.51,6.79,4.3
steel,6.51,6.79,4.3
follows,6.51,6.79,4.3
prevention,6.51,6.79,4.3
spend,6.51,6.79,4.3
attached,6.51,6.79,4.3
voting,6.51,6.79,4.3
mainly,6.51,6.79,4.3
drawn,6.51,6.79,4.3
nashville,6.51,6.79,4.3
phd,6.51,6.79,4.3
largely,6.51,6.79,4.3
suffering,6.51,6.79,4.3
celebration,6.51,6.79,4.3
adjacent,6.51,6.79,4.3
chose,6.51,6.79,4.3
imposed,6.51,6.79,4.3
agrees,6.51,6.79,4.3
sustained,6.51,6.79,4.3
origins,6.51,6.79,4.3
papua,6.51,6.79,4.3
hotel,13.02,13.57,4.22
digital,13.02,13.57,4.22
java,13.02,13.57,4.22
jordan,13.02,13.57,4.22
rugby,13.02,13.57,4.22
meters,13.02,13.57,4.22
energy,32.56,33.93,4.21
idea,9.77,10.18,4.2
label,19.54,20.36,4.2
bars,9.77,10.18,4.2
chairman,19.54,20.36,4.2
becomes,9.77,10.18,4.2
jon,9.77,10.18,4.2
visited,9.77,10.18,4.2
graham,9.77,10.18,4.2
marble,9.77,10.18,4.2
controversial,9.77,10.18,4.2
personal,35.82,37.32,4.19
points,52.1,54.28,4.18
tracks,16.28,16.96,4.18
eventually,29.31,30.53,4.16
martin,52.56,54.71,4.09
artist,42.79,44.53,4.07
included,39.54,41.14,4.05
above,26.51,27.57,4.0
sites,3.26,3.39,3.99
welcome,3.26,3.39,3.99
fun,3.26,3.39,3.99
powered,3.26,3.39,3.99
hosting,3.26,3.39,3.99
submit,3.26,3.39,3.99
copy,3.26,3.39,3.99
contents,3.26,3.39,3.99
anything,3.26,3.39,3.99
returns,3.26,3.39,3.99
skin,3.26,3.39,3.99
manual,3.26,3.39,3.99
connect,3.26,3.39,3.99
accept,3.26,3.39,3.99
highly,3.26,3.39,3.99
oral,3.26,3.39,3.99
tours,3.26,3.39,3.99
presentation,3.26,3.39,3.99
talking,3.26,3.39,3.99
element,3.26,3.39,3.99
flower,3.26,3.39,3.99
diego,3.26,3.39,3.99
decisions,3.26,3.39,3.99
sleep,3.26,3.39,3.99
permanent,3.26,3.39,3.99
appeal,3.26,3.39,3.99
psychology,3.26,3.39,3.99
filled,3.26,3.39,3.99
indicated,3.26,3.39,3.99
bound,3.26,3.39,3.99
eating,3.26,3.39,3.99
perspective,3.26,3.39,3.99
nights,3.26,3.39,3.99
nebraska,3.26,3.39,3.99
periods,3.26,3.39,3.99
transition,3.26,3.39,3.99
improvements,3.26,3.39,3.99
threat,3.26,3.39,3.99
recommendation,3.26,3.39,3.99
explained,3.26,3.39,3.99
forever,3.26,3.39,3.99
responsibilities,3.26,3.39,3.99
structural,3.26,3.39,3.99
moves,3.26,3.39,3.99
inquiry,3.26,3.39,3.99
desert,3.26,3.39,3.99
rhode,3.26,3.39,3.99
desired,3.26,3.39,3.99
grown,3.26,3.39,3.99
discrimination,3.26,3.39,3.99
bristol,3.26,3.39,3.99
noticed,3.26,3.39,3.99
habitat,3.26,3.39,3.99
ot,3.26,3.39,3.99
feels,3.26,3.39,3.99
rainbow,3.26,3.39,3.99
decline,3.26,3.39,3.99
commonwealth,3.26,3.39,3.99
carol,3.26,3.39,3.99
remarks,3.26,3.39,3.99
crossing,3.26,3.39,3.99
correspondence,3.26,3.39,3.99
advised,3.26,3.39,3.99
hudson,3.26,3.39,3.99
heather,3.26,3.39,3.99
salvador,3.26,3.39,3.99
exclusively,3.26,3.39,3.99
jamie,3.26,3.39,3.99
diploma,3.26,3.39,3.99
sol,3.26,3.39,3.99
fallen,3.26,3.39,3.99
nu,3.26,3.39,3.99
hungarian,3.26,3.39,3.99
rocket,3.26,3.39,3.99
threatened,3.26,3.39,3.99
accommodate,3.26,3.39,3.99
deutsche,3.26,3.39,3.99
blocked,3.26,3.39,3.99
characterized,3.26,3.39,3.99
ul,3.26,3.39,3.99
lone,3.26,3.39,3.99
began,79.54,82.7,3.97
mexico,23.26,24.17,3.91
dragon,23.26,24.17,3.91
howard,20.0,20.78,3.9
when,177.69,184.48,3.82
come,16.75,17.39,3.82
leave,13.49,14.0,3.78
increased,13.49,14.0,3.78
communities,13.49,14.0,3.78
nomination,13.49,14.0,3.78
notes,30.24,31.38,3.77
county,67.45,69.98,3.75
entertainment,26.98,27.99,3.74
african,26.98,27.99,3.74
get,23.72,24.6,3.71
under,108.38,112.39,3.7
them,78.15,81.0,3.65
uses,10.23,10.6,3.62
initial,10.23,10.6,3.62
mall,10.23,10.6,3.62
competitions,10.23,10.6,3.62
legal,20.47,21.2,3.57
brown,20.47,21.2,3.57
studio,27.44,28.41,3.53
don,27.44,28.41,3.53
power,54.89,56.83,3.53
culture,17.21,17.81,3.49
le,34.42,35.62,3.49
captain,34.42,35.62,3.49
multiple,24.19,25.02,3.43
transport,24.19,25.02,3.43
what,38.14,39.44,3.41
official,38.14,39.44,3.41
singles,76.29,78.88,3.39
shows,13.95,14.42,3.37
units,13.95,14.42,3.37
newspaper,13.95,14.42,3.37
twenty,13.95,14.42,3.37
federation,13.95,14.42,3.37
national,208.86,215.86,3.35
sound,20.93,21.63,3.34
wife,34.89,36.05,3.32
sign,6.98,7.21,3.3
clear,6.98,7.21,3.3
improve,6.98,7.21,3.3
showing,6.98,7.21,3.3
edge,6.98,7.21,3.3
au,6.98,7.21,3.3
origin,6.98,7.21,3.3
cape,6.98,7.21,3.3
arms,6.98,7.21,3.3
adopted,6.98,7.21,3.3
chosen,6.98,7.21,3.3
taught,6.98,7.21,3.3
heights,6.98,7.21,3.3
scenes,6.98,7.21,3.3
recipient,6.98,7.21,3.3
murphy,6.98,7.21,3.3
exceptional,6.98,7.21,3.3
nicholas,6.98,7.21,3.3
competing,6.98,7.21,3.3
scholar,6.98,7.21,3.3
ballet,6.98,7.21,3.3
kyle,6.98,7.21,3.3
sports,31.63,32.66,3.26
late,56.28,58.1,3.23
outside,42.33,43.68,3.19
who,282.35,291.35,3.19
week,53.03,54.71,3.17
parts,17.68,18.24,3.17
practice,17.68,18.24,3.17
feature,17.68,18.24,3.17
holiday,10.7,11.03,3.08
physical,10.7,11.03,3.08
longer,10.7,11.03,3.08
peace,10.7,11.03,3.08
painting,10.7,11.03,3.08
purchased,10.7,11.03,3.08
sean,10.7,11.03,3.08
gathered,10.7,11.03,3.08
percent,21.4,22.05,3.04
she,396.78,408.83,3.04
following,136.29,140.38,3.0
several,64.66,66.58,2.97
term,28.84,29.69,2.95
provide,14.42,14.84,2.91
status,14.42,14.84,2.91
successful,14.42,14.84,2.91
chair,14.42,14.84,2.91
juan,14.42,14.84,2.91
time,216.77,223.07,2.91
great,32.56,33.5,2.89
asked,18.14,18.66,2.87
foreign,36.28,37.32,2.87
homes,18.14,18.66,2.87
direction,18.14,18.66,2.87
supporting,21.86,22.48,2.84
used,65.59,67.43,2.81
named,73.5,75.49,2.71
delivery,3.72,3.82,2.69
documents,3.72,3.82,2.69
everyone,3.72,3.82,2.69
excellent,3.72,3.82,2.69
normal,3.72,3.82,2.69
rent,3.72,3.82,2.69
fixed,3.72,3.82,2.69
benefit,3.72,3.82,2.69
galleries,3.72,3.82,2.69
monitor,3.72,3.82,2.69
perhaps,3.72,3.82,2.69
fit,3.72,3.82,2.69
easily,3.72,3.82,2.69
savings,3.72,3.82,2.69
equity,3.72,3.82,2.69
portfolio,3.72,3.82,2.69
alpha,3.72,3.82,2.69
seeing,3.72,3.82,2.69
chemistry,3.72,3.82,2.69
circumstances,3.72,3.82,2.69
relation,3.72,3.82,2.69
slide,3.72,3.82,2.69
broad,3.72,3.82,2.69
prepare,3.72,3.82,2.69
milk,3.72,3.82,2.69
polls,3.72,3.82,2.69
cutting,3.72,3.82,2.69
loved,3.72,3.82,2.69
saved,3.72,3.82,2.69
lp,3.72,3.82,2.69
franklin,3.72,3.82,2.69
argentina,3.72,3.82,2.69
editions,3.72,3.82,2.69
ethnic,3.72,3.82,2.69
trend,3.72,3.82,2.69
entirely,3.72,3.82,2.69
nearest,3.72,3.82,2.69
complaints,3.72,3.82,2.69
noble,3.72,3.82,2.69
collector,3.72,3.82,2.69
amy,3.72,3.82,2.69
photographer,3.72,3.82,2.69
lanka,3.72,3.82,2.69
artwork,3.72,3.82,2.69
tan,3.72,3.82,2.69
retailers,3.72,3.82,2.69
traveling,3.72,3.82,2.69
locally,3.72,3.82,2.69
glen,3.72,3.82,2.69
anchor,3.72,3.82,2.69
oscar,3.72,3.82,2.69
publicly,3.72,3.82,2.69
henderson,3.72,3.82,2.69
nat,3.72,3.82,2.69
mighty,3.72,3.82,2.69
sandra,3.72,3.82,2.69
carroll,3.72,3.82,2.69
pamela,3.72,3.82,2.69
tunes,3.72,3.82,2.69
annie,3.72,3.82,2.69
mentor,3.72,3.82,2.69
persian,3.72,3.82,2.69
continent,3.72,3.82,2.69
rather,11.16,11.45,2.6
native,11.16,11.45,2.6
reduced,11.16,11.45,2.6
containing,11.16,11.45,2.6
styles,11.16,11.45,2.6
tower,11.16,11.45,2.6
stewart,11.16,11.45,2.6
maritime,11.16,11.45,2.6
many,63.26,64.89,2.58
help,26.05,26.72,2.57
out,171.18,175.58,2.57
known,78.15,80.15,2.56
tax,7.44,7.63,2.55
whether,7.44,7.63,2.55
views,7.44,7.63,2.55
bush,7.44,7.63,2.55
funds,7.44,7.63,2.55
iraq,7.44,7.63,2.55
regarding,7.44,7.63,2.55
poor,7.44,7.63,2.55
manufacturing,7.44,7.63,2.55
hearing,7.44,7.63,2.55
designated,7.44,7.63,2.55
signs,7.44,7.63,2.55
missouri,7.44,7.63,2.55
soccer,7.44,7.63,2.55
formation,7.44,7.63,2.55
governments,7.44,7.63,2.55
oldest,7.44,7.63,2.55
roger,7.44,7.63,2.55
tommy,7.44,7.63,2.55
josh,7.44,7.63,2.55
tier,7.44,7.63,2.55
kills,7.44,7.63,2.55
good,29.77,30.53,2.55
ten,29.77,30.53,2.55
past,14.89,15.27,2.55
peak,14.89,15.27,2.55
also,309.8,317.65,2.53
nation,18.61,19.08,2.53
english,52.56,53.86,2.47
could,41.4,42.41,2.44
justice,26.51,27.14,2.38
site,45.59,46.65,2.33
board,45.59,46.65,2.33
person,45.59,46.65,2.33
next,64.66,66.16,2.32
study,19.07,19.51,2.31
centre,38.14,39.02,2.31
na,19.07,19.51,2.31
coach,106.99,109.42,2.27
ministry,34.42,35.2,2.27
now,61.4,62.77,2.23
life,119.08,121.72,2.22
while,134.43,137.41,2.22
big,30.7,31.38,2.21
lot,15.35,15.69,2.21
calls,15.35,15.69,2.21
pakistan,30.7,31.38,2.21
represented,15.35,15.69,2.21
ross,15.35,15.69,2.21
hourly,26.98,27.57,2.19
book,53.96,55.13,2.17
between,158.62,162.0,2.13
wrote,23.26,23.75,2.11
its,283.28,289.23,2.1
red,42.79,43.68,2.08
one,369.8,377.44,2.07
common,11.63,11.87,2.06
lines,11.63,11.87,2.06
fall,11.63,11.87,2.06
changed,11.63,11.87,2.06
seat,11.63,11.87,2.06
cambridge,11.63,11.87,2.06
guard,11.63,11.87,2.06
told,19.54,19.93,2.0
louis,19.54,19.93,2.0
raised,19.54,19.93,2.0
would,165.13,168.37,1.96
most,106.06,108.14,1.96
on,1439.67,1467.79,1.95
act,23.72,24.17,1.9
recorded,31.63,32.23,1.9
watch,7.91,8.06,1.9
wide,15.82,16.12,1.9
figure,15.82,16.12,1.9
environmental,15.82,16.12,1.9
owner,15.82,16.12,1.9
plant,7.91,8.06,1.9
accepted,7.91,8.06,1.9
setting,7.91,8.06,1.9
freedom,7.91,8.06,1.9
corner,15.82,16.12,1.9
offices,7.91,8.06,1.9
austin,7.91,8.06,1.9
removed,15.82,16.12,1.9
nearby,7.91,8.06,1.9
ref,15.82,16.12,1.9
adam,15.82,16.12,1.9
cemetery,15.82,16.12,1.9
coin,7.91,8.06,1.9
danish,15.82,16.12,1.9
reaching,7.91,8.06,1.9
victor,7.91,8.06,1.9
carlos,7.91,8.06,1.9
backing,7.91,8.06,1.9
australian,59.54,60.65,1.86
including,131.18,133.59,1.84
firm,20.0,20.36,1.8
if,47.91,48.77,1.8
still,27.91,28.41,1.79
into,175.83,178.97,1.79
year,323.75,329.52,1.78
as,1410.37,1435.14,1.76
originally,32.1,32.66,1.74
architecture,12.09,12.3,1.74
snow,12.09,12.3,1.74
alexander,12.09,12.3,1.74
became,116.76,118.75,1.7
stone,24.19,24.6,1.69
j,72.57,73.79,1.68
full,48.38,49.19,1.67
order,44.66,45.38,1.61
joined,44.66,45.38,1.61
base,16.28,16.54,1.6
a,3617.09,3673.93,1.57
like,53.03,53.86,1.57
event,106.06,107.72,1.57
game,135.36,137.41,1.51
too,20.47,20.78,1.51
standard,20.47,20.78,1.51
andrew,24.65,25.02,1.5
former,106.99,108.57,1.48
took,57.68,58.53,1.47
at,1124.3,1140.81,1.47
language,28.84,29.26,1.46
than,99.08,100.51,1.44
equipment,8.37,8.48,1.31
yellow,8.37,8.48,1.31
offered,8.37,8.48,1.31
electric,8.37,8.48,1.31
wind,8.37,8.48,1.31
joint,8.37,8.48,1.31
tried,8.37,8.48,1.31
ends,8.37,8.48,1.31
leads,8.37,8.48,1.31
reviewed,8.37,8.48,1.31
greatest,8.37,8.48,1.31
jennifer,8.37,8.48,1.31
ken,8.37,8.48,1.31
involvement,8.37,8.48,1.31
warren,8.37,8.48,1.31
literary,8.37,8.48,1.31
illness,8.37,8.48,1.31
coalition,8.37,8.48,1.31
representing,8.37,8.48,1.31
take,41.86,42.41,1.31
moved,46.05,46.65,1.3
low,20.93,21.2,1.29
floor,20.93,21.2,1.29
room,12.56,12.72,1.27
traffic,12.56,12.72,1.27
driving,12.56,12.72,1.27
quarter,12.56,12.72,1.27
draft,12.56,12.72,1.27
performing,12.56,12.72,1.27
change,16.75,16.96,1.25
strong,16.75,16.96,1.25
extended,16.75,16.96,1.25
owned,16.75,16.96,1.25
remaining,16.75,16.96,1.25
nominated,16.75,16.96,1.25
found,71.63,72.52,1.24
that,762.86,772.28,1.23
s,1316.87,1332.93,1.22
local,105.59,106.87,1.21
method,4.19,4.24,1.19
custom,4.19,4.24,1.19
tool,4.19,4.24,1.19
trying,4.19,4.24,1.19
remote,4.19,4.24,1.19
external,4.19,4.24,1.19
diet,4.19,4.24,1.19
reduce,4.19,4.24,1.19
pick,4.19,4.24,1.19
recipes,4.19,4.24,1.19
counter,4.19,4.24,1.19
offering,4.19,4.24,1.19
criminal,4.19,4.24,1.19
ne,4.19,4.24,1.19
frequently,4.19,4.24,1.19
revenue,4.19,4.24,1.19
speak,4.19,4.24,1.19
zero,4.19,4.24,1.19
springs,4.19,4.24,1.19
ladies,4.19,4.24,1.19
circuit,4.19,4.24,1.19
ss,4.19,4.24,1.19
ap,4.19,4.24,1.19
expand,4.19,4.24,1.19
deliver,4.19,4.24,1.19
wonder,4.19,4.24,1.19
sessions,4.19,4.24,1.19
birds,4.19,4.24,1.19
diversity,4.19,4.24,1.19
para,4.19,4.24,1.19
dangerous,4.19,4.24,1.19
smoke,4.19,4.24,1.19
investing,4.19,4.24,1.19
carrying,4.19,4.24,1.19
worker,4.19,4.24,1.19
yard,4.19,4.24,1.19
associations,4.19,4.24,1.19
invited,4.19,4.24,1.19
pioneer,4.19,4.24,1.19
hungary,4.19,4.24,1.19
hunt,4.19,4.24,1.19
dawn,4.19,4.24,1.19
terror,4.19,4.24,1.19
arrangement,4.19,4.24,1.19
restore,4.19,4.24,1.19
constitutional,4.19,4.24,1.19
affiliated,4.19,4.24,1.19
bomb,4.19,4.24,1.19
apparent,4.19,4.24,1.19
mason,4.19,4.24,1.19
mario,4.19,4.24,1.19
assisted,4.19,4.24,1.19
campaigns,4.19,4.24,1.19
trinidad,4.19,4.24,1.19
xi,4.19,4.24,1.19
floyd,4.19,4.24,1.19
une,4.19,4.24,1.19
subsidiary,4.19,4.24,1.19
porter,4.19,4.24,1.19
diane,4.19,4.24,1.19
bailey,4.19,4.24,1.19
jesse,4.19,4.24,1.19
eva,4.19,4.24,1.19
pushed,4.19,4.24,1.19
daughters,4.19,4.24,1.19
deadly,4.19,4.24,1.19
tamil,4.19,4.24,1.19
thereafter,4.19,4.24,1.19
istanbul,4.19,4.24,1.19
convicted,4.19,4.24,1.19
from,847.52,857.52,1.18
video,38.14,38.59,1.18
hong,29.77,30.11,1.14
father,46.98,47.5,1.11
had,312.12,315.53,1.09
some,106.99,108.14,1.07
places,21.4,21.63,1.07
made,115.83,117.05,1.05
description,17.21,17.39,1.05
point,34.42,34.78,1.05
double,17.21,17.39,1.05
ward,17.21,17.39,1.05
region,64.66,65.31,1.01
property,13.02,13.15,1.0
ad,13.02,13.15,1.0
virginia,13.02,13.15,1.0
earth,13.02,13.15,1.0
cast,43.26,43.68,0.97
without,39.07,39.44,0.95
master,26.05,26.29,0.92
assistant,26.05,26.29,0.92
alliance,34.89,35.2,0.89
weeks,43.73,44.11,0.87
policy,30.7,30.96,0.85
squad,57.21,57.68,0.82
opening,26.51,26.72,0.79
leaving,26.51,26.72,0.79
software,8.84,8.91,0.79
hits,8.84,8.91,0.79
optional,8.84,8.91,0.79
institutions,8.84,8.91,0.79
swimming,8.84,8.91,0.79
consultant,8.84,8.91,0.79
pen,8.84,8.91,0.79
routes,8.84,8.91,0.79
joan,8.84,8.91,0.79
later,154.9,156.07,0.76
development,93.03,93.72,0.74
active,17.68,17.81,0.74
entire,17.68,17.81,0.74
met,17.68,17.81,0.74
miss,17.68,17.81,0.74
jones,17.68,17.81,0.74
harry,17.68,17.81,0.74
port,22.33,22.48,0.67
leaders,22.33,22.48,0.67
future,35.82,36.05,0.64
korea,35.82,36.05,0.64
jean,35.82,36.05,0.64
was,1926.7,1938.54,0.61
family,89.78,90.33,0.61
allow,13.49,13.57,0.59
critics,13.49,13.57,0.59
municipality,13.49,13.57,0.59
north,117.22,117.9,0.58
seen,18.14,18.24,0.55
passed,18.14,18.24,0.55
chan,18.14,18.24,0.55
october,259.09,260.39,0.5
vocals,27.44,27.57,0.47
park,68.38,68.7,0.47
street,73.03,73.37,0.47
learning,4.65,4.67,0.43
kids,4.65,4.67,0.43
clothing,4.65,4.67,0.43
mon,4.65,4.67,0.43
partners,4.65,4.67,0.43
virtual,4.65,4.67,0.43
fan,4.65,4.67,0.43
motor,4.65,4.67,0.43
creating,4.65,4.67,0.43
eat,4.65,4.67,0.43
slow,4.65,4.67,0.43
fruit,4.65,4.67,0.43
orleans,4.65,4.67,0.43
drawing,4.65,4.67,0.43
romance,4.65,4.67,0.43
asking,4.65,4.67,0.43
nasa,4.65,4.67,0.43
editing,4.65,4.67,0.43
innovation,4.65,4.67,0.43
parallel,4.65,4.67,0.43
abc,4.65,4.67,0.43
mining,4.65,4.67,0.43
possibility,4.65,4.67,0.43
immigration,4.65,4.67,0.43
venture,4.65,4.67,0.43
flood,4.65,4.67,0.43
rick,4.65,4.67,0.43
childhood,4.65,4.67,0.43
chi,4.65,4.67,0.43
automobile,4.65,4.67,0.43
nigeria,4.65,4.67,0.43
faced,4.65,4.67,0.43
delays,4.65,4.67,0.43
treaty,4.65,4.67,0.43
vocal,4.65,4.67,0.43
speaks,4.65,4.67,0.43
snake,4.65,4.67,0.43
defend,4.65,4.67,0.43
penny,4.65,4.67,0.43
betty,4.65,4.67,0.43
lucas,4.65,4.67,0.43
holly,4.65,4.67,0.43
conspiracy,4.65,4.67,0.43
dana,4.65,4.67,0.43
louise,4.65,4.67,0.43
hitting,4.65,4.67,0.43
striking,4.65,4.67,0.43
part,124.2,124.68,0.39
days,55.35,55.56,0.38
our,13.95,14.0,0.36
register,13.95,14.0,0.36
things,13.95,14.0,0.36
bachelor,13.95,14.0,0.36
evans,13.95,14.0,0.36
pierre,13.95,14.0,0.36
share,9.3,9.33,0.32
publisher,9.3,9.33,0.32
vol,9.3,9.33,0.32
alone,9.3,9.33,0.32
shops,9.3,9.33,0.32
birthday,9.3,9.33,0.32
aim,9.3,9.33,0.32
shape,9.3,9.33,0.32
hop,9.3,9.33,0.32
funded,9.3,9.33,0.32
guns,9.3,9.33,0.32
twelve,9.3,9.33,0.32
formerly,9.3,9.33,0.32
colin,9.3,9.33,0.32
seventh,9.3,9.33,0.32
kay,9.3,9.33,0.32
saints,9.3,9.33,0.32
ka,9.3,9.33,0.32
the,11275.51,11310.6,0.31
q,32.56,32.66,0.31
married,32.56,32.66,0.31
biography,32.56,32.66,0.31
politics,23.26,23.33,0.3
decided,23.26,23.33,0.3
established,37.21,37.32,0.3
form,27.91,27.99,0.29
today,18.61,18.66,0.27
v,18.61,18.66,0.27
variety,18.61,18.66,0.27
around,84.19,84.39,0.24
all,192.11,192.54,0.22
should,23.72,23.75,0.13
armed,23.72,23.75,0.13
place,99.54,99.66,0.12
work,85.59,85.67,0.09
valley,19.07,19.08,0.05
defense,19.07,19.08,0.05
face,33.49,33.5,0.03
plans,28.84,28.84,0.0
votes,14.42,14.42,0.0
agricultural,14.42,14.42,0.0
serves,14.42,14.42,0.0
albert,14.42,14.42,0.0
home,115.36,115.35,-0.01
early,159.09,159.04,-0.03
us,53.03,53.01,-0.04
two,363.29,363.02,-0.07
much,24.19,24.17,-0.08
matches,53.49,53.44,-0.09
your,19.54,19.51,-0.15
visit,19.54,19.51,-0.15
area,73.5,73.37,-0.18
line,53.96,53.86,-0.19
and,4733.02,4723.56,-0.2
followed,24.65,24.6,-0.2
months,34.42,34.35,-0.2
registered,9.77,9.75,-0.2
channel,9.77,9.75,-0.2
min,9.77,9.75,-0.2
intended,9.77,9.75,-0.2
convention,9.77,9.75,-0.2
marshall,9.77,9.75,-0.2
wing,9.77,9.75,-0.2
voted,9.77,9.75,-0.2
attending,9.77,9.75,-0.2
announced,133.04,132.74,-0.23
city,193.04,192.54,-0.26
lead,44.66,44.53,-0.29
child,34.89,34.78,-0.32
although,34.89,34.78,-0.32
august,244.67,243.85,-0.34
solo,14.89,14.84,-0.34
ground,20.0,19.93,-0.35
records,45.12,44.95,-0.38
in,4811.63,4792.69,-0.39
special,40.47,40.29,-0.44
german,55.82,55.56,-0.47
done,10.23,10.18,-0.49
beauty,10.23,10.18,-0.49
tree,10.23,10.18,-0.49
itself,10.23,10.18,-0.49
domestic,10.23,10.18,-0.49
designs,10.23,10.18,-0.49
creation,10.23,10.18,-0.49
hosted,10.23,10.18,-0.49
berlin,10.23,10.18,-0.49
gordon,10.23,10.18,-0.49
districts,10.23,10.18,-0.49
florence,10.23,10.18,-0.49
monte,10.23,10.18,-0.49
features,15.35,15.27,-0.52
it,613.08,609.85,-0.53
location,20.47,20.36,-0.54
hand,20.47,20.36,-0.54
representative,20.47,20.36,-0.54
month,40.93,40.71,-0.54
three,240.49,239.19,-0.54
car,46.05,45.8,-0.54
five,97.22,96.69,-0.55
bar,30.7,30.53,-0.55
mail,5.12,5.09,-0.59
offers,5.12,5.09,-0.59
word,5.12,5.09,-0.59
furniture,5.12,5.09,-0.59
releases,5.12,5.09,-0.59
develop,5.12,5.09,-0.59
membership,5.12,5.09,-0.59
agree,5.12,5.09,-0.59
colorado,5.12,5.09,-0.59
accounts,5.12,5.09,-0.59
merchant,5.12,5.09,-0.59
protect,5.12,5.09,-0.59
ontario,5.12,5.09,-0.59
bc,5.12,5.09,-0.59
aspects,5.12,5.09,-0.59
hole,5.12,5.09,-0.59
learned,5.12,5.09,-0.59
indicates,5.12,5.09,-0.59
primarily,5.12,5.09,-0.59
meat,5.12,5.09,-0.59
columns,5.12,5.09,-0.59
honor,5.12,5.09,-0.59
motorcycle,5.12,5.09,-0.59
faces,5.12,5.09,-0.59
iraqi,5.12,5.09,-0.59
trained,5.12,5.09,-0.59
sm,5.12,5.09,-0.59
dialogue,5.12,5.09,-0.59
separated,5.12,5.09,-0.59
advocacy,5.12,5.09,-0.59
calgary,5.12,5.09,-0.59
males,5.12,5.09,-0.59
inspiration,5.12,5.09,-0.59
operates,5.12,5.09,-0.59
buried,5.12,5.09,-0.59
hans,5.12,5.09,-0.59
eleven,5.12,5.09,-0.59
wendy,5.12,5.09,-0.59
educated,5.12,5.09,-0.59
regional,56.75,56.4,-0.62
held,103.27,102.63,-0.62
music,176.3,175.15,-0.65
central,52.1,51.74,-0.69
ep,26.05,25.87,-0.69
name,78.15,77.61,-0.69
canada,46.98,46.65,-0.7
those,41.86,41.56,-0.72
process,20.93,20.78,-0.72
similar,20.93,20.78,-0.72
high,99.54,98.81,-0.73
for,1808.55,1795.19,-0.74
least,57.68,57.25,-0.75
peter,52.56,52.16,-0.76
indonesia,52.56,52.16,-0.76
worked,47.45,47.07,-0.8
four,142.8,141.65,-0.81
same,68.84,68.28,-0.81
march,286.07,283.72,-0.82
windows,15.82,15.69,-0.82
table,15.82,15.69,-0.82
window,15.82,15.69,-0.82
en,15.82,15.69,-0.82
brought,15.82,15.69,-0.82
interior,15.82,15.69,-0.82
