Word,Frequency 2020,Frequency 2024,Growth Rate (%)
sold,107.0,121.65,13.69
commission,72.0,81.85,13.68
secondary,37.0,42.05,13.65
stating,37.0,42.05,13.65
moral,78.0,88.61,13.6
swiss,39.0,44.3,13.59
pictures,80.0,90.86,13.57
turned,41.0,46.56,13.56
clark,41.0,46.56,13.56
models,928.0,1053.52,13.53
accurate,92.0,104.38,13.46
martin,98.0,111.13,13.4
band,102.0,115.64,13.37
game,1317.0,1492.8,13.35
training,594.0,672.81,13.27
z,244.0,276.33,13.25
deep,711.0,804.97,13.22
sequences,67.0,75.84,13.19
christian,69.0,78.09,13.17
display,560.0,633.76,13.17
validation,71.0,80.35,13.17
update,235.0,265.82,13.11
self,490.0,554.17,13.1
matthew,83.0,93.86,13.08
event,331.0,373.95,12.98
april,1468.0,1658.0,12.94
rent,4.0,4.51,12.75
cooking,4.0,4.51,12.75
specialty,4.0,4.51,12.75
salary,4.0,4.51,12.75
bathroom,4.0,4.51,12.75
sw,4.0,4.51,12.75
permitted,4.0,4.51,12.75
expense,4.0,4.51,12.75
dad,4.0,4.51,12.75
thai,4.0,4.51,12.75
jurisdiction,4.0,4.51,12.75
camps,4.0,4.51,12.75
disposal,4.0,4.51,12.75
photographer,4.0,4.51,12.75
katrina,4.0,4.51,12.75
jury,4.0,4.51,12.75
starter,4.0,4.51,12.75
pepper,4.0,4.51,12.75
tears,4.0,4.51,12.75
solomon,4.0,4.51,12.75
packing,4.0,4.51,12.75
graduates,4.0,4.51,12.75
intake,4.0,4.51,12.75
mf,4.0,4.51,12.75
grab,4.0,4.51,12.75
rocket,4.0,4.51,12.75
tubes,4.0,4.51,12.75
oc,4.0,4.51,12.75
specifics,4.0,4.51,12.75
alias,4.0,4.51,12.75
marilyn,4.0,4.51,12.75
deserve,4.0,4.51,12.75
lean,4.0,4.51,12.75
strand,4.0,4.51,12.75
atmospheric,4.0,4.51,12.75
scout,4.0,4.51,12.75
duplicate,4.0,4.51,12.75
salaries,4.0,4.51,12.75
cleared,4.0,4.51,12.75
weed,4.0,4.51,12.75
eleven,4.0,4.51,12.75
wendy,4.0,4.51,12.75
gossip,4.0,4.51,12.75
aberdeen,4.0,4.51,12.75
cop,4.0,4.51,12.75
surge,4.0,4.51,12.75
shades,4.0,4.51,12.75
touched,4.0,4.51,12.75
ricky,4.0,4.51,12.75
reply,12.0,13.52,12.67
mailing,6.0,6.76,12.67
evening,12.0,13.52,12.67
laptops,6.0,6.76,12.67
attend,6.0,6.76,12.67
portugal,12.0,13.52,12.67
mad,6.0,6.76,12.67
lift,6.0,6.76,12.67
nova,6.0,6.76,12.67
sad,6.0,6.76,12.67
guns,6.0,6.76,12.67
holes,6.0,6.76,12.67
customs,6.0,6.76,12.67
shelf,12.0,13.52,12.67
climbing,6.0,6.76,12.67
struggle,12.0,13.52,12.67
crossing,12.0,13.52,12.67
breath,6.0,6.76,12.67
sandy,6.0,6.76,12.67
divine,6.0,6.76,12.67
vii,6.0,6.76,12.67
compounds,6.0,6.76,12.67
struck,6.0,6.76,12.67
rip,6.0,6.76,12.67
collar,6.0,6.76,12.67
tournaments,6.0,6.76,12.67
barely,6.0,6.76,12.67
ka,12.0,13.52,12.67
nottingham,6.0,6.76,12.67
sake,6.0,6.76,12.67
revisions,6.0,6.76,12.67
briefs,12.0,13.52,12.67
signatures,12.0,13.52,12.67
dip,6.0,6.76,12.67
engaging,12.0,13.52,12.67
forbidden,6.0,6.76,12.67
seas,6.0,6.76,12.67
aluminium,12.0,13.52,12.67
poison,6.0,6.76,12.67
notice,26.0,29.29,12.65
apart,26.0,29.29,12.65
kate,26.0,29.29,12.65
bernard,26.0,29.29,12.65
lyrics,20.0,22.53,12.65
beautiful,20.0,22.53,12.65
recovery,20.0,22.53,12.65
revision,20.0,22.53,12.65
differ,20.0,22.53,12.65
overcome,20.0,22.53,12.65
ui,20.0,22.53,12.65
outline,34.0,38.3,12.65
older,42.0,47.31,12.64
infinite,42.0,47.31,12.64
instrumental,42.0,47.31,12.64
sec,28.0,31.54,12.64
thoughts,14.0,15.77,12.64
motorola,14.0,15.77,12.64
concrete,28.0,31.54,12.64
yield,14.0,15.77,12.64
feeding,14.0,15.77,12.64
photograph,14.0,15.77,12.64
vb,14.0,15.77,12.64
attract,14.0,15.77,12.64
consecutive,14.0,15.77,12.64
indexes,14.0,15.77,12.64
planes,14.0,15.77,12.64
disciplines,14.0,15.77,12.64
russian,72.0,81.1,12.64
slightly,36.0,40.55,12.64
emily,36.0,40.55,12.64
insights,94.0,105.88,12.64
practices,58.0,65.33,12.64
appeared,58.0,65.33,12.64
forum,88.0,99.12,12.64
usd,22.0,24.78,12.64
pt,22.0,24.78,12.64
expectations,22.0,24.78,12.64
screens,22.0,24.78,12.64
eclipse,66.0,74.34,12.64
round,104.0,117.14,12.63
attacks,104.0,117.14,12.63
institution,30.0,33.79,12.63
diseases,38.0,42.8,12.63
ministry,46.0,51.81,12.63
opens,46.0,51.81,12.63
producing,46.0,51.81,12.63
came,62.0,69.83,12.63
advisor,24.0,27.03,12.63
reliability,24.0,27.03,12.63
stopped,24.0,27.03,12.63
crucial,24.0,27.03,12.63
syndicate,24.0,27.03,12.63
ws,24.0,27.03,12.63
warned,24.0,27.03,12.63
visit,16.0,18.02,12.62
tel,8.0,9.01,12.62
skip,16.0,18.02,12.62
mo,8.0,9.01,12.62
iron,8.0,9.01,12.62
outlook,8.0,9.01,12.62
kg,16.0,18.02,12.62
resident,8.0,9.01,12.62
bills,8.0,9.01,12.62
lay,8.0,9.01,12.62
linda,8.0,9.01,12.62
enemy,16.0,18.02,12.62
cp,8.0,9.01,12.62
amp,32.0,36.04,12.62
loves,8.0,9.01,12.62
tops,32.0,36.04,12.62
bp,8.0,9.01,12.62
packed,8.0,9.01,12.62
brazilian,8.0,9.01,12.62
brick,8.0,9.01,12.62
legends,8.0,9.01,12.62
ou,8.0,9.01,12.62
proceeding,8.0,9.01,12.62
remarkable,8.0,9.01,12.62
sudden,8.0,9.01,12.62
reject,8.0,9.01,12.62
corrected,8.0,9.01,12.62
accomplish,16.0,18.02,12.62
sacrifice,16.0,18.02,12.62
refresh,8.0,9.01,12.62
check,40.0,45.05,12.62
scotland,18.0,20.27,12.61
correction,18.0,20.27,12.61
celebrities,18.0,20.27,12.61
reflections,18.0,20.27,12.61
savings,10.0,11.26,12.6
kits,10.0,11.26,12.6
symptoms,10.0,11.26,12.6
drawings,10.0,11.26,12.6
probe,10.0,11.26,12.6
disable,10.0,11.26,12.6
sculpture,10.0,11.26,12.6
marking,10.0,11.26,12.6
promotes,10.0,11.26,12.6
iraq,2.0,2.25,12.5
alaska,2.0,2.25,12.5
favorites,2.0,2.25,12.5
cape,2.0,2.25,12.5
tea,2.0,2.25,12.5
webmaster,2.0,2.25,12.5
zum,2.0,2.25,12.5
jewish,2.0,2.25,12.5
colleges,2.0,2.25,12.5
latina,2.0,2.25,12.5
busy,2.0,2.25,12.5
coins,2.0,2.25,12.5
butt,2.0,2.25,12.5
receipt,2.0,2.25,12.5
acres,2.0,2.25,12.5
config,2.0,2.25,12.5
tabs,2.0,2.25,12.5
supplements,2.0,2.25,12.5
worship,2.0,2.25,12.5
holders,2.0,2.25,12.5
winds,2.0,2.25,12.5
carpet,2.0,2.25,12.5
quiz,2.0,2.25,12.5
muslim,2.0,2.25,12.5
hazardous,2.0,2.25,12.5
slideshow,2.0,2.25,12.5
wrestling,2.0,2.25,12.5
croatia,2.0,2.25,12.5
seasonal,2.0,2.25,12.5
liverpool,2.0,2.25,12.5
skirt,2.0,2.25,12.5
cams,2.0,2.25,12.5
teeth,2.0,2.25,12.5
dale,2.0,2.25,12.5
harvest,2.0,2.25,12.5
desperate,2.0,2.25,12.5
motel,2.0,2.25,12.5
pads,2.0,2.25,12.5
scroll,2.0,2.25,12.5
surely,2.0,2.25,12.5
cow,2.0,2.25,12.5
ppc,2.0,2.25,12.5
assure,2.0,2.25,12.5
exempt,2.0,2.25,12.5
projectors,2.0,2.25,12.5
beans,2.0,2.25,12.5
arctic,2.0,2.25,12.5
welsh,2.0,2.25,12.5
penny,2.0,2.25,12.5
jungle,2.0,2.25,12.5
pharmaceuticals,2.0,2.25,12.5
donor,2.0,2.25,12.5
aurora,2.0,2.25,12.5
rope,2.0,2.25,12.5
vocals,2.0,2.25,12.5
marion,2.0,2.25,12.5
subdivision,2.0,2.25,12.5
flesh,2.0,2.25,12.5
gratuit,2.0,2.25,12.5
edmonton,2.0,2.25,12.5
drain,2.0,2.25,12.5
wm,2.0,2.25,12.5
ppm,2.0,2.25,12.5
tremendous,2.0,2.25,12.5
aquatic,2.0,2.25,12.5
gig,2.0,2.25,12.5
assured,2.0,2.25,12.5
councils,2.0,2.25,12.5
qualifying,2.0,2.25,12.5
brochures,2.0,2.25,12.5
reprint,2.0,2.25,12.5
flyer,2.0,2.25,12.5
gg,2.0,2.25,12.5
heated,2.0,2.25,12.5
skating,2.0,2.25,12.5
counted,2.0,2.25,12.5
tragedy,2.0,2.25,12.5
tribunal,2.0,2.25,12.5
charming,2.0,2.25,12.5
bless,2.0,2.25,12.5
revelation,2.0,2.25,12.5
heater,2.0,2.25,12.5
modems,2.0,2.25,12.5
enclosure,2.0,2.25,12.5
knock,2.0,2.25,12.5
receptors,2.0,2.25,12.5
legendary,2.0,2.25,12.5
bool,2.0,2.25,12.5
beautifully,2.0,2.25,12.5
burst,2.0,2.25,12.5
convicted,2.0,2.25,12.5
crude,2.0,2.25,12.5
varieties,2.0,2.25,12.5
videos,231.0,259.81,12.47
class,750.0,843.26,12.43
arts,133.0,149.43,12.35
week,131.0,147.18,12.35
challenge,238.0,267.32,12.32
smith,101.0,113.39,12.27
pre,192.0,215.51,12.24
stop,91.0,102.12,12.22
removed,79.0,88.61,12.16
art,847.0,949.89,12.15
com,12471.0,13978.82,12.09
winning,69.0,77.34,12.09
ban,65.0,72.84,12.06
book,1334.0,1494.3,12.02
mu,122.0,136.66,12.02
consumers,59.0,66.08,12.0
men,55.0,61.57,11.95
october,1698.0,1900.54,11.93
actors,53.0,59.32,11.92
stack,53.0,59.32,11.92
robust,106.0,118.64,11.92
too,157.0,175.71,11.92
pieces,51.0,57.07,11.9
controversy,49.0,54.82,11.88
russia,47.0,52.56,11.83
place,270.0,301.86,11.8
evaluating,45.0,50.31,11.8
back,309.0,345.42,11.79
alexander,86.0,96.12,11.77
incorporated,43.0,48.06,11.77
brought,41.0,45.81,11.73
js,41.0,45.81,11.73
antonio,39.0,43.55,11.67
mini,37.0,41.3,11.62
inner,37.0,41.3,11.62
ted,37.0,41.3,11.62
followed,72.0,80.35,11.6
gb,142.0,158.44,11.58
balance,35.0,39.05,11.57
jun,66.0,73.59,11.5
draft,33.0,36.79,11.48
average,155.0,172.71,11.43
monitoring,155.0,172.71,11.43
try,62.0,69.08,11.42
regulatory,31.0,34.54,11.42
text,1073.0,1194.69,11.34
humanity,114.0,126.9,11.32
replace,56.0,62.33,11.3
cluster,112.0,124.65,11.29
return,137.0,152.43,11.26
crew,27.0,30.04,11.26
rachel,27.0,30.04,11.26
oasis,27.0,30.04,11.26
enters,27.0,30.04,11.26
blog,661.0,735.13,11.21
recording,52.0,57.82,11.19
displays,50.0,55.57,11.14
serves,50.0,55.57,11.14
hash,50.0,55.57,11.14
harry,25.0,27.78,11.12
charts,25.0,27.78,11.12
accessibility,25.0,27.78,11.12
parker,25.0,27.78,11.12
nn,25.0,27.78,11.12
placed,48.0,53.31,11.06
prince,48.0,53.31,11.06
lecture,167.0,185.47,11.06
during,437.0,485.08,11.0
county,23.0,25.53,11.0
nm,23.0,25.53,11.0
acts,23.0,25.53,11.0
initiatives,23.0,25.53,11.0
genres,23.0,25.53,11.0
za,23.0,25.53,11.0
runtime,46.0,51.06,11.0
pricing,21.0,23.28,10.86
spread,42.0,46.56,10.86
properly,21.0,23.28,10.86
equipped,42.0,46.56,10.86
dawn,21.0,23.28,10.86
steam,21.0,23.28,10.86
resistant,21.0,23.28,10.86
perceived,42.0,46.56,10.86
david,372.0,412.25,10.82
tool,248.0,274.83,10.82
production,341.0,377.7,10.76
raises,116.0,128.4,10.69
catch,19.0,21.03,10.68
converted,19.0,21.03,10.68
portrait,19.0,21.03,10.68
incorrect,19.0,21.03,10.68
abstracts,19.0,21.03,10.68
close,114.0,126.15,10.66
discrimination,38.0,42.05,10.66
argue,38.0,42.05,10.66
cite,12584.0,13918.75,10.61
pierre,36.0,39.8,10.56
publication,159.0,175.71,10.51
mental,53.0,58.57,10.51
journalism,53.0,58.57,10.51
against,378.0,417.5,10.45
porn,68.0,75.09,10.43
keep,85.0,93.86,10.42
jeff,85.0,93.86,10.42
explanation,85.0,93.86,10.42
rd,17.0,18.77,10.41
exceed,17.0,18.77,10.41
populations,17.0,18.77,10.41
consistently,17.0,18.77,10.41
fu,17.0,18.77,10.41
pushing,17.0,18.77,10.41
kevin,83.0,91.61,10.37
ethics,196.0,216.26,10.34
pain,32.0,35.29,10.28
jr,32.0,35.29,10.28
doll,32.0,35.29,10.28
alex,143.0,157.69,10.27
accurately,47.0,51.81,10.23
hosts,62.0,68.33,10.21
modern,167.0,183.97,10.16
article,1022.0,1125.6,10.14
recorded,45.0,49.56,10.13
surrounding,30.0,33.04,10.13
worse,15.0,16.52,10.13
adjacent,15.0,16.52,10.13
rec,15.0,16.52,10.13
fitted,15.0,16.52,10.13
briefly,15.0,16.52,10.13
translations,30.0,33.04,10.13
enemies,15.0,16.52,10.13
maximize,30.0,33.04,10.13
title,13367.0,14721.47,10.13
detection,354.0,389.72,10.09
scientist,131.0,144.17,10.05
years,389.0,428.02,10.03
perspectives,43.0,47.31,10.02
still,284.0,312.38,9.99
career,28.0,30.79,9.96
alert,28.0,30.79,9.96
regardless,28.0,30.79,9.96
decades,28.0,30.79,9.96
prevent,84.0,92.36,9.95
replaced,56.0,61.57,9.95
member,125.0,137.42,9.94
privacy,291.0,319.88,9.92
had,623.0,684.82,9.92
participants,69.0,75.84,9.91
shared,110.0,120.9,9.91
gary,41.0,45.05,9.88
majority,54.0,59.32,9.85
benjamin,54.0,59.32,9.85
red,160.0,175.71,9.82
nc,13.0,14.27,9.77
hop,13.0,14.27,9.77
temporary,13.0,14.27,9.77
premises,13.0,14.27,9.77
das,13.0,14.27,9.77
holmes,13.0,14.27,9.77
owners,39.0,42.8,9.74
smooth,26.0,28.53,9.73
december,1498.0,1642.23,9.63
mass,87.0,95.36,9.61
significant,124.0,135.91,9.6
ph,74.0,81.1,9.59
gregory,37.0,40.55,9.59
james,279.0,305.62,9.54
review,899.0,984.43,9.5
cap,24.0,26.28,9.5
lectures,24.0,26.28,9.5
segments,24.0,26.28,9.5
shows,262.0,286.85,9.48
defense,107.0,117.14,9.48
wild,35.0,38.3,9.43
extends,35.0,38.3,9.43
releases,208.0,227.52,9.38
isbn,1047.0,1145.13,9.37
cited,46.0,50.31,9.37
soundtrack,46.0,50.31,9.37
break,57.0,62.33,9.35
ahead,57.0,62.33,9.35
switch,79.0,86.35,9.3
saw,44.0,48.06,9.23
tried,22.0,24.03,9.23
objectives,44.0,48.06,9.23
si,22.0,24.03,9.23
captain,22.0,24.03,9.23
exposed,22.0,24.03,9.23
genes,22.0,24.03,9.23
recover,22.0,24.03,9.23
avoiding,22.0,24.03,9.23
kingdom,99.0,108.13,9.22
creator,77.0,84.1,9.22
citations,77.0,84.1,9.22
expand,55.0,60.07,9.22
targets,55.0,60.07,9.22
limitations,55.0,60.07,9.22
failed,33.0,36.04,9.21
video,938.0,1024.23,9.19
comfortable,11.0,12.01,9.18
shoe,11.0,12.01,9.18
scottish,11.0,12.01,9.18
chase,11.0,12.01,9.18
fs,11.0,12.01,9.18
mate,11.0,12.01,9.18
burns,11.0,12.01,9.18
arnold,11.0,12.01,9.18
accompanied,11.0,12.01,9.18
promised,11.0,12.01,9.18
impressed,11.0,12.01,9.18
switched,11.0,12.01,9.18
smaller,75.0,81.85,9.13
assisted,75.0,81.85,9.13
soc,75.0,81.85,9.13
after,771.0,841.01,9.08
simon,126.0,137.42,9.06
enterprises,31.0,33.79,9.0
journals,62.0,67.58,9.0
costume,31.0,33.79,9.0
kyle,31.0,33.79,9.0
mysterious,31.0,33.79,9.0
sentence,51.0,55.57,8.96
took,91.0,99.12,8.92
stocks,20.0,21.78,8.9
ill,20.0,21.78,8.9
emphasis,20.0,21.78,8.9
ep,20.0,21.78,8.9
corporations,20.0,21.78,8.9
faced,20.0,21.78,8.9
relying,20.0,21.78,8.9
involved,100.0,108.88,8.88
contract,40.0,43.55,8.87
remain,40.0,43.55,8.87
entry,69.0,75.09,8.83
audio,167.0,181.72,8.81
long,274.0,298.11,8.8
efforts,58.0,63.08,8.76
brazil,29.0,31.54,8.76
proper,29.0,31.54,8.76
occurred,29.0,31.54,8.76
losing,29.0,31.54,8.76
variation,29.0,31.54,8.76
wrote,96.0,104.38,8.73
em,38.0,41.3,8.68
os,208.0,226.02,8.66
delivery,47.0,51.06,8.64
ever,112.0,121.65,8.62
stars,65.0,70.58,8.58
report,352.0,382.21,8.58
led,175.0,189.98,8.56
death,92.0,99.87,8.55
tech,669.0,726.12,8.54
military,182.0,197.49,8.51
why,281.0,304.87,8.49
session,27.0,29.29,8.48
readers,27.0,29.29,8.48
reflect,27.0,29.29,8.48
gap,27.0,29.29,8.48
foster,27.0,29.29,8.48
clone,27.0,29.29,8.48
genesis,27.0,29.29,8.48
therapy,36.0,39.05,8.47
diagnosis,54.0,58.57,8.46
luke,63.0,68.33,8.46
perfect,72.0,78.09,8.46
their,1742.0,1889.27,8.45
naked,9.0,9.76,8.44
duty,9.0,9.76,8.44
houses,9.0,9.76,8.44
perl,9.0,9.76,8.44
journey,18.0,19.52,8.44
cr,18.0,19.52,8.44
noble,9.0,9.76,8.44
genetics,9.0,9.76,8.44
ralph,9.0,9.76,8.44
obligations,9.0,9.76,8.44
transferred,18.0,19.52,8.44
legislature,9.0,9.76,8.44
societies,18.0,19.52,8.44
occupied,9.0,9.76,8.44
ci,9.0,9.76,8.44
handles,9.0,9.76,8.44
advertisements,9.0,9.76,8.44
accepts,9.0,9.76,8.44
eval,9.0,9.76,8.44
alike,9.0,9.76,8.44
nomination,9.0,9.76,8.44
guru,9.0,9.76,8.44
edge,232.0,251.55,8.43
mid,203.0,220.01,8.38
unit,280.0,303.37,8.35
man,165.0,178.72,8.32
role,233.0,252.3,8.28
cast,181.0,195.99,8.28
innovation,179.0,193.73,8.23
story,499.0,539.9,8.2
no,1064.0,1151.14,8.19
extended,143.0,154.69,8.17
breast,25.0,27.03,8.12
organisation,25.0,27.03,8.12
cutting,25.0,27.03,8.12
phil,25.0,27.03,8.12
projected,25.0,27.03,8.12
global,464.0,501.6,8.1
acting,41.0,44.3,8.05
expensive,41.0,44.3,8.05
ways,114.0,123.15,8.03
faces,114.0,123.15,8.03
bad,57.0,61.57,8.02
structures,146.0,157.69,8.01
insider,89.0,96.12,8.0
travel,48.0,51.81,7.94
favorite,16.0,17.27,7.94
happened,32.0,34.54,7.94
drawing,32.0,34.54,7.94
encounter,16.0,17.27,7.94
dod,16.0,17.27,7.94
aim,80.0,86.35,7.94
compatible,103.0,111.13,7.89
age,383.0,413.0,7.83
ashley,39.0,42.05,7.82
solid,46.0,49.56,7.74
spending,23.0,24.78,7.74
bmw,23.0,24.78,7.74
similarly,76.0,81.85,7.7
deployment,76.0,81.85,7.7
winner,53.0,57.07,7.68
cc,113.0,121.65,7.65
boundaries,30.0,32.29,7.63
destroyed,30.0,32.29,7.63
vehicles,127.0,136.66,7.61
studies,164.0,176.46,7.6
scanning,67.0,72.09,7.6
price,134.0,144.17,7.59
how,1100.0,1183.42,7.58
told,37.0,39.8,7.57
chance,37.0,39.8,7.57
brother,37.0,39.8,7.57
jennifer,37.0,39.8,7.57
fewer,37.0,39.8,7.57
da,44.0,47.31,7.52
andrew,176.0,189.23,7.52
offering,51.0,54.82,7.49
sql,51.0,54.82,7.49
behind,153.0,164.45,7.48
animal,58.0,62.33,7.47
modified,65.0,69.83,7.43
chief,137.0,147.18,7.43
performed,151.0,162.2,7.42
respectively,79.0,84.85,7.41
everything,86.0,92.36,7.4
consumer,186.0,199.74,7.39
patient,107.0,114.89,7.37
raised,107.0,114.89,7.37
old,156.0,167.45,7.34
fiction,389.0,417.5,7.33
character,205.0,220.01,7.32
ha,21.0,22.53,7.29
campbell,21.0,22.53,7.29
suicide,21.0,22.53,7.29
catherine,21.0,22.53,7.29
alter,21.0,22.53,7.29
cash,14.0,15.02,7.29
forecast,14.0,15.02,7.29
parks,7.0,7.51,7.29
accordance,7.0,7.51,7.29
transmission,28.0,30.04,7.29
financing,14.0,15.02,7.29
baltimore,7.0,7.51,7.29
completion,28.0,30.04,7.29
garage,7.0,7.51,7.29
reg,7.0,7.51,7.29
simpson,7.0,7.51,7.29
ri,7.0,7.51,7.29
seminars,7.0,7.51,7.29
careful,7.0,7.51,7.29
strap,14.0,15.02,7.29
reputation,7.0,7.51,7.29
arch,7.0,7.51,7.29
cheat,7.0,7.51,7.29
unavailable,7.0,7.51,7.29
bench,7.0,7.51,7.29
klein,14.0,15.02,7.29
gods,7.0,7.51,7.29
retrieve,28.0,30.04,7.29
fairy,7.0,7.51,7.29
prostate,7.0,7.51,7.29
mpg,7.0,7.51,7.29
lou,7.0,7.51,7.29
colony,7.0,7.51,7.29
surgeon,7.0,7.51,7.29
glucose,7.0,7.51,7.29
guest,35.0,37.55,7.29
lucas,35.0,37.55,7.29
nl,63.0,67.58,7.27
jobs,56.0,60.07,7.27
technological,112.0,120.14,7.27
football,49.0,52.56,7.27
beliefs,49.0,52.56,7.27
diego,42.0,45.05,7.26
tend,42.0,45.05,7.26
designing,42.0,45.05,7.26
seventh,42.0,45.05,7.26
achieved,110.0,117.89,7.17
lg,178.0,190.73,7.15
www,10217.0,10943.67,7.11
jan,94.0,100.62,7.04
caused,47.0,50.31,7.04
labeled,87.0,93.11,7.02
alien,40.0,42.8,7.0
metric,73.0,78.09,6.97
cnn,172.0,183.97,6.96
six,99.0,105.88,6.95
ford,66.0,70.58,6.94
planet,66.0,70.58,6.94
extend,33.0,35.29,6.94
engage,33.0,35.29,6.94
concern,59.0,63.08,6.92
los,85.0,90.86,6.89
induced,26.0,27.78,6.85
puts,26.0,27.78,6.85
child,97.0,103.62,6.82
theme,97.0,103.62,6.82
side,109.0,116.39,6.78
social,531.0,566.93,6.77
kb,64.0,68.33,6.77
proceedings,600.0,640.52,6.75
starts,57.0,60.82,6.7
indicated,19.0,20.27,6.68
stick,19.0,20.27,6.68
guard,19.0,20.27,6.68
harder,19.0,20.27,6.68
contributing,19.0,20.27,6.68
dominant,19.0,20.27,6.68
again,126.0,134.41,6.67
implications,69.0,73.59,6.65
king,50.0,53.31,6.62
workshops,50.0,53.31,6.62
matter,93.0,99.12,6.58
cultural,62.0,66.08,6.58
semi,124.0,132.16,6.58
metal,43.0,45.81,6.53
could,717.0,763.67,6.51
recent,153.0,162.95,6.5
gets,153.0,162.95,6.5
auto,110.0,117.14,6.49
driven,146.0,155.44,6.47
di,79.0,84.1,6.46
says,194.0,206.5,6.44
memories,103.0,109.63,6.44
pollution,12.0,12.77,6.42
paradise,12.0,12.77,6.42
theft,12.0,12.77,6.42
kennedy,12.0,12.77,6.42
anymore,12.0,12.77,6.42
helen,12.0,12.77,6.42
isolated,12.0,12.77,6.42
closure,12.0,12.77,6.42
publicity,12.0,12.77,6.42
pressing,12.0,12.77,6.42
ol,12.0,12.77,6.42
fascinating,12.0,12.77,6.42
bloom,12.0,12.77,6.42
fraser,12.0,12.77,6.42
feat,12.0,12.77,6.42
pick,36.0,38.3,6.39
branch,36.0,38.3,6.39
meanwhile,36.0,38.3,6.39
phenomenon,36.0,38.3,6.39
ft,60.0,63.83,6.38
relative,60.0,63.83,6.38
gate,24.0,25.53,6.38
den,48.0,51.06,6.38
his,930.0,988.94,6.34
speech,298.0,316.88,6.34
william,101.0,107.38,6.32
towards,166.0,176.46,6.3
throughout,77.0,81.85,6.3
transition,65.0,69.08,6.28
consent,53.0,56.32,6.26
comic,123.0,130.66,6.23
philip,41.0,43.55,6.22
care,111.0,117.89,6.21
michael,338.0,358.93,6.19
linking,29.0,30.79,6.17
beijing,29.0,30.79,6.17
io,232.0,246.3,6.16
said,278.0,295.11,6.15
understanding,242.0,256.81,6.12
sports,92.0,97.62,6.11
molecular,46.0,48.81,6.11
materials,109.0,115.64,6.09
die,63.0,66.83,6.08
angeles,63.0,66.83,6.08
alone,63.0,66.83,6.08
speakers,63.0,66.83,6.08
power,427.0,452.79,6.04
articles,643.0,681.82,6.04
platform,750.0,795.21,6.03
cards,51.0,54.07,6.02
born,51.0,54.07,6.02
closer,51.0,54.07,6.02
colorado,17.0,18.02,6.0
drugs,34.0,36.04,6.0
healthy,17.0,18.02,6.0
suppliers,17.0,18.02,6.0
shooting,17.0,18.02,6.0
pace,17.0,18.02,6.0
justin,34.0,36.04,6.0
spotlight,17.0,18.02,6.0
trigger,17.0,18.02,6.0
edgar,17.0,18.02,6.0
organisms,17.0,18.02,6.0
coming,141.0,149.43,5.98
body,258.0,273.33,5.94
help,429.0,454.3,5.9
descriptions,39.0,41.3,5.9
creative,139.0,147.18,5.88
target,188.0,198.99,5.85
mystery,22.0,23.28,5.82
meat,22.0,23.28,5.82
sells,22.0,23.28,5.82
exclusively,22.0,23.28,5.82
hz,22.0,23.28,5.82
d,1413.0,1495.05,5.81
representations,159.0,168.2,5.79
returns,71.0,75.09,5.76
writers,49.0,51.81,5.73
experimental,98.0,103.62,5.73
loss,174.0,183.97,5.73
acquired,103.0,108.88,5.71
safe,54.0,57.07,5.69
drop,27.0,28.53,5.67
conclusions,27.0,28.53,5.67
welcome,32.0,33.79,5.59
pacific,32.0,33.79,5.59
victory,32.0,33.79,5.59
addressing,32.0,33.79,5.59
fitting,32.0,33.79,5.59
dash,64.0,67.58,5.59
day,234.0,247.05,5.58
buy,69.0,72.84,5.57
baker,37.0,39.05,5.54
never,111.0,117.14,5.53
security,556.0,586.46,5.48
budget,42.0,44.3,5.48
hit,42.0,44.3,5.48
nine,47.0,49.56,5.45
he,927.0,976.93,5.39
cross,181.0,190.73,5.38
quantum,506.0,533.14,5.36
united,497.0,523.38,5.31
writer,87.0,91.61,5.3
springer,460.0,484.33,5.29
improve,189.0,198.99,5.29
gallery,97.0,102.12,5.28
worlds,107.0,112.64,5.27
compute,122.0,128.4,5.25
attention,127.0,133.66,5.24
offers,137.0,144.17,5.23
farm,5.0,5.26,5.2
guys,5.0,5.26,5.2
tape,5.0,5.26,5.2
junior,5.0,5.26,5.2
smoking,5.0,5.26,5.2
sir,5.0,5.26,5.2
bidding,5.0,5.26,5.2
deluxe,5.0,5.26,5.2
balls,5.0,5.26,5.2
caps,5.0,5.26,5.2
defendant,5.0,5.26,5.2
invite,5.0,5.26,5.2
af,5.0,5.26,5.2
railway,5.0,5.26,5.2
sunglasses,5.0,5.26,5.2
montgomery,5.0,5.26,5.2
authorization,5.0,5.26,5.2
tuition,5.0,5.26,5.2
mason,5.0,5.26,5.2
blast,5.0,5.26,5.2
courier,5.0,5.26,5.2
innocent,5.0,5.26,5.2
watts,5.0,5.26,5.2
spelling,5.0,5.26,5.2
nat,5.0,5.26,5.2
settled,5.0,5.26,5.2
shame,5.0,5.26,5.2
kilometers,5.0,5.26,5.2
rand,5.0,5.26,5.2
nerve,5.0,5.26,5.2
cove,5.0,5.26,5.2
casa,5.0,5.26,5.2
penetration,5.0,5.26,5.2
brutal,5.0,5.26,5.2
gd,5.0,5.26,5.2
lance,5.0,5.26,5.2
hansen,5.0,5.26,5.2
tamil,5.0,5.26,5.2
interventions,5.0,5.26,5.2
proposed,207.0,217.76,5.2
