id,translated_russian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
156,"Официальные представители Амстердама и Музея Анны Франк утверждают, что дерево заражено грибом и представляет опасность для здоровья людей, поскольку они утверждают, что оно находится в непосредственной опасности падения.","Официальные представители властей Амстердама и музея Анны Франк заявляют, что дерево заражено грибком и представляет общественную опасность, так как есть непосредственная угроза его падения.",62.94015460940443,"Власти города Амстердам и Музея Анны Франк сообщают, что дерево infected грибком и представляет угрозу для общественного здоровья, поскольку, по их мнению, оно было в непосредственной опасности падения.",55.91925166014673
157,"Ее планировалось сократить во вторник, но она была спасена после решения чрезвычайного суда.","Его планировали срубить во вторник, но постановлением чрезвычайного суда оно было сохранено.",52.863625594193586,"Его планировалось вырубить во вторник, но он был спасен после экстренного судебного решения.",55.5289365124475
158,"Все входы в пещеру, которые назывались ""Семь сестер"", имеют диаметр от 100 до 250 метров (328 до 820 футов).","Диаметр всех входов в пещеру, которые были названы ""Семь сестёр"", составляет не менее 100-250 метров (328-820 футов).",50.39513226511376,"Все входы в пещеры, которые были названы ""Семь сестер"", имеют диаметр не менее 100 до 250 метров (328 до 820 футов).",74.95172414857096
159,"Инфракрасные изображения показывают, что колебания температуры в ночное и дневное время показывают, что они скорее всего пещеры.","Согласно данным инфракрасных изображений разницы ночных и дневных температур говорят, что это скорее всего пещеры.",50.092252127586114,"Инфракрасные изображения показывают, что температурные колебания между ночью и днем указывают на то, что это, вероятно, пещеры.",60.339383291951
160,"""Они прохладнее, чем окружающая поверхность днём, и теплее ночью.","Днём они холоднее, чем окружающая поверхность, а ночью теплее.",66.73171953999379,"""Они холоднее окружающей поверхности днем и теплее ночью.""",56.383787243494986
161,"Их термическое поведение не так стабильно, как у больших пещер на Земле, которые часто поддерживают довольно постоянную температуру, но это согласуется с тем, что эти глубокие дыры в земле», — сказал Глен Кушинг из Группы астрогеологии Геологии США (USGS) и Университета Северной Аризоны, расположенного в Флагстаффе, Аризона.","Их термические характеристики не такие стабильные, как у больших пещер на Земле, которые часто поддерживают почти постоянную температуру, но они соответствуют тому, что является глубокими ямами в грунте, — сообщил Глен Кушинг из отдела планетной геологии Геологической службы США и Университета Северной Аризоны, расположенного во Флагстаффе, Аризона.",63.29057321137736,"«Их тепловое поведение не столь стабильное, как у крупных пещер на Земле, которые зачастую поддерживают относительно постоянную температуру, но оно согласуется с тем, что это глубокие ямы в земле», - сказал Глен Кашинг из команды астрогеологии Геологической службы США (USGS) и Северного аризонского университета, расположенного в Флагстаффе, Аризона.",68.62340967544446
162,"Во Франции голосование традиционно было низкотехнологичным: избиратели изолировали себя в кабинке, положили предварительно напечатанный лист бумаги с указанием своего кандидата в конверт.","Во Франции голосование традиционно проводится низкотехнологичными методами: голосующий закрывается в кабинке и кладет заранее напечатанный лист бумаги, указывающий выбранного кандидата, в конверт.",56.78076708850851,"Во Франции голосование традиционно является низкотехнологичным процессом: избиратели уединяются в кабинке, помещают заранее напечатанный лист бумаги с указанием выбранного кандидата в конверт.",68.46212305190636
163,"После того как должностные лица проверяют личность избирателей, избиратели сбрасывают конверт в урну для голосования и подписывают список избирателей.","После того, как должностные лица удостоверяют личность избирателя, он опускает конверт в урну для голосования и расписывается в списке избирателей.",68.98604232397074,"После того как чиновники подтвердят личность избирателя, избиратель опускает конверт в урну для голосования и подписывает список для голосования.",61.58884137001706
164,"Французское избирательное законодательство, скорее, строго кодифицирует эти процедуры.",Законы Франции о выборах довольно строго систематизируют процедуры.,36.574871459626785,Французский избирательный закон довольно строго регламентирует процедуры.,51.30628682056669
165,"С 1988 года урны для голосования должны быть транспарентными, с тем чтобы избиратели и наблюдатели могли убедиться в отсутствии конвертов в начале голосования и чтобы не добавлялись конверты, за исключением конвертов должным образом подсчитанных и уполномоченных избирателей.","Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом.",51.13521215721153,"С 1988 года урны для голосования должны быть прозрачными, чтобы избиратели и наблюдатели могли удостовериться, что в них нет конвертов в начале голосования и что не добавляются никакие конверты, кроме законно подсчитанных и авторизованных избирателей.",67.27765877604729
166,Кандидаты могут направлять своих представителей для дачи свидетельских показаний на всех этапах процесса.,"Кандидаты могут отправить своих представителей, чтобы те следили за всем процессом. Вечером голоса подсчитываются волонтерами под строгим контролем в согласно специальной процедуре.",31.08745902725431,"Кандидаты могут отправить своих представителей, чтобы наблюдать за каждой частью процесса. Вечером голоса подсчитываются волонтерами под строгим контролем с соблюдением определенных процедур.",31.319763189325585
167,"ASUS Eee PC, ранее запущенный во всем мире для определения факторов экономии и функциональности, стал актуальной темой в 2007 году.","Серия ASUS Eee PC, ранее представленная во всём мире с ориентацией на такие факторы, как экономия средств и функциональность, стала горячей темой во время месяца информационных технологий в Тайбэе в 2007 году.",38.454936021156044,"ASUS Eee PC, который был запущен в мировом масштабе с целью экономии средств и функциональности, стал горячей темой в Тайпее в 2007 году во время месяца информационных технологий.",42.199172439925505
168,"Но потребительский рынок на портативном компьютере будет радикально изменён и изменится после того, как исполнитель Китайской Республики будет награждать ASUS в 2007 году наградой за устойчивое развитие Тайваня.",Но потребительский рынок ноутбуков изменится коренным образом после награждения компании ASUS Премией Тайваня за стабильность Исполнительным юанем Республики Китай в 2007 году.,49.46960840251789,"Но потребительский рынок ноутбуков радикально изменится после того, как ASUS была удостоена Тайваньской устойчивой награды в 2007 году правительством Республики Китай.",61.03043452904987
169,Веб-сайт станции описывает шоу как «старый школьный радиотеатр с новым и возмутительным крутящимся вращанием!»,"Сайт станции описывает шоу как ""традиционный радиотеатр с новым и возмутительно задротным видением!"".",64.72565827460627,"Сайт станции описывает шоу как ""радиотеатр старой школы с новым и беспардонным гиковским поворотом!""",50.75709174021844
170,"В первые дни шоу было опубликовано только на давно работающем интернет-радиосайте TogiNet Radio, который был сосредоточен на ток-радио.","В начальный период своего существования это шоу транслировалось только на сайте давно существующего онлайн-радио TogiNet Radio, посвященного радиобеседам.",32.48584860565115,"В свои ранние дни шоу транслировалось исключительно на долго существующем интернет-радиосайте TogiNet Radio, который был сосредоточен на разговорном радио.",56.725613318555624
171,В конце 2015 года компания &lt; &lt; Тогинет &gt; &gt; создала в качестве вспомогательной станции радиостанцию &lt; &lt; Астронет &gt; &gt; .,В конце 2015 года TogiNet создала AstroNet Radio в качестве дочерней радиостанции.,43.17625581416063,В конце 2015 года TogiNet основала радиостанцию AstroNet Radio в качестве дочерней станции.,43.41518385179437
172,"Первоначально в шоу участвовали актеры-любители, местные в Восточный Техас.",Первоначально шоу озвучивали актёры-любители из Восточного Техаса.,54.956789081282956,"Шоу изначально представило аматорских актеров озвучивания, местных жителей Восточного Техаса.",32.64038983142623
173,"Согласно сообщениям, массовые грабежи продолжались в течение ночи, поскольку на улицах Бишкека не присутствовали сотрудники правоохранительных органов.","Согласно сообщениям, массовое мародерство продолжалось всю ночь, поскольку на улицах Бишкека не было сотрудников органов охраны правопорядка.",60.84110868032895,"Согласно сообщениям, массовое мародерство продолжалось всю ночь, поскольку на улицах Бишкека не было сотрудников органов охраны правопорядка.",60.84110868032895
174,"Один из наблюдателей охарактеризовал Бишкек как погружающийся в состояние «анархии», когда банды людей бродили по улицам и грабили магазины потребительских товаров.","Бишкек был описан одним обозревателем как погружающийся в состояние анархии, поскольку группы людей бегали по улицам и грабили магазины с потребительскими товарами.",58.21940972714729,"Бишкек был описан одним наблюдателем как погружающийся в состояние ""анархии"", поскольку банды людей бродили по улицам и грабили магазины с потребительскими товарами.",67.59742729341548
175,Несколько жителей Бишкека обвинили протестующих с юга в беззаконии.,Некоторая часть жителей Бишкека обвинила митингующих с юга в беззаконии.,65.90028508650732,Несколько жителей Бишкека обвинили протестующих с юга в беззаконии.,100.0
176,"Южная Африка победила всех чернокожих (Новая Зеландия) в матче за регби Три Нации на стадионе Royal Bafokeng в Рустенбурге, Южная Африка.","Южная Африка победила ""Олл Блэкс"" (Новую Зеландию) в матче Кубка трех наций по регби-юниону на стадионе ""Роял Бафокенг"" в Рюстенбурге, Южная Африка.",49.47509343302603,"Южная Африка победила Новую Зеландию (All Blacks) в матче турнира Три Нации по регби на стадионе Роял Бафокенг в Рустенбурге, Южная Африка.",59.062269271534305
177,"Последним счётом стала победа в один пункт с 21 до 20, завершившаяся 15-ю игрой All Blacks.","Окончательным счётом стала победа в одно очко, 21 к 20, что закончило победную серию All Black в 15-ти играх.",37.702269127541875,"Конечный счет составил одну очковую победу, 21 против 20, что положило конец серии из 15 побед сборной Новой Зеландии.",15.315424612280545
178,"Для ""Спрингбокса"" это закончилось пятиматчным проигрышем.","Для ""Спрингбокс"" это прервало пятиматчевую серию поражений.",41.88664900946037,Для «Спрингбоков» это положило конец серии из пяти поражений подряд.,24.867321543640426
179,"Это был финальный матч для всех чернокожих, которые уже выиграли трофей две недели назад.","Этот матч стал последним для ""Олл Блэкс"", уже завоевавших кубок две недели назад.",31.70826454245215,"Это был финальный матч для «Черных жемчужин», которые уже выиграли трофей две недели назад.",78.42598442786827
180,"Последний матч сериала состоится в парке Эллис в Йоханнесбурге на следующей неделе, когда спрингбокс сыграет в Австралии.","Финальный матч сезона будет проведён в Эллис Парке в Йоханесбурге на следующей неделе, когда Springboks сыграет с Австралией.",51.86267843803881,"Финальная игра серии состоится на стадионе Эллис Парк в Йоханнесбурге на следующей неделе, когда ""Спрингбoks"" встретятся с Австралией.",54.630662425781985
181,В понедельник в 22:08 на западе Монтаны произошло умеренное землетрясение.,Умеренное землетрясение произошло в понедельник в западной части штата Монтана в 22:08.,62.08269161980354,Умеренное землетрясение потрясло западную Монтану в 22:08 в понедельник.,61.15956797240829
182,Геологическая служба Соединенных Штатов (Геологическая служба США) и ее Национальный информационный центр по землетрясениям не получили каких-либо непосредственных сообщений об ущербе.,Геологическая служба США (USGS) и ее Национальная информационная служба по землетрясениям не получали никаких срочных сообщений об ущербе.,71.0627706819128,В Соединенные Штаты Геологическая служба (USGS) и ее Национальный центр информации о землетрясениях не получили сообщений о повреждениях.,63.544049984186046
183,Землетрясение было сконцентрировано примерно в 20 км (15 миль) к северо-востоку от Диллона и примерно в 65 км (40 миль) к югу от Батте.,Эпицентр землетрясения был примерно в 20 км (15 милях) северо-восточнее Диллона и около 65 км (40 миль) южнее Бьютта.,57.07989549362536,Землетрясение было сосредоточено примерно в 20 км (15 миль) к северно-северо-востоку от Дилона и примерно в 65 км (40 миль) к югу от Батта.,80.95640594567473
184,"Тягач летального птичьего гриппа H5N1 подтвердил, что он заразил мертвую дикую утку, найденную в понедельник в болотистой местности близ Лиона на востоке Франции.","Было подтверждено, что штаммом птичьего гриппа H5N1, смертельного для людей, была заражена мёртвая дикая утка, найденная в понедельник на болоте рядом с Леоном в восточной Франции.",42.14209124417205,"Степень птичьего гриппа, смертельная для людей, H5N1, была подтверждена как причина заражения найденной в понедельник мертвой дикой утки, в болотистых местностях рядом с Лионом на востоке Франции.",44.606668518303486
185,"Франция является седьмой страной в Европейском союзе, которая страдает от этого вируса, после Австрии, Германии, Словении, Болгарии, Греции и Италии.","Франция – это 7-я страна ЕС, пострадавшая от этого вируса, после Австрии, Германии, Словении, Болгарии, Греции и Италии.",74.1580663673623,"Франция является седьмой страной в Европейском Союзе, пострадавшей от этого вируса, после Австрии, Германии, Словении, Болгарии, Греции и Италии.",88.13271197279184
186,Подозреваемые случаи H5N1 в Хорватии и Дании остаются неподтвержденными.,Случаи с подозрениями на H5N1 в Хорватии и Дании остаются неподтверждёнными.,72.09449536484495,Подозреваемые случаи H5N1 в Хорватии и Дании остаются неподтвержденными.,100.0
187,"Камеры подали в суд на Бога за ""широкие убийства, разрушения и терроризацию миллионов людей на миллионы жителей Земли"".","Чемберс подал в суд на Бога за ""распространение смерти, разрушений и запугивания миллионов и миллионов жителей Земли"".",50.76092134796909,,
188,"Чемберс, агностик, утверждает, что его иск ""непричастен"" и ""любый может подать в суд кого угодно"".","Агностик Чемберс утверждает, что его иск ""несерьезный"" и ""каждый может подать в суд на кого угодно"".",67.18655084666754,"Чеймберс, агностик, утверждает, что его иск является ""бессмысленным"" и ""любой может подать в суд на кого угодно"".",66.38324025990241
189,"История, представленная во французской опере Камиллой Сен-Саенс, — это история художника, «жизнь которого продиктована любовью к наркотикам и Японии».","История, рассказанная во французской опере Камилем Сен-Сансом, повествует о художнике, ""жизнью которого управляет любовь к наркотикам и к Японии"".",56.222754078506966,"История, представленная во французской опере Камиля Сен-Санса, касается артиста, ""чья жизнь продиктована любовью к наркотикам и Японии"".",72.16187764344212
190,"В результате исполнители курят суставы конопли на сцене, и сам театр поощряет зрителей присоединиться к ним.","В результате актёры курят косяки с марихуаной на сцене, и сам театр поощряет публику присоединиться.",59.00309505319004,"В результате исполнители курят конопляные сигареты на сцене, а сам театр призывает зрителей присоединиться.",69.16339126866752
191,"Бывший спикер палаты Ньют Гингрих, губернатор Техаса Рик Перри и конгрессмен Мишель Бахманн закончили соответственно на четвертом, пятом и шестом местах.","Бывший спикер палаты Ньют Гингрич, губернатор Техаса Рик Перри и конгресмен Мишель Бахман заняли четвертое, пятое и шестое места соответственно.",77.73586308298056,"Экс-спикер Палаты представителей Ньют Гингрич, губернатор Техаса Рик Пэрри и конгрессвумен Мишель Бахман заняли соответственно четвертое, пятое и шестое места.",61.52588197937736
192,"После того, как результаты пришли, Джинрих похвалил Санторума, но у него были жесткие слова для Ромни, от имени которого в Айове были показаны негативные рекламные ролики кампании против Джинриха.","После того, как стали известны результаты, Гингрич похвалил Санторума, но грубо высказался о Ромни, от имени которого в Айове транслировалась негативная информация против Гингрича.",51.83946932422223,"После того как стали известны результаты, Гингрич похвалил Санторума, но harsh words для Ромни, в чью поддержку в Айове были транслированы негативные рекламные ролики против Гингрича.",54.64838322015374
193,"Перри заявил, что «вернётся в Техас, чтобы оценить результаты сегодняшнего собрания, определить, есть ли для меня путь вперед в этой гонке», но позже сказал, что он останется в гонке и будет соревноваться в начальной школе Южной Каролины 21 января.","Перри заявил, что вернётся в Техас, ""чтобы оценить результаты сегодняшнего партийного собрания и определить, стоит ли мне продолжать гонку"", но позже сказал, что он её продолжит и будет участвовать в предварительных выборах в Южной Каролине 21 января.",59.217880939049536,"Перри заявил, что он ""вернется в Техас, чтобы оценить результаты сегодняшнего кафуса, определить, есть ли путь вперед для меня в этой гонке"", но позже сказал, что останется в гонке и будет участвовать в первичных выборах в Южной Каролине 21 января.",72.06918361096459
194,"Бахманн, которая выиграла в августе посёлок Эймс Стро, решила прекратить свою кампанию.","Бахман, которая победила в проведенном в августе выборочном опросе в городе Амес, решила закончить проведение своей кампании.",31.576115599779193,"Бахман, которая выиграла праймериз в Эймсе в августе, решила завершить свою кампанию.",62.462538565600745
195,"Фотограф был доставлен в медицинский центр им. Рональда Рейгана, где он умер.","Фотограф был доставлен в медицинский центр имени Рональда Рейгана при  Калифорнийском университете в Лос-Анджелесе, где он впоследствии скончался.",47.37383455450412,"Фотограф был доставлен в медицинский центр Рональда Рейгана при Университете Калифорнии в Лос-Анджелесе, где впоследствии скончался.",48.00586294720825
196,"В заявлении Бибер сказал, что «поскольку я не присутствовал и не был непосредственно причастен к этому трагическому происшествию, мои мысли и молитвы связаны с семьей жертвы».","По сообщениям ему было от 20-ти до 30-ти лет. В заявление Бибер сказал: ""Хотя я и не присутствовал при трагическом инциденте и не был вовлечён в него напрямую, мои мысли и молитвы с семьёй жертвы"".",46.06127680358542,"Сообщается, что ему было около 20 лет. В своем заявлении Бибер сказал: ""[х]отя я не присутствовал и не был напрямую связан с этой трагической аварией, мои мысли и молитвы с семьей жертвы.""",55.26382461995156
197,"На веб-сайте TMZ говорится, что фотограф остановил свою машину на другой стороне бульвара Сепульведа и попытался сфотографировать полицейскую остановку, прежде чем пересечь дорогу и продолжить ее, что побудило офицера полиции Калифорнии, проводившего остановку движения, дважды приказать ему пересечь дорогу.","Развлекательно-новостной сайт TMZ полагает, что фотограф остановил свой автомобиль на противоположной стороне бульвара Сепульведа и попытался сделать снимки остановки полицейскими, перед тем как перейти дорогу и продолжить. Полицейский Калифорнийского дорожного патруля, остановивший движение, дважды был вынужден приказать ему перейти обратно.",49.53633448362776,"Сайт развлекательных новостей TMZ сообщает, что фотограф остановил свой автомобиль на другой стороне бульвара Сепулведа и попытался сделать снимки у полицейской остановки, прежде чем перейти дорогу и продолжить, что побудило полицейского Калифорнийского шоссе, который проводил остановку, дважды приказать ему вернуться обратно.",57.25951804040097
198,"По словам полиции, водителю автомобиля, который сбил фотографа, вряд ли будут предъявлены уголовные обвинения.","По сообщениям полиции, водителю автомобиля, сбившего фотографа, скорее всего, не будет предъявлено уголовное обвинение.",56.80545865545111,"Согласно полиции, водителю автомобиля, который сбил фотографа, скорее всего, не предъявят уголовные обвинения.",71.58024238301235
199,При наличии лишь 18 медалей в день ряд стран не смогли сделать подиум медали.,"Учитывая то, что в день можно было выиграть только восемнадцать медалей, ряду стран не удалось оказаться на пьедестале почёта.",20.237599461653176,"С учетом того, что в день доступно всего восемнадцать медалей, ряд стран не смогли выйти на пьедестал почета.",30.519909225043435
200,"К ним относятся Нидерланды, где Анна Йохимсен закончила девятый класс в женском классе в Супер-Г вчера, и Финляндия с Катей Сааринен закончила десятый в том же мероприятии.","Они включают Нидерланды с Анной Йохемсен, которая вчера финишировала девятой в женском заезде стоя в супергигантском слаломе, а также Финляндию с Катей Сааринен, финишировавшей в том же состязании десятой.",36.628695151023955,"В их число входят Нидерланды, где Анна Йохемсен заняла девятое место в женском стоячем классе на супергиesterday, и Финляндия, где Катя Сааринен заняла десятое место в том же соревновании.",46.12624851046135
201,Австралийский Митчелл Гурли закончил одиннадцатый в списке мужчин-супер-Г. Чешский конкурент Олдрич Джелинк закончил шестнадцатый в супер-Г.,"Австралиец Митчелл Гурли пришел к финишу одиннадцатым в соревнованиях по супергиганту для мужчин в классе ""стоя"". Чех Олдрич Елинек пришел к финишу шестнадцатым в соревнованиях по супергиганту для мужчин в классе ""сидя"".",30.56079026383619,Австралийский спортсмен Митчелл Гурли занял одиннадцатое место в мужских соревнованиях по стоящему супергиганту. Чешский участник Олдрих Елинемек финишировал шестнадцатым в мужских соревнованиях по сидячему супергиганту.,34.26536857043809
202,Арли Веласкез из Мексики закончил пятнадцатый в супер-Джи. Адам Холл из Новой Зеландии закончил девятый в супер-Г.,Арли Веласкес из Мексики финишировал пятнадцатым среди мужчин в супергиганте в положении сидя. Новозеландец Адам Холл финишировал девятым среди мужчин в супергиганте в положении стоя.,33.3353029434333,Арли Веласкес из Мексики занял пятнадцатое место в супергиганте для мужчин в сидячем классе. Адам Холл из Новой Зеландии финишировал девятым в супергиганте для мужчин в стоячем классе.,42.03817063339525
203,Мужчин Польши с нарушениями зрения на лыжах Maciej Krezel и путеводитель Анна Огаршинска закончила тринадцатый год в парке Jong Seork Super-G в Южной Корее.,Польский лыжник с нарушением зрения Мацей Крезель и спортсмен-ведущий Анна Огаржинска финишировали тринадцатыми в супергиганте. Южнокорейский лыжник Пак Чон Сок финишировал двадцать четвёртым в супергиганте среди мужчин в положении сидя.,23.30884171128628,Польский лыжник с нарушениями зрения Мацей Крезель и его сопровождающая Анна Огарыжинска финишировали тринадцатыми в супергиганте. Южнокорейский спортсмен Чонг Сеорк Пак занял двадцать четвертое место в мужском супергиганте для сидячих.,25.26541220939294
204,"Миротворцы Организации Объединенных Наций, прибывшие в Гаити после землетрясения 2010 года, обвиняются в распространении болезни, которая началась вблизи лагеря войск.","Миротворцы ООН, прибывшие на Гаити после землетрясения в 2010 году, обвиняются в распространении заболевания, которое началось поблизости от их военного лагеря.",60.78029238231757,"Миротворцы ООН, которые прибыли в Гаити после землетрясения 2010 года, обвиняются в распространении болезни, которая началась рядом с лагерем войск.",75.62013941029872
205,"Согласно этому иску, отходы из лагеря ООН не были должным образом очищены, в результате чего бактерии попали в приток Артибонитской реки, одной из крупнейших Гаити.","Как говорится в иске, отходы из лагеря ООН не прошли надлежащую санитарную обработку, в результате чего бактерии попали в приток реки Артибонит, одной из крупнейших в Гаити.",60.530149288148436,"Согласно иску, отходы из лагеря ООН не были должным образом обработаны, что привело к попаданию бактерий в приток реки Артибонит, одной из крупнейших рек Гаити.",65.58918590023275
206,"До прибытия войск Гаити не сталкивалась с проблемами, связанными с этим заболеванием, начиная с 1800-х годов.","До прибытия войск государство Гаити не сталкивалось с проблемами, касающимися данного заболевания, с начала 19 века.",53.29502470277894,"Перед прибытием войск Гаити не сталкивался с проблемами, связанными с болезнью, с 1800-х годов.",70.16904594215647
207,"Гаитянский институт справедливости и демократии сослался на независимые исследования, которые свидетельствуют о том, что Непальский миротворческий батальон ООН неосознанно доставил эту болезнь в Гаити.","Гаитянский Институт Справедливости и Демократии сослался на независимое исследование, которое предполагает, что непальский миротворческий батальон ООН непреднамеренно завёз заболевание в Гаити.",63.136661329987184,"Гаитянский институт справедливости и демократии ссылается на независимые исследования, которые предполагают, что непальский батальон миротворцев ООН ненамеренно привез болезнь в Гаити.",69.58037283437746
208,"Даниэль Лантанье, эксперт ООН по этому болезню, заявила, что эта вспышка, вероятно, была вызвана миротворцами.","Даниэль Лантань, эксперт ООН по вопросам данной болезни, заявила, что вспышка, вероятно, была вызвана миротворцами.",75.75427749683558,"Даниэль Лантань, эксперт ООН по этому заболеванию, заявила, что вспышка, вероятно, была вызвана миротворцами.",83.452442921464
209,"Гамильтон подтвердил, что госпиталь Университета Говарда принял пациента в стабильном состоянии.","Гамильтон подтвердил, что пациент поступил в больницу Говардского университета в стабильном состоянии.",68.33905774947286,"Гамильтон подтвердил, что больница университета Говарда приняла пациента в стабильном состоянии.",83.10975290062527
