Word,2020,2021,2022,2023,2024
mike,23.0,22.95,22.4,21.27,21.22
trip,2.0,2.87,2.8,3.54,4.24
pst,1.0,0.96,0.93,0.89,0.85
worth,26.0,29.65,30.79,26.58,25.46
mi,20.0,19.13,16.8,16.84,16.98
procedures,43.0,43.04,41.06,40.76,38.2
poor,28.0,28.69,28.93,31.01,33.1
teacher,18.0,19.13,18.66,18.61,24.62
xxx,0.0,0.0,0.0,0.0,0.0
eyes,44.0,51.65,54.12,50.51,50.93
relationship,138.0,133.9,135.31,138.23,135.81
workers,45.0,47.82,50.39,46.96,50.08
farm,5.0,5.74,5.6,5.32,5.09
fucking,0.0,0.0,0.0,0.0,0.0
georgia,14.0,13.39,14.0,12.41,11.88
peace,10.0,13.39,13.06,13.29,14.43
traditional,136.0,141.55,140.91,136.46,151.09
campus,13.0,11.48,9.33,9.75,9.34
tom,39.0,42.08,43.86,41.65,49.23
showing,59.0,60.25,56.92,61.14,67.9
creative,96.0,105.21,97.05,93.93,97.61
coast,5.0,4.78,4.67,6.2,5.94
benefit,50.0,62.17,58.79,59.37,56.87
progress,84.0,87.03,90.52,84.18,83.18
funding,119.0,120.51,116.64,122.28,115.44
devices,526.0,518.38,535.63,541.42,534.74
lord,5.0,8.61,9.33,9.75,10.19
grant,33.0,34.43,32.66,31.9,33.1
sub,109.0,93.73,92.38,97.47,95.07
agree,22.0,24.87,25.2,29.24,33.95
fiction,122.0,126.25,137.17,125.83,121.38
hear,13.0,13.39,12.13,7.98,7.64
sometimes,147.0,133.9,128.78,127.6,127.32
watches,55.0,52.6,50.39,49.62,49.23
careers,2.0,0.96,0.93,1.77,0.85
beyond,102.0,101.38,101.71,103.68,100.16
goes,59.0,61.21,56.92,54.05,52.63
families,13.0,11.48,13.06,12.41,12.73
led,152.0,161.63,163.3,165.7,168.91
museum,57.0,70.77,72.79,73.55,71.3
themselves,109.0,105.21,100.78,94.81,99.31
fan,43.0,43.04,40.13,38.1,39.04
transport,45.0,38.26,35.46,38.99,36.5
interesting,35.0,34.43,34.53,33.67,32.25
blogs,14.0,14.35,14.93,12.41,11.88
wife,22.0,21.04,19.6,17.72,20.37
evaluation,149.0,148.24,145.57,144.44,141.75
accepted,46.0,44.95,45.72,41.65,44.14
former,127.0,127.2,128.78,125.83,134.11
implementation,223.0,222.84,217.42,221.53,213.05
ten,53.0,53.56,50.39,48.74,48.38
hits,9.0,6.69,7.47,6.2,5.94
zone,20.0,18.17,17.73,16.84,16.13
complex,263.0,252.49,244.49,241.91,242.76
th,24.0,27.74,27.99,27.47,28.01
cat,25.0,28.69,34.53,35.44,35.65
galleries,6.0,5.74,5.6,5.32,5.09
references,27.0,28.69,30.79,28.36,29.71
die,26.0,32.52,31.73,29.24,29.71
presented,138.0,136.77,136.24,139.12,133.26
jack,92.0,92.77,97.98,105.45,95.07
flat,18.0,16.26,14.93,15.06,15.28
flow,100.0,98.51,93.32,90.38,90.82
agencies,27.0,25.82,25.2,26.58,23.77
literature,83.0,78.43,78.38,75.32,79.79
respective,18.0,20.08,24.26,26.58,33.1
parent,33.0,31.56,31.73,31.01,28.86
spanish,42.0,43.04,41.06,40.76,43.29
michigan,18.0,17.22,16.8,15.95,16.13
columbia,21.0,20.08,20.53,19.49,19.52
setting,150.0,162.59,167.03,177.22,174.85
dr,79.0,73.64,76.52,57.6,50.93
scale,242.0,242.93,241.69,248.11,248.7
stand,30.0,36.34,35.46,33.67,35.65
economy,30.0,27.74,30.79,32.79,32.25
highest,53.0,53.56,50.39,43.42,51.78
helpful,18.0,16.26,15.86,17.72,16.98
monthly,20.0,22.0,20.53,18.61,18.67
critical,98.0,102.34,106.38,105.45,108.65
frame,142.0,133.9,128.78,123.17,122.23
musical,54.0,58.34,56.92,52.28,58.57
definition,191.0,186.5,182.9,183.43,174.0
secretary,16.0,19.13,17.73,18.61,20.37
angeles,33.0,33.47,34.53,32.79,35.65
networking,57.0,53.56,51.32,51.39,50.93
path,96.0,95.64,94.25,93.93,92.52
australian,36.0,35.39,30.79,29.24,28.86
employee,14.0,17.22,23.33,24.81,26.31
chief,76.0,74.6,72.79,70.89,84.03
gives,98.0,91.82,95.18,93.93,93.37
kb,33.0,32.52,38.26,38.99,35.65
bottom,52.0,52.6,52.26,54.05,52.63
magazines,9.0,8.61,7.47,6.2,5.94
packages,51.0,53.56,51.32,54.94,54.32
detail,35.0,34.43,31.73,31.9,30.56
francisco,56.0,55.47,54.12,55.83,50.93
laws,67.0,64.08,59.72,63.8,62.81
changed,49.0,60.25,63.45,64.69,67.9
pet,10.0,9.56,10.26,9.75,9.34
heard,5.0,8.61,7.47,7.09,8.49
begin,37.0,44.0,47.59,46.96,44.99
individuals,141.0,140.59,139.04,141.78,150.24
colorado,7.0,7.65,9.33,9.75,8.49
royal,34.0,39.21,34.53,33.67,33.1
clean,14.0,14.35,14.93,18.61,18.67
switch,41.0,44.95,47.59,53.17,50.08
russian,48.0,52.6,48.52,62.91,62.81
largest,62.0,58.34,60.66,58.48,57.72
african,14.0,12.43,12.13,11.52,10.19
guy,7.0,7.65,8.4,7.98,8.49
titles,26.0,32.52,33.59,32.79,33.95
relevant,147.0,147.29,146.51,141.78,134.96
guidelines,29.0,34.43,33.59,36.33,38.2
justice,40.0,42.08,50.39,54.05,53.47
connect,90.0,87.99,94.25,89.5,90.82
bible,0.0,0.0,0.0,0.0,0.0
dev,16.0,17.22,16.8,18.61,17.82
cup,32.0,36.34,37.33,34.56,36.5
basket,2.0,1.91,1.87,1.77,1.7
applied,355.0,341.44,333.14,324.32,315.75
weekly,32.0,33.47,34.53,32.79,31.41
vol,171.0,149.2,143.71,134.69,129.02
installation,16.0,13.39,15.86,16.84,22.92
described,245.0,245.8,244.49,247.23,241.91
demand,70.0,73.64,70.92,67.34,67.06
pp,286.0,246.76,237.02,230.39,211.35
suite,51.0,53.56,53.19,56.71,55.17
vegas,10.0,8.61,10.26,11.52,11.03
na,7.0,6.69,7.47,6.2,5.94
square,63.0,61.21,69.05,66.46,62.81
chris,49.0,50.69,50.39,45.19,42.44
attention,99.0,117.64,118.51,116.97,116.29
advance,41.0,44.0,44.79,45.19,47.53
skip,14.0,16.26,14.93,15.95,16.13
diet,4.0,3.83,3.73,4.43,5.09
army,28.0,26.78,27.06,27.47,27.16
auction,16.0,10.52,10.26,11.52,10.19
gear,89.0,52.6,52.26,50.51,48.38
lee,91.0,92.77,89.58,83.29,88.28
os,74.0,70.77,73.72,79.75,87.43
difference,104.0,98.51,97.98,93.04,92.52
allowed,81.0,87.03,93.32,93.04,95.91
correct,83.0,79.38,80.25,84.18,79.79
charles,25.0,21.04,20.53,15.95,16.98
nation,23.0,22.95,25.2,26.58,23.77
selling,39.0,42.08,40.13,41.65,41.59
lots,10.0,3.83,1.87,1.77,2.55
piece,68.0,64.08,56.92,58.48,56.87
sheet,7.0,7.65,6.53,6.2,5.94
firm,56.0,57.38,53.19,42.53,40.74
seven,53.0,52.6,52.26,51.39,52.63
older,30.0,33.47,39.19,43.42,43.29
illinois,8.0,8.61,9.33,8.86,8.49
regulations,31.0,33.47,32.66,35.44,37.35
elements,206.0,206.59,209.03,208.24,210.5
species,46.0,43.04,50.39,53.17,51.78
jump,14.0,11.48,9.33,8.86,7.64
cells,64.0,65.04,62.52,64.69,60.26
module,136.0,129.12,130.64,131.15,117.98
resort,1.0,3.83,4.67,7.09,7.64
facility,30.0,31.56,23.33,21.27,21.22
random,266.0,250.58,263.15,272.04,246.15
pricing,6.0,7.65,9.33,10.63,11.03
dvds,4.0,4.78,4.67,3.54,3.4
certificate,1.0,3.83,3.73,3.54,3.4
minister,11.0,16.26,16.8,17.72,24.62
motion,197.0,213.28,213.69,204.69,202.01
looks,37.0,40.17,41.99,40.76,40.74
fashion,100.0,119.55,136.24,132.03,145.99
directions,37.0,38.26,39.19,38.1,37.35
visitors,12.0,11.48,11.2,15.06,15.28
documentation,51.0,54.52,52.26,48.74,50.08
monitor,75.0,72.69,73.72,78.86,78.09
trading,31.0,49.73,48.52,27.47,24.62
forest,28.0,25.82,28.93,27.47,27.16
calls,58.0,58.34,57.86,58.48,56.02
whose,137.0,131.03,135.31,128.49,124.77
coverage,43.0,44.0,43.86,45.19,48.38
couple,18.0,18.17,20.53,19.49,17.82
giving,64.0,64.08,61.59,59.37,63.66
chance,24.0,24.87,24.26,26.58,28.01
vision,508.0,506.9,493.64,457.24,436.28
ball,38.0,37.3,37.33,39.88,37.35
ending,50.0,52.6,53.19,52.28,64.51
clients,41.0,43.04,38.26,42.53,39.89
actions,254.0,249.62,244.49,243.68,238.51
listen,9.0,9.56,9.33,7.98,6.79
discuss,24.0,23.91,23.33,24.81,20.37
accept,9.0,9.56,9.33,10.63,11.03
automotive,42.0,44.95,43.86,37.22,34.8
naked,2.0,1.91,1.87,1.77,3.4
goal,342.0,336.66,339.67,338.5,317.45
successful,87.0,88.95,83.98,83.29,84.03
sold,72.0,76.51,73.72,76.21,96.76
wind,21.0,18.17,15.86,18.61,17.82
communities,32.0,35.39,38.26,34.56,35.65
clinical,69.0,78.43,77.45,76.21,75.54
situation,77.0,73.64,73.72,69.12,72.15
sciences,118.0,113.81,85.85,83.29,84.03
markets,25.0,25.82,25.2,18.61,20.37
lowest,21.0,18.17,18.66,21.27,21.22
highly,95.0,93.73,96.11,93.93,91.67
publishing,42.0,37.3,35.46,34.56,35.65
appear,59.0,60.25,55.06,57.6,64.51
emergency,35.0,39.21,35.46,34.56,33.95
developing,136.0,138.68,142.77,146.21,149.39
lives,36.0,44.95,41.99,59.37,61.96
currency,17.0,17.22,16.8,16.84,16.13
leather,9.0,13.39,9.33,8.86,8.49
determine,126.0,131.99,135.31,132.03,128.17
milf,0.0,0.0,0.0,0.0,0.0
temperature,47.0,47.82,42.93,45.19,45.84
palm,8.0,6.69,6.53,5.32,5.94
announcements,6.0,6.69,6.53,5.32,5.09
patient,86.0,97.55,95.18,99.25,102.7
actual,107.0,104.25,110.11,111.65,111.19
historical,57.0,62.17,61.59,57.6,56.87
stone,20.0,21.04,20.53,21.27,22.92
bob,20.0,20.08,18.66,17.72,17.82
commerce,23.0,22.0,24.26,24.81,22.92
ringtones,0.0,0.0,0.0,0.0,0.0
perhaps,34.0,31.56,29.86,27.47,27.16
persons,24.0,29.65,27.99,25.7,25.46
difficult,128.0,132.94,130.64,134.69,142.6
scientific,190.0,171.2,167.03,160.39,156.18
satellite,25.0,30.61,38.26,35.44,40.74
fit,82.0,80.34,78.38,77.09,73.85
tests,58.0,53.56,55.06,55.83,54.32
village,5.0,8.61,11.2,10.63,10.19
accounts,28.0,28.69,27.06,27.47,25.46
amateur,13.0,10.52,10.26,9.75,11.03
ex,15.0,17.22,15.86,15.95,17.82
met,51.0,54.52,57.86,56.71,56.87
pain,18.0,19.13,17.73,18.61,23.77
xbox,143.0,192.24,201.56,195.83,190.13
particularly,73.0,79.38,83.05,87.73,92.52
factors,73.0,79.38,83.05,87.73,92.52
coffee,5.0,5.74,6.53,6.2,7.64
www,302.0,285.97,213.69,147.1,129.87
settings,62.0,59.3,62.52,84.18,81.48
cum,0.0,0.0,0.93,0.89,0.85
buyer,0.0,0.0,0.0,0.0,0.0
cultural,41.0,42.08,45.72,47.85,52.63
steve,40.0,42.08,38.26,33.67,33.1
easily,116.0,108.07,108.25,105.45,104.4
oral,7.0,8.61,7.47,7.09,6.79
ford,43.0,41.13,37.33,38.1,36.5
poster,7.0,3.83,4.67,4.43,5.94
edge,130.0,164.5,161.44,174.57,170.61
functional,89.0,90.86,93.32,94.81,95.07
root,31.0,28.69,26.13,25.7,23.77
au,13.0,4.78,2.8,2.66,3.4
fi,114.0,117.64,123.18,119.63,118.83
closed,55.0,59.3,54.12,50.51,54.32
holidays,1.0,0.0,0.0,0.0,0.0
ice,8.0,6.69,7.47,7.09,8.49
pink,3.0,3.83,3.73,3.54,11.03
zealand,14.0,12.43,12.13,14.18,14.43
balance,31.0,33.47,33.59,35.44,35.65
monitoring,118.0,135.81,132.51,132.92,134.96
graduate,20.0,19.13,15.86,15.06,13.58
replies,13.0,8.61,7.47,7.09,8.49
shot,32.0,31.56,43.86,44.31,53.47
nc,3.0,2.87,2.8,4.43,4.24
architecture,332.0,307.01,309.81,338.5,326.79
initial,180.0,189.37,192.23,193.17,194.38
label,100.0,92.77,94.25,107.22,101.01
thinking,59.0,63.12,60.66,75.32,69.6
scott,41.0,40.17,36.39,31.01,29.71
llc,23.0,27.74,26.13,23.04,31.41
sec,13.0,34.43,33.59,12.41,11.88
recommend,15.0,13.39,12.13,13.29,13.58
canon,4.0,3.83,1.87,3.54,3.4
hardcore,1.0,0.96,0.93,0.89,0.85
league,13.0,15.3,20.53,23.93,24.62
waste,3.0,3.83,5.6,7.09,7.64
minute,30.0,33.47,30.79,31.9,31.41
bus,8.0,12.43,12.13,7.98,7.64
provider,45.0,45.91,43.86,39.88,38.2
optional,19.0,20.08,20.53,18.61,17.82
dictionary,62.0,58.34,56.92,54.94,52.63
cold,13.0,12.43,14.0,12.41,12.73
accounting,14.0,17.22,18.66,13.29,16.13
manufacturing,104.0,101.38,90.52,91.27,87.43
sections,41.0,39.21,35.46,33.67,30.56
chair,12.0,11.48,11.2,7.98,14.43
fishing,1.0,0.96,0.93,0.89,1.7
effort,61.0,63.12,62.52,62.03,64.51
phase,151.0,154.94,146.51,141.78,133.26
fields,162.0,150.16,148.37,145.32,149.39
bag,81.0,70.77,69.05,64.69,62.81
fantasy,29.0,32.52,36.39,24.81,24.62
po,4.0,3.83,3.73,3.54,5.09
letters,25.0,18.17,17.73,18.61,17.82
motor,35.0,30.61,29.86,30.13,29.71
va,5.0,5.74,4.67,4.43,5.09
professor,85.0,85.12,84.92,85.07,84.03
context,248.0,250.58,248.22,254.32,256.34
install,15.0,14.35,14.93,15.06,14.43
shirt,6.0,5.74,6.53,6.2,5.94
apparel,10.0,7.65,6.53,6.2,6.79
generally,119.0,119.55,132.51,132.92,128.17
continued,53.0,55.47,49.46,51.39,53.47
foot,11.0,11.48,11.2,12.41,11.88
mass,50.0,49.73,50.39,49.62,51.78
crime,36.0,33.47,32.66,40.76,39.04
count,31.0,31.56,29.86,30.13,28.86
breast,15.0,14.35,13.06,15.06,14.43
techniques,371.0,361.53,367.66,354.45,336.12
ibm,175.0,160.68,154.9,132.03,125.62
rd,6.0,5.74,5.6,6.2,5.94
johnson,23.0,22.95,23.33,22.15,21.22
sc,19.0,18.17,17.73,17.72,14.43
quickly,92.0,85.12,83.05,77.98,82.33
dollars,16.0,21.04,21.46,23.93,23.77
websites,42.0,44.0,43.86,47.85,41.59
religion,9.0,8.61,8.4,7.98,10.19
claim,50.0,45.91,48.52,49.62,48.38
driving,83.0,99.47,98.91,101.02,95.07
permission,12.0,12.43,10.26,11.52,11.88
surgery,20.0,21.04,22.4,22.15,21.22
patch,25.0,25.82,25.2,27.47,28.01
heat,7.0,6.69,2.8,7.98,7.64
wild,9.0,8.61,10.26,8.86,8.49
measures,87.0,88.95,88.65,93.04,91.67
generation,347.0,329.01,322.87,352.67,340.37
kansas,14.0,12.43,12.13,11.52,11.03
miss,9.0,6.69,8.4,8.86,16.98
chemical,40.0,39.21,40.13,41.65,37.35
doctor,21.0,21.04,22.4,23.04,23.77
task,267.0,243.89,247.29,250.77,252.09
reduce,108.0,119.55,122.24,124.94,118.83
brought,36.0,33.47,33.59,37.22,46.68
himself,40.0,36.34,35.46,38.1,42.44
nor,30.0,34.43,33.59,33.67,32.25
component,114.0,112.86,115.71,123.17,118.83
enable,106.0,94.69,91.45,85.95,84.88
exercise,22.0,22.0,21.46,19.49,18.67
bug,15.0,12.43,12.13,10.63,13.58
santa,12.0,11.48,10.26,10.63,11.03
mid,44.0,46.86,53.19,54.94,61.96
guarantee,13.0,12.43,14.0,13.29,12.73
leader,37.0,52.6,58.79,58.48,56.02
diamond,4.0,4.78,3.73,4.43,5.09
israel,30.0,34.43,29.86,27.47,29.71
se,18.0,23.91,23.33,38.99,34.8
processes,227.0,225.71,231.42,224.19,230.87
soft,46.0,47.82,46.66,46.96,46.68
servers,39.0,37.3,42.93,44.31,37.35
alone,49.0,51.65,55.06,58.48,60.26
meetings,6.0,6.69,7.47,6.2,7.64
seconds,24.0,26.78,26.13,23.93,25.46
jones,32.0,34.43,36.39,36.33,35.65
arizona,17.0,15.3,15.86,15.06,13.58
keyword,21.0,20.08,18.66,17.72,16.13
interests,21.0,22.0,21.46,27.47,26.31
flight,39.0,43.04,43.86,42.53,39.89
congress,39.0,38.26,40.13,34.56,30.56
fuel,19.0,17.22,14.93,15.06,11.03
username,3.0,2.87,1.87,1.77,1.7
walk,15.0,16.26,14.0,12.41,13.58
fuck,1.0,0.96,0.93,0.89,0.85
produced,136.0,134.85,144.64,140.01,139.2
italian,46.0,48.78,52.26,51.39,50.93
paperback,5.0,5.74,5.6,6.2,5.09
classifieds,0.0,0.0,0.0,0.0,0.0
wait,13.0,12.43,12.13,14.18,13.58
supported,116.0,124.33,126.91,122.28,121.38
pocket,7.0,6.69,5.6,4.43,4.24
saint,14.0,11.48,10.26,9.75,9.34
rose,13.0,14.35,12.13,14.18,16.98
freedom,40.0,39.21,40.13,46.08,39.89
argument,126.0,136.77,137.17,132.92,127.32
competition,131.0,138.68,137.17,145.32,145.99
creating,173.0,175.98,175.43,170.13,169.76
jim,16.0,18.17,18.66,16.84,15.28
drugs,29.0,33.47,32.66,30.13,30.56
joint,117.0,111.9,109.18,110.76,107.8
premium,17.0,23.91,21.46,15.95,16.98
providers,37.0,44.0,41.06,43.42,40.74
fresh,9.0,9.56,8.4,7.98,9.34
characters,130.0,140.59,146.51,149.75,149.39
attorney,4.0,4.78,4.67,5.32,5.94
upgrade,18.0,15.3,14.0,21.27,19.52
di,27.0,26.78,28.93,28.36,28.01
factor,86.0,82.25,80.25,80.64,77.24
growing,58.0,55.47,53.19,56.71,56.02
thousands,44.0,40.17,37.33,33.67,33.1
km,10.0,5.74,6.53,6.2,5.94
stream,50.0,49.73,52.26,45.19,43.29
apartments,1.0,0.96,0.93,0.89,0.85
pick,21.0,21.04,20.53,23.93,23.77
hearing,7.0,7.65,8.4,7.98,8.49
eastern,2.0,1.91,1.87,4.43,4.24
auctions,5.0,0.96,0.93,0.89,0.85
therapy,20.0,21.04,20.53,19.49,23.77
entries,27.0,25.82,28.93,30.13,28.01
dates,23.0,24.87,21.46,22.15,19.52
generated,183.0,193.2,192.23,214.44,222.39
signed,29.0,27.74,27.99,26.58,33.1
upper,39.0,38.26,38.26,38.99,38.2
administrative,14.0,13.39,14.0,15.06,13.58
serious,23.0,22.95,23.33,24.81,21.22
prime,27.0,34.43,36.39,34.56,37.35
samsung,141.0,89.9,89.58,83.29,83.18
limit,40.0,44.0,43.86,44.31,44.14
began,140.0,146.33,154.9,154.18,156.18
louis,14.0,13.39,13.06,13.29,14.43
steps,94.0,90.86,85.85,86.84,86.58
errors,75.0,73.64,76.52,70.89,69.6
shops,7.0,6.69,5.6,5.32,5.09
bondage,0.0,0.0,0.0,0.0,0.0
del,49.0,42.08,43.86,41.65,41.59
efforts,53.0,64.08,66.25,66.46,65.36
informed,26.0,25.82,22.4,22.15,26.31
ga,11.0,7.65,7.47,7.09,6.79
ac,20.0,22.95,21.46,18.61,14.43
thoughts,7.0,6.69,6.53,7.09,7.64
creek,0.0,0.0,0.0,0.0,0.0
ft,4.0,3.83,4.67,4.43,4.24
worked,69.0,71.73,73.72,68.23,68.75
quantity,17.0,15.3,15.86,15.06,12.73
urban,30.0,30.61,32.66,31.9,31.41
practices,49.0,51.65,56.92,60.26,60.26
sorted,7.0,6.69,7.47,7.09,6.79
reporting,33.0,31.56,33.59,31.9,33.1
essential,34.0,36.34,36.39,35.44,38.2
myself,4.0,3.83,2.8,2.66,2.55
tours,3.0,2.87,2.8,2.66,2.55
platform,477.0,453.34,449.78,450.15,442.22
load,35.0,36.34,37.33,37.22,33.95
affiliate,3.0,3.83,3.73,4.43,3.4
labor,15.0,20.08,20.53,21.27,24.62
immediately,30.0,33.47,35.46,33.67,32.25
admin,2.0,1.91,2.8,0.89,0.85
nursing,6.0,4.78,4.67,4.43,4.24
defense,58.0,67.91,70.92,69.12,65.36
machines,282.0,263.01,260.35,257.86,245.3
designated,28.0,29.65,27.06,24.81,26.31
tags,35.0,33.47,31.73,31.01,30.56
heavy,25.0,25.82,27.99,28.36,28.01
covered,40.0,36.34,29.86,30.13,28.01
recovery,13.0,11.48,11.2,8.86,16.13
joe,14.0,14.35,14.93,13.29,11.88
guys,2.0,2.87,1.87,1.77,1.7
integrated,174.0,175.02,175.43,171.91,170.61
configuration,71.0,65.99,64.39,69.12,66.21
cock,0.0,0.0,0.0,0.0,0.0
merchant,4.0,3.83,3.73,3.54,3.4
comprehensive,40.0,36.34,36.39,36.33,36.5
expert,220.0,209.46,197.83,196.72,188.43
universal,91.0,87.03,84.92,89.5,84.03
protect,57.0,63.12,65.32,72.66,68.75
drop,21.0,24.87,25.2,24.81,26.31
solid,27.0,25.82,21.46,21.27,22.07
cds,2.0,1.91,1.87,1.77,1.7
presentation,38.0,45.91,45.72,40.76,48.38
languages,242.0,209.46,207.16,209.12,208.8
became,145.0,160.68,152.1,152.41,157.03
orange,11.0,9.56,9.33,10.63,10.19
compliance,26.0,24.87,26.13,26.58,25.46
vehicles,99.0,105.21,103.58,103.68,101.86
prevent,62.0,70.77,69.99,77.98,78.94
theme,67.0,63.12,67.19,65.57,71.3
rich,40.0,38.26,36.39,35.44,33.95
im,13.0,11.48,11.2,10.63,10.19
campaign,68.0,70.77,68.12,65.57,63.66
marine,11.0,10.52,8.4,7.98,7.64
improvement,56.0,54.52,60.66,61.14,57.72
vs,44.0,43.04,41.99,44.31,44.14
guitar,3.0,4.78,4.67,4.43,6.79
finding,112.0,103.29,113.84,118.74,119.68
pennsylvania,18.0,18.17,15.86,15.06,14.43
examples,295.0,285.01,289.28,295.96,287.74
ipod,9.0,8.61,8.4,7.09,9.34
saying,44.0,48.78,47.59,44.31,48.38
spirit,14.0,16.26,14.93,14.18,14.43
ar,15.0,14.35,14.93,18.61,19.52
claims,67.0,72.69,75.59,72.66,79.79
porno,0.0,0.0,0.0,0.0,0.0
challenge,149.0,156.85,162.37,161.27,153.63
motorola,7.0,6.69,6.53,7.09,7.64
acceptance,14.0,13.39,15.86,15.95,20.37
strategies,55.0,59.3,65.32,67.34,71.3
mo,3.0,4.78,2.8,2.66,4.24
seem,20.0,23.91,23.33,24.81,21.22
affairs,25.0,26.78,25.2,24.81,22.92
touch,72.0,69.82,69.99,59.37,65.36
intended,113.0,113.81,108.25,119.63,116.29
towards,112.0,110.94,107.31,114.31,117.13
sa,10.0,10.52,7.47,7.09,11.88
goals,171.0,165.46,160.5,163.05,162.12
hire,10.0,9.56,8.4,10.63,11.88
election,14.0,14.35,14.0,14.18,14.43
suggest,43.0,41.13,42.93,40.76,41.59
branch,34.0,27.74,25.2,28.36,28.86
charges,13.0,14.35,14.0,10.63,10.19
serve,53.0,58.34,61.59,58.48,56.02
affiliates,1.0,0.96,0.93,0.89,0.85
reasons,56.0,56.43,54.12,53.17,54.32
magic,53.0,49.73,50.39,46.96,47.53
mount,14.0,10.52,7.47,7.09,6.79
smart,477.0,488.73,476.84,475.84,454.11
talking,32.0,28.69,27.99,26.58,24.62
gave,49.0,66.95,66.25,66.46,77.24
ones,84.0,80.34,83.98,92.16,95.07
latin,11.0,12.43,11.2,11.52,11.03
multimedia,49.0,47.82,44.79,43.42,42.44
xp,3.0,0.96,0.93,0.89,0.85
tits,0.0,0.0,0.0,0.0,0.0
avoid,69.0,73.64,74.65,78.86,77.24
certified,10.0,15.3,11.2,12.41,11.88
manage,56.0,53.56,52.26,54.94,50.93
corner,31.0,29.65,27.06,27.47,27.16
rank,70.0,65.04,66.25,71.78,72.15
computing,491.0,446.65,436.72,444.83,426.95
oregon,9.0,9.56,6.53,6.2,5.94
element,116.0,114.77,106.38,100.13,97.61
birth,23.0,23.91,23.33,23.93,22.07
virus,32.0,34.43,35.46,36.33,33.95
abuse,7.0,9.56,10.26,9.75,9.34
interactive,181.0,167.37,159.57,152.41,145.14
requests,22.0,23.91,24.26,26.58,24.62
separate,84.0,79.38,83.05,85.95,85.73
quarter,21.0,22.0,21.46,23.04,20.37
procedure,54.0,51.65,50.39,51.39,53.47
leadership,20.0,20.08,19.6,18.61,16.98
tables,24.0,27.74,27.99,28.36,28.01
define,135.0,132.94,128.78,133.8,131.56
racing,7.0,10.52,15.86,15.95,13.58
religious,8.0,13.39,12.13,12.41,12.73
facts,65.0,54.52,54.12,50.51,47.53
breakfast,1.0,0.96,0.93,0.89,0.85
kong,32.0,30.61,32.66,31.9,32.25
column,32.0,29.65,29.86,29.24,28.01
plants,19.0,16.26,15.86,16.84,17.82
faith,6.0,5.74,5.6,5.32,5.09
chain,83.0,84.16,80.25,77.98,75.54
developer,93.0,96.6,90.52,93.04,91.67
identify,145.0,152.07,158.64,159.5,158.73
avenue,3.0,2.87,2.8,2.66,4.24
missing,32.0,34.43,35.46,37.22,39.89
died,14.0,14.35,14.0,14.18,13.58
approximately,54.0,56.43,56.92,62.03,59.42
domestic,9.0,14.35,13.06,14.18,15.28
sitemap,4.0,3.83,3.73,3.54,3.4
recommendations,40.0,44.0,44.79,46.96,45.84
moved,24.0,34.43,37.33,41.65,39.04
houston,4.0,2.87,2.8,2.66,2.55
reach,61.0,57.38,58.79,69.12,69.6
comparison,77.0,79.38,77.45,77.98,75.54
mental,44.0,44.95,46.66,45.19,46.68
viewed,47.0,45.91,46.66,46.96,47.53
moment,84.0,82.25,83.05,79.75,75.54
extended,124.0,128.16,129.71,127.6,124.77
sequence,167.0,164.5,178.23,177.22,168.91
inch,9.0,11.48,14.93,15.06,14.43
attack,71.0,78.43,98.91,95.7,95.07
sorry,3.0,2.87,3.73,3.54,3.4
centers,36.0,39.21,40.13,39.88,42.44
opening,47.0,47.82,50.39,49.62,57.72
damage,22.0,22.0,22.4,25.7,35.65
lab,133.0,129.12,135.31,125.83,111.19
reserve,12.0,12.43,12.13,11.52,10.19
recipes,6.0,5.74,4.67,4.43,3.4
cvs,1.0,0.96,0.93,0.89,0.85
gamma,2.0,1.91,1.87,1.77,2.55
plastic,13.0,11.48,11.2,14.18,14.43
produce,152.0,154.94,159.57,161.27,166.36
snow,7.0,7.65,8.4,6.2,5.94
placed,48.0,53.56,55.99,54.94,59.42
truth,72.0,67.91,67.19,65.57,61.96
counter,22.0,24.87,27.06,25.7,25.46
failure,42.0,43.04,41.06,40.76,39.89
follows,153.0,158.76,164.24,167.48,172.31
eu,87.0,82.25,84.92,77.09,80.64
weekend,9.0,8.61,8.4,8.86,15.28
dollar,12.0,12.43,10.26,8.86,6.79
camp,5.0,4.78,5.6,6.2,5.94
ontario,8.0,7.65,7.47,7.09,7.64
automatically,132.0,128.16,124.11,122.28,123.08
des,32.0,31.56,25.2,23.93,21.22
minnesota,7.0,5.74,5.6,3.54,4.24
films,38.0,44.95,55.99,55.83,56.87
bridge,21.0,23.91,21.46,18.61,21.22
native,63.0,66.95,68.12,70.89,67.9
fill,32.0,32.52,36.39,36.33,34.8
williams,12.0,15.3,15.86,13.29,13.58
movement,78.0,83.21,77.45,77.09,74.69
printing,26.0,29.65,29.86,34.56,33.1
baseball,1.0,0.96,0.93,0.89,2.55
owned,38.0,32.52,33.59,33.67,36.5
approval,14.0,18.17,20.53,21.27,22.92
draft,20.0,25.82,31.73,31.9,32.25
chart,15.0,16.26,17.73,15.95,15.28
played,73.0,78.43,82.12,77.98,96.76
contacts,15.0,15.3,15.86,14.18,13.58
cc,19.0,18.17,15.86,15.95,11.03
jesus,4.0,3.83,3.73,0.89,0.85
readers,21.0,22.95,24.26,24.81,25.46
