id,translated_chinese,origin_translation,origin_bleu,gpt_translation,gpt_bleu
198,"据警方称,撞击摄影师的车辆司机不太可能面临刑事指控.",据警方称，撞倒摄影师的汽车司机未必会面临刑事指控。,32.067545318043415,根据警方的说法，撞到摄影师的司机不太可能面临刑事指控。,49.71278845066065
199,"由于每天只有18枚奖牌,",由于一天只颁发十八块奖牌，许多国家的运动员未能登上领奖台。,5.939072107322526,每天只有十八枚奖牌可供争夺，许多国家未能登上奖牌榜。,11.96872780805003
200,"荷兰在超级G赛中,安娜·乔赫梅森昨天在女排中排名第九,卡塔萨里内纳在同一赛事中排名第十.",与奖牌无缘的运动员包括荷兰的安娜·乔彻姆森，她在昨天的女子站姿超级大回转比赛中获得第九名，芬兰的卡特娅·萨里宁则在同一比赛中获得第十名。,11.95701407190921,他们包括荷兰，安娜·霍赫姆森在昨天的超级大回转比赛中，女子立式组获得第九名，以及芬兰的卡佳·萨里宁在同一项目中获得第十名。,11.940499003464875
201,澳大利亚的米切尔·格鲁利在男人的Sup-G赛中排名第十一.捷克竞争对手奥德里希·杰林克在男人的Sup-G赛中排名第十六.,澳大利亚选手米切尔·古尔力获得男子站姿超级大回转比赛第十一名。捷克选手奥德里奇·耶利内克获得男子坐姿超级大回转比赛第十六名。,14.78708478322138,澳大利亚的米切尔·古尔利在男子站立超级大回转中获得第十一名。捷克选手奥尔德里赫·耶利内克在男子坐式超级大回转中获得第十六名。,21.290696574919792
202,墨西哥的阿尔利·维拉斯克斯在男排坐式超级G赛中排名第十五.,墨西哥选手拉利·委拉斯开兹在男子坐姿超级大回转比赛中获得第 15 名的成绩。新西兰选手亚当·霍尔在男子站姿超级大回转比赛中获得第 9 名的成绩。,7.240559142883425,来自墨西哥的阿尔利·贝拉斯克斯在男子坐式超级大回转中获得第十五名。新西兰的亚当·霍尔在男子立式超级大回转中获得第九名。,23.3615241861903
203,波兰男子视障滑雪运动员马西耶克雷泽尔和导游安娜·奥加津斯卡在超级G赛中排名第十三.韩国Jong Seork Park在男人的坐式超级G赛中排名第二十四.,波兰男子视障滑雪选手马切吉·克雷泽尔（Maciej Krezel ）和向导安娜·奥加津斯卡（Anna Ogarzynska）在超级大回转比赛中获得第十三名，韩国选手朴钟硕（Jong Seork Park）在男子坐式超级大回转比赛中获得第二十四名。,29.143049874783365,波兰的男子视觉障碍滑雪运动员马切伊·克雷泽尔和他的向导安娜·奥加任斯卡在超级大回转比赛中获得第十三名。韩国的朴宗石在男子坐式超级大回转比赛中获得第二十四名。,25.844667807213256
204,"联合国维和部队在2010年地震后抵达海地,",联合国维和人员在 2010 年地震后抵达海地，他们因疫情蔓延而受到指责。疫情是从部队营地附近开始扩散的。,32.03883348885213,联合国维和部队在2010年地震后抵达海地，他们被指责为疾病传播的根源，该疾病起源于部队营地附近。,43.54938103908542
205,"根据诉讼,联合国营地的废物没有得到适当的清洁,",诉讼材料显示，联合国营地未能对废弃物进行适当的消毒处理，因而导致细菌进入阿蒂博尼特河的支流，这是海地最大河流之一。,9.138222894325063,根据这起诉讼，联合国营地的废物没有得到适当的消毒，导致细菌进入了阿尔蒂博尼特河的支流，而阿尔蒂博尼特河是海地最大的河流之一。,25.957375611104517
206,"在军队到达之前,海地自18世纪以来没有遇到与该疾病有关的问题.",在军队到来之前，海地自 19 世纪初以来从未遇到过与该疾病有关的问题。,38.099929921935264,在部队到来之前，海地自19世纪以来没有遇到与这种疾病相关的问题。,38.044689214756865
207,"哈伊蒂司法和民主研究所引用了独立研究,",海地正义与民主研究所 (Haitian Institute for Justice and Democracy) 引用的独立研究表明，是尼泊尔的联合国维和部队在不知情的情况下将这种疾病带到了海地。,6.619045002677411,海地正义与民主研究所提到了一些独立研究，这些研究表明尼泊尔的联合国维和营在不知情的情况下将这种疾病带到了海地。,9.645821858045501
208,"联合国疾病专家丹尼尔·兰塔gne表示,",研究该疾病的联合国专家丹妮尔·拉塔涅 (Danielle Lantagne) 表示，疫情爆发很可能是由维和人员引起的。,9.711632239835343,联合国该疾病专家丹妮尔·兰唐表示，这次疫情很可能是由于维和人员引起的。,16.23843822458306
209,哈密尔顿证实霍华德大学医院接受了患者的病情稳定.,汉密尔顿（Hamilton）确认，霍华德大学医院收治的病人情况稳定。,21.842656675820983,汉密尔顿确认霍华德大学医院接收了病情稳定的患者。,40.15973316030525
210,"患者曾去尼日利亚,",这名患者曾去过尼日利亚，当地曾出现数宗埃博拉病毒的病例。,14.40369920838618,患者曾去过尼日利亚，那儿出现了一些埃博拉病毒病例。,16.073318430145076
211,"医院遵循了控制感染的协议,包括将病人与其他人分开,以防止可能感染其他人.",医院遵循了感染控制规定，包括把患者与他人隔离，以防感染到其他人。,20.8218676919598,医院已遵循感染控制的流程，包括将患者与其他人分开，以防止可能对他人造成感染。,27.862590947145744
212,"在""辛普森""之前,西蒙曾在多个节目上工作,",在出演《辛普森一家》前，西蒙曾在几个节目中担任过多种职位。,15.634800159799283,在《辛普森一家》之前，西蒙曾在各种节目中担任过多个职位。,16.71927194737822
213,"在20世纪80年代,他曾参与出租车,欢呼和特雷西乌尔曼秀等节目.",20 世纪 80 年代，他在《出租车》、《欢呼》以及《特蕾西·厄尔曼秀》等节目工作。,26.71044832418781,在1980年代，他参与了《出租车》第， 《干杯》，以及《特雷西·乌尔曼秀》等节目。,19.054651968912957
214,"1989年,他帮助布鲁克斯和格鲁宁创建了辛普森剧,并负责聘请该节目的第一支写作团队.",1989 年，他与布鲁克斯和格罗宁一起创作了《辛普森一家》，并负责聘请了该剧的首支编剧团队。,26.996163607562135,在1989年，他与布鲁克斯和格雷宁一起创建了《辛普森一家》，并负责招聘了该节目第一组编剧。,25.795764502322104
215,"尽管他离开了节目,1993年,他仍然保持了执行制片人称号,并继续每季收取数亿美元的版权.",尽管他在 1993 年离开了节目，但他保留了执行制片人的头衔，并持续获得每季数千万美元的版税。,29.06741837743519,尽管在1993年退出了节目，他仍然保留了执行制作人的头衔，并继续每季获得数千万美元的版权费。,28.495948274635218
216,"据中国新华社报道,",早些时候，中国通讯社新华社报道了一架飞机已被劫持的新闻。,13.07563479462386,早些时候，中国新闻社新华社报道了一架飞机被劫持的消息。,15.072245534950616
217,"随后的报道称,该飞机收到了炸弹威胁,",随后的报道称，这架飞机受到炸弹威胁，被迫返回阿富汗，降落在坎大哈。,20.387732243385727,后来的报道称，这架飞机收到了炸弹威胁，随后被重新指引回到阿富汗，并在坎大哈降落。,25.66972434551729
218,"据报道,飞机被拒绝紧急降落后被转移到阿富汗.",早些时候的报道称，这架飞机被拒绝在乌鲁木齐紧急降落后，已返回阿富汗。,21.3840904359304,早期报道称，这架飞机在乌鲁木齐被拒绝紧急着陆后，被迫返回阿富汗。,16.63269881949698
219,"伊朗航空事故是常见的,",空难在伊朗是司空见惯的事，这个国家的民用和军用飞机都已经老化，缺少维护。,4.319139246271207,在伊朗，航空事故很常见，原因是该国的机队老旧，民用和军用航空的维护都很差。,9.646683988735447
220,国际制裁意味着新飞机不能购买.,在国际制裁下，伊朗无法购买新的飞机。,17.024252098904597,国际制裁导致无法购买新飞机。,23.725704668662
221,"警方直升机毁,造成3人死亡,",本周早些时候，一架警用直升机坠毁，事件造成 3 人死亡，3 人受伤。,18.4745953520778,本周早些时候，一架警用直升机坠毁，导致三人遇难，三人受伤。,5.874380432174912
222,"伊朗上个月遭遇了多年来最严重的空难, 一架飞机向亚美尼亚飞行,",上个月，伊朗一架飞往亚美尼亚的客机坠毁，机上 168 人遇难，这是伊朗多年来最惨烈的一起空难。,16.56631064475455,上个月，伊朗发生了近年来最严重的空难，一架前往亚美尼亚的客机坠毁，造成机上168人全部遇难。,23.38022436309912
223,"同月,另一个航班在马什哈德的跑道上毁,",同一个月，又有一架客机冲出马什哈德的跑道，撞上一堵墙，造成 17 人死亡。,18.23487645299069,同一个月，另一架客机在马什哈德的跑道上冲出，撞上了一堵墙，造成十七人遇难。,24.32342475884537
224,艾洛斯密斯已经取消了他们的巡回演唱会.,空中铁匠乐队已经取消了他们巡回演唱会的剩余场次。,33.707908082104005,艾 Aerosmith 已经取消了他们巡演的剩余演出。,23.41719722499388
225,乐队将在9月16日之前巡回美国和加拿大.,这支摇滚乐队原定在美国和加拿大巡演，一直持续到 9 月 16 日。,26.533886444884754,这支摇滚乐队原本计划在美国和加拿大巡演，直到9月16日。,27.387098522598645
226,首歌手斯蒂文·泰勒在8月5日表演时摔倒后受伤.,主唱史蒂芬·泰勒在 8 月 5 日的演出中从舞台跌落受伤，随后乐队取消了这次巡演。,20.050112247747908,他们取消了巡演，因为主唱史蒂文·泰勒在8月5日表演时从舞台上摔下来受伤。,35.793610158114156
227,"穆雷在两人都在比赛中每次服务之后,在平局中输掉了第一盘.",双方都保住了各自的每个发球局，之后穆雷在抢七局中输掉了第一盘。,25.535884521072354,穆雷在首盘比赛中以抢七落败，双方在这一盘中都保持了每一次发球。,11.683625212323507
228,"德尔波特罗在第二集中获得了早期优势,但这也需要在6-6后打平局.",德尔·波特罗（Del Potro）在第二盘刚开局时就占上风，但在比分达到 6-6 后就得进行抢七大战。,10.95299562784113,德尔波特罗在第二盘开始时占据了优势，但在打到6-6后，这一盘也需要通过抢七决胜。,25.722988404116382
229,"波特罗在此处接受了肩膀治疗,但成功恢复了比赛.",此时波特罗接受了肩膀治疗，但仍坚持继续比赛。,30.694011152836246,波特在这一阶段接受了肩部治疗，但最终还是成功回到了比赛中。,16.578114047066396
230,节目开始于当地时间晚上8点30分 (UTC15点).,节目于当地时间晚上 8:30 (15.00 UTC) 开始。,36.96737657130333,该节目于当地时间晚上8:30开始（协调世界时15:00）。,28.230598418499476
231,"全国著名歌手向Shyam献唱了"""",或献身歌.",全国各地的著名歌手都唱祈祷歌献给 Shri Shyam。,21.22318562593474,全国著名歌手们向希里·夏姆的足下献上了拜颂歌曲或奉献歌曲。,17.03598088228985
232,"演唱家桑朱·斯尔玛开始了晚上,随后是贾克·乔德里.",当晚由歌手桑朱·沙玛（Sanju Sharma）开场演出，随后是贾伊·尚卡尔·乔杜里 （Jai Shankar Choudhary）出场。也演唱了 chhappan bhog 祈祷歌。歌手拉朱·坎戴尔瓦尔（Raju Khandelwal） 同他一起进行了表演。,4.610497956921114,歌手Sanju Sharma开启了这个晚上，接着是Jai Shankar Choudhary。他还演唱了chhappan bhog的佛教颂歌。歌手Raju Khandelwal在旁边伴唱。,1.9743392923494936
233,"后来,拉克哈·辛格率领唱歌.",然后，拉卡·辛格带头唱了拜赞歌。,10.987305250601054,然后，拉卡·辛格率先开始唱颂歌。,15.745662571302733
234,"八个盘子的普邦博格 (在印度教中,56种不同的可食物,如甜点,水果,坚果,菜等,供给神) 于巴巴施.",108 碟珍馐奉纳（Chhappan Bhog）（在印度教中，Chhappan Bhog 指供奉神灵的56 种不同食物，其中包括糖果、水果、坚果、菜品等物）供奉给 Baba Shyam。,9.686757337824323,108盘查潘博格（在印度教中，指的是56种不同的可食用物品，比如甜点、水果、坚果、菜肴等，供奉给神明）被奉上给巴巴·夏姆。,21.8882223599442
235,"拉克哈辛格也演出了""普恩布格""节目.歌手拉朱·坎德尔瓦尔陪伴着他.",拉卡·辛格 (Lakkha Singh) 还介绍了 chhappan bhog bhajan。歌手 Raju Khandelwal 陪同他身边。,3.2268278641335635,拉卡·辛格还演奏了查帕万·博格的颂歌。歌手拉朱·坎德尔瓦尔在旁伴唱。,27.693931582440314
236,"在周四的东京游戏展的主题演讲中,任天堂总裁Satoru Iwata揭示了公司新任天堂革命控制台的控制器设计.",在周四的东京电玩展上，任天堂总裁岩田聪发表主题演讲，公布了公司新一代任天堂 Revolution 游戏主机控制器的设计。,23.555333658441526,在星期四东京电玩展的主题演讲中，任天堂总裁岩田聪揭示了公司新款任天堂革命游戏机的手柄设计。,33.23687450956534
237,"控制器类似于电视遥控器,它使用两个在用户电视附近放置的传感器,",该控制器类似于电视遥控器，使用放置在用户电视机附近的两个传感器来对其在三维空间中的位置进行三角测量。,31.824192057090205,这个控制器类似于一个电视遥控器，它使用放置在用户电视附近的两个传感器来定位其在三维空间中的位置。,31.67464698082167
238,这将使玩家通过在空中移动设备来控制电子游戏中的行动和运动.,它让玩家可以通过在空中移动设备来控制电子游戏中的运动和操作。,61.13883400373328,这将允许玩家通过在空中移动设备来控制视频游戏中的动作和移动。,51.065848561078894
239,"吉安卡罗·菲西切拉失去了控制他的车,",詹卡洛·费斯切拉因失去了对赛车的把控，在比赛开始后不久就退出了。,8.093786563594886,贾恩卡洛·菲斯基拉在比赛开始后不久失去了对赛车的控制，很快就结束了比赛。,8.33009041762847
240,"他同事费尔南多·阿隆索大部分比赛都领先,",他的队友费尔南多·阿隆索（Fernando Alonso）在比赛中的绝大多数时间里都处于领先地位，但却在进站后就退出了比赛，大概是因为其右前轮实在塞得厉害。,10.946748653918563,他的队友费尔南多·阿隆索在比赛的大部分时间里领先，但在进站之后不久就结束了比赛，可能是因为右前轮的状态不好。,16.816857340443235
241,"由于在比赛期间发生的许多战斗中受到悬挂损害,迈克尔·舒马赫在阿隆索之后不久结束了他的比赛.",迈克尔·舒马赫在阿隆索退赛后不久也退出了比赛，因为在比赛的多次竞逐中，悬架受到了损伤。,29.95191084971742,迈克尔·舒马赫在阿隆索之后不久结束了他的比赛，因为在比赛中经历了多次激烈争斗导致悬挂受损。,51.02238487022945
242,"""她很可爱,歌唱也很好"",他说根据新闻发布会的报道.",根据新闻发布会的记录文字，他曾说过：”她很可爱，唱得也很好。”,30.522067706446947,“她非常可爱，唱歌也很好，”他在新闻发布会的记录中说道。,22.71592481968876
243,"""我们每次练习这件事,我都很感动.",“每次我们排练这场表演的时候，我都很感动，打心眼里感动。”,14.982812402376396,“每次我们彩排这个时，我都从心底里感动。”,10.898011066247944
244,"发射3分钟后,机上摄像头显示了许多断泡从燃料箱中断出来.",发射大约 3 分钟后，箭载摄像机显示大量绝缘泡沫碎片从燃料箱脱落。,17.43796573000313,在发射大约3分钟的时候，一台机载摄像头显示出许多保温泡沫从燃料箱上脱落。,20.406216251365773
245,"据说,这些飞行员并没有造成任何损害.",然而，这些泡沫被认为并没有对航天飞机造成任何损坏。,18.486566600094683,然而，他们被认为没有对航天飞机造成任何损害。,21.213357622017977
246,"美国宇航局航天飞行器计划负责人韦恩·海尔小说说,",美国宇航局的航天飞机项目负责人 N. Wayne Hale Jr. 表示，泡沫是“经受住了我们担心的时长之后”才掉落的。,9.427371073631322,美国国家航空航天局（NASA）的航天飞机项目负责人N. Wayne Hale Jr.表示，泡沫是在“我们所关心的时间之后掉落的。”,5.260555393765854
247,"五分钟后,风开始滚动,大约一分钟后,风速达到70公里/小时... 然后下雨,但如此强烈,如此大,以至于它像针一样打你的皮肤,",表演开始五分钟后，刮起了风，约一分钟后，风速达到了 70 公里/小时……紧接着又下起了雨，雨势如此之大，像针扎一样拍打在皮肤上，随后天上下起了冰雹，惊慌失措的人群尖叫着四散奔逃。,17.359739347676378,展示进行到五分钟的时候，风开始卷起来，大约一分钟后，风速达到了每小时70公里……然后下起了雨，但雨下得非常大，雨点打在皮肤上像针一样刺人，接着冰雹从天而降，人们惊慌失措，尖叫着互相冲撞。,15.577028403972545
248,"我失去了我的妹妹和她的朋友, 在路上,有两个残疾人坐轮椅,",“我姐姐和她的朋友不见了，路上有两个残疾人坐着轮椅，有人跳过去帮他们推轮椅”，阿尔芒·范思哲说道。,19.615185272532624,“我失去了我的妹妹和她的朋友，路上有两个坐轮椅的残疾人，人们只是跳过他们并推开他们，”阿尔芒·范思哲说道。,30.360126319574643
249,"据NHK报道,尼加塔县卡里瓦卡西瓦基核电站正常运行.",日本广播协会 (NHK) 还报道说，位于新泻县的柏崎刈羽 (Kashiwazaki Kariwa) 核电站运行正常。,7.786530597333703,NHK还报道说，新潟县的柏崎刈羽核电站正在正常运行。,19.2548309178744
250,"霍库里库电力公司报告说,地震没有影响,",北陆电力株式会社报道称，志贺核能发电厂 1 号和 2 号反应堆已经关闭，地震并未造成影响。,4.592185942527344,北陆电力公司报告称地震没有影响，其志贺核电站的1号和2号反应堆已停运。,23.29353805448791
251,"据报道,该地区有约9400户家庭没有水,约100户没有电.",据报道，该地区约有 9400 户家庭断水，大约 100 户断电。,36.10200101880014,据报道，该地区大约有9400户家庭缺水，约有100户家庭停电。,31.292980181933654
252,"部分道路受损,受影响地区的铁路服务中断,",一些道路受到了损坏，受影响地区的铁路服务中断，石川（Ishikawa）县的能登机场仍然处于关闭状态。,25.45515471373753,一些道路受到了损坏，受影响地区的铁路服务中断，石川县的能登机场仍然关闭。,34.76337829863373
253,在总督办公室外爆炸了一枚炸弹.,一枚炸弹在总督办公室外爆炸。,67.2767022631755,,
254,"在两个小时内,还有三枚炸弹在政府建筑附近爆炸.",两小时内，政府大楼附近又发生了三起炸弹爆炸事件。,14.254135276060687,在两小时内，政府大楼附近又发生了三起爆炸。,15.106879875722893
255,"据报道,官方的死亡人数是8人,官方报道证实,有30人受伤;但最终的数字还不清楚.",一些报道称官方宣布的死亡人数为 8 人，而据官方报道证实，有多达 30 人受伤；但是最终的数字尚未确定。,29.18143991695839,一些报告称官方死亡人数为八人，官方报告确认有多达三十人受伤；但最终的数字尚未确定。,20.59376090355272
256,酸和胺都在物食用污染的物死亡的尿样中发现.,在食用受污染宠物食品后死亡的宠物的尿样中，均发现了氰尿酸和三聚氰胺。,17.85542778845806,,
257,"据大学的研究人员说,这两种化合物相互作用形成结晶,可能会阻碍脏功能.",该大学的研究人员表示，这两种化合物相互作用形成的晶体可能会造成肾脏功能障碍。,46.33052197501911,大学的研究人员表示，这两种化合物相互反应形成的晶体可能会阻碍肾功能。,42.374514380869485
258,"研究人员观察到,在猫尿液中通过添加梅拉胺和酸形成晶体.",研究人员观察到，在添加三聚氰胺和三聚氰尿酸后，猫的尿液中形成了结晶。,24.5034382960128,研究人员观察到在猫尿中通过添加三聚氰胺和氰尿酸形成的结晶。,35.59020574644832
259,"这些晶体的组成与受影响的物尿液中发现的晶体相匹配,而在红外光谱 (FTIR) 分析下进行了比较.",通过红外光谱 (FTIR) 进行比较后发现，这些结晶的成分与在受影响宠物的尿液中发现的结晶成分吻合。,32.594101831556685,这些晶体的成分与通过红外光谱（FTIR）检测到的受影响宠物尿液中的成分相匹配。,26.202792032758055
260,"我不知道你是否意识到,但大多数来自中美洲的商品都免税进入这个国家.",我不知道你有没有意识到，从中美洲进口到这个国家的大部分货物都是免关税的。,21.254310611532397,我不知道你是否意识到了，不过大部分中美洲的商品是免税进入这个国家的。,52.468759811802535
261,"尽管如此,我们80%的商品被通过中美洲国家征税.",然而，我们百分之八十的商品在中美洲国家被征收关税。……我们对待你。,14.885876037766621,然而，我们在中美洲国家的商品中，有百分之八十是通过关税征税的。我们对待您。,14.941968834105912
262,这对我来说似乎没有意义;,我觉得这毫无道理；显然不公平。,2.314814814814815,这对我来说似乎没有道理；这肯定是不公平的。,38.301317115654385
263,"我只会告诉人们,你对待我们,就像我们对待你一样.",我对人们说的是：我们怎么对待你，你就怎么对待我们。,17.26807815085122,我对别人说的就是，你们怎么对待我们，我们也会怎么对待你们。,15.222119069671297
264,"加利福尼亚州长阿诺德·施瓦兹内格签署了一项法案,",加利福尼亚州长阿诺德·施瓦辛格签署了一项法案，禁止向未成年人出售或出租暴力电子游戏。,44.22102782758358,加利福尼亚州州长阿诺德·施瓦辛格签署了一项法律，禁止向未成年人销售或出租暴力视频游戏。,35.79185463968763
265,"法律要求加利福尼亚州销售的暴力视频游戏标记""18""的标签,",该法案规定在加州销售的暴力电子游戏必须贴上“18”的标签，销售商每违法销售给未成年人一次就会被处以 1000 美元的罚款。,11.263864063946976,该法案要求在加利福尼亚州出售的暴力视频游戏必须贴上标有“18”的标签，向未成年人出售这些游戏将处以每次违规1000美元的罚款。,20.760386795492714
266,检察局长Kir StarmerQC今天早上发表声明宣布Huhne和Pryce被起诉.,总检察长兼王室法律顾问凯尔·斯塔莫 (Kier Starmer) 今天上午发表声明，宣布对胡纳和普莱斯提起公诉。,20.63986957861541,公共检察署署长基尔·斯塔默（Kier Starmer QC）今天早上发表声明，宣布对赫恩（Huhne）和普赖斯（Pryce）两人提起诉讼。,33.84150122616187
267,"哈恩辞职,他将被埃德·戴维议员取代.",胡纳已经辞职，他在内阁中的位置将由国会议员埃德·戴维 (Ed Davey) 接替。预计国会议员诺曼·兰姆 (Norman Lamb) 将接替戴维空出的商务部长一职。,6.045148649683033,赫恩已经辞职，他将在内阁中被埃德·戴维议员取代。诺曼·兰姆议员预计将接任戴维所 vacate 的商务部长职位。,19.673294711552884
268,哈恩和普莱斯将于2月16日出庭于威斯敏斯特法官法院.,胡纳和普赖斯将于 2 月 16 日在威斯敏斯特治安法院出庭。,39.004115449767625,赫恩和普赖斯定于2月16日在威斯敏斯特治安法庭出庭。,31.783583566192263
269,死亡者是25岁的尼古拉斯·阿尔登和21岁的扎克里·库德贝克.,遇难者分别是 25 岁的尼古拉斯·奥尔登 (Nicholas Alden) 和 21 岁的扎卡里·卡德巴克 (Zachary Cuddeback)。当时驾车的是卡德巴克。,19.482843169514513,遇难者是25岁的尼古拉斯·奥尔登和21岁的扎卡里·卡德巴克。卡德巴克是司机。,43.6546879479285
270,"埃德加·维吉拉受伤于手臂和部,而克里斯托弗·施奈德则需要对他的脸进行重建手术.",埃德加·贝吉利亚 (Edgar Veguilla) 的手臂和下巴受伤，而克里斯托弗· 施耐德 (Kristoffer Schneider) 则需要做脸部重建手术。,18.524550147088238,埃德加·维奎拉（Edgar Veguilla）在事故中受到了手臂和下巴的伤害，而克里斯托弗·施奈德（Kristoffer Schneider）则需要进行面部重建手术。,21.104574049152887
271,"斯奈德持续疼痛,一只眼睛失明,头骨缺陷部分,",乌卡 (Uka) 的武器在指着第五个人的头时失灵了。施耐德（Schneider）疼痛不已，一只眼睛失明，一块头骨缺失，利用钛板才重塑了脸部。,9.274374466568624,,
272,施奈德通过视频链接在他的祖国美国空军基地作证.,施耐德 (Schneider) 在其祖国的美国空军 (USAF) 基地通过视频连线进行作证。,14.674845540894971,施耐德在他的祖国的一处美国空军基地通过视频连线作证。,35.37530325748763
273,"卡帕内多在周三的比赛之后,在锦标赛中参加了两次单独比赛.",除了周三的比赛，卡帕内多（Carpanedo）还参加了锦标赛的两项个人竞赛。,18.576132339914636,除了星期三的活动，卡尔帕内多在锦标赛上参加了两个个人项目的比赛。,20.93807713712615
274,"她的第一场比赛是斯拉洛姆赛,在她的第一场比赛中,她获得了未完成的奖项.",她的第一个项目是障碍滑雪，并在第一回合以“未完成”的成绩结束比赛。该比赛 116 名参赛者中有 36 人取得了相同的成绩。,11.202094844014866,她的第一项比赛是高山滑雪回转，其中她在第一次滑行中没有完成。116名参赛选手中，有36名的结果也是没有完成。,9.405903019875918
275,"她的另一场比赛,巨人斯拉洛姆,她在女排排排列第十位,总跑时间为4:41.30,2:11.60分钟比奥地利第一名的克劳迪亚·洛伊斯和匈牙利第九名的吉昂基·达尼慢慢1:09.02分钟.",她的另一项比赛是大回转，在女子站姿组中以 4:41.30 分钟的总成绩名列第十，比排名第一的奥地利选手克劳迪娅·罗什慢了 2:11.60 分钟，比排名第九的匈牙利选手巩基·达尼慢了 1:09.02 分钟。,31.440757945641916,她的另一项比赛，巨人回转，她在女子坐式组中以总用时4分41.30秒获得第十名，比获得第一名的奥地利选手克劳迪娅·洛施慢了2分11.60秒，比第九名的匈牙利选手荣吉·达尼慢了1分9.02秒。,22.928840830903923
276,"女子坐组的四名滑雪运动员未能完成比赛,",女子坐式组的四名滑雪选手未能完赛，大回转项目（Giant Slalom）的 117 名选手中有 45 人未能挤进榜单。,12.404071579559476,四名女子坐式滑雪运动员未能完成她们的比赛，共有117名选手参加的大回转滑雪中，有45名未能进入名次。,20.600826917429778
277,"据悉,中邦警方还没收到盗窃的笔记本电脑和手机.",中央邦警方追回了被盗的笔记本电脑和手机。,41.975552692461335,中央邦警方追回了被盗的笔记本电脑和手机。,41.975552692461335
278,"副总督察DK亚亚说:""我们已经逮捕了5名强奸瑞士妇女,",副总警监埃利亚（D K Arya）称：“我们逮捕了 5 名强奸这位瑞士妇女的人，并找到了她的手机和笔记本电脑。”,17.175283709535393,,
279,"据悉,这两名被告的姓名是巴巴坎杰尔,布塔坎杰尔,兰普罗坎杰尔,加沙坎杰尔和维什努坎杰尔.",被告的姓名分别是 Baba Kanjar、Bhutha Kanjar、Rampro Kanjar、Gaza Kanjar 和 Vishnu Kanjar。,4.511859917021203,被告的名字是巴巴·坎贾尔、布塔·坎贾尔、拉姆普罗·坎贾尔、加扎·坎贾尔和维希努·坎贾尔。,13.76094835397161
280,"警长陈德拉·谢克尔·索兰基说,被告在法庭上面包着面.",警察局长钱德拉·谢卡尔·索兰基说，被告人出庭时都蒙住了脸。,22.768334458865066,警察局长昌德拉·谢卡尔·索兰基说，嫌疑人出庭时脸部被遮住了。,20.95167554084007
281,"虽然车撞车时,房子里有三个人,但没有人受伤.",虽然车撞到房子时，房子里面有三个人，但最后并没有人受伤。,27.85500186746978,虽然当汽车撞击房子时，屋内有三个人，但他们都没有受伤。,17.703408868363375
282,车手的头部受到了严重伤害.,然而，司机的头部受到了重创。,30.539925411577286,然而，司机头部受了重伤。,14.295057460525085
283,"事故发生的道路暂时关闭,",事故发生的道路暂时封闭，紧急救援人员将司机从红色奥迪 TT 中救了出来。,24.2690866468522,发生事故的道路暂时关闭，紧急救援人员正在将驾驶员从红色奥迪TT中解救出来。,18.143412495781572
284,他最初被送入了大雅尔斯的詹姆斯帕格特医院.,起初，他被送往位于大雅茅斯的詹姆斯·佩吉特医院进行救治。,18.84077161558851,他最初是在大雅茅斯的詹姆斯·帕吉特医院住院的。,23.91107644921945
285,随后他被转移到剑桥的阿登布鲁克医院.,他随后被转送到剑桥的阿登布鲁克医院。,60.86905061169767,他随后被调到剑桥的阿登布鲁克医院。,62.14557987988063
286,艾德科亚被指控谋杀她的儿子.,此后，阿德克雅被控谋杀她的儿子，于爱丁堡治安法庭受审。,21.43705474106144,,
287,"她被拘留,等待起诉和审判, 但任何目击证据可能会受到污染,",她被拘留，等待起诉和审判；但是任何目击者的证据都可能受到负面影响，因为她的形象已被广泛发布。,23.132037174593183,她在待指控和审判期间被拘留，但任何目击证据可能会受到影响，因为她的影像已经被广泛传播。,31.100019078915054
288,"苏格兰司法工作不同,法院认为照片的发布可能是有害的.",这在英国的其他地方是常见做法，但苏格兰的司法制度有所不同，法院认为公布照片可能会造成潜在的危害。,13.161383446094666,这在英国其他地方是常见做法，但苏格兰的司法系统运作不同，法院认为发布照片可能具有偏见。,15.816677113527666
289,"丹迪大学的帕梅拉·弗格森教授指出"",如果记者发布嫌疑人的照片,",邓迪大学（University of Dundee）的 Pamela Ferguson 教授指出：“记者如果公布嫌疑人的照片等信息的话，似乎确实存在危害性。”,13.012080409549814,邓迪大学的帕梅拉·弗格森教授指出：“如果发布嫌疑人的照片等，记者似乎确实在走一条危险的道路。”,45.61864240233265
290,"总监负责起诉的皇室办公室向记者表示,至少直到起诉之前,",起诉的主要负责部门皇家检控署向记者表示，至少在提起公诉之前将不会再发表进一步言论。,16.07043692862052,检察院负责整体的起诉工作，已经向记者表示，至少在起诉之前不会再发表任何评论。,16.752416235947166
291,"根据泄露的文件,这将是关于巴勒斯坦在1967年中东战争之前的边界问题.",据透露，这份文件将提及边界争端，巴勒斯坦希望以1967年中东战争前的边界为基础。,29.40857495056474,根据泄露的文件，文件将提到边界争议，巴勒斯坦希望依据1967年中东战争前的边界。,38.96938772544535
292,"据报道,其他被讨论的议题包括耶路撒冷的未来状态,",据报道，讨论的其他议题包括对两国来说都神圣的耶路撒冷的未来状态和约旦河谷问题。,31.02650461646296,据报道，其他讨论的话题还包括耶路撒冷的未来状态，该地点对两国都具有神圣的意义，以及约旦河谷问题。,27.005040597973668
