id,translated_spainish,origin_translation,origin_bleu,gpt_translation,gpt_bleu
169,"El sitio web de la estación describe el programa como ""viejo teatro de radio escolar con un nuevo y escandaloso giro geeky!""","El sitio web de la estación describe al programa como «un radioteatro de la vieja escuela ¡con un giro inteligente, nuevo y ofensivo!».",55.356438002418486,"El sitio web de la estación describe el programa como ""teatro de radio a la antigua con un giro nuevo y escandalosamente geek"".",71.82245396000508
170,"En sus primeros días, el programa fue presentado únicamente en el sitio de radio de Internet TogiNet Radio, un sitio centrado en la radio de conversación.","En sus inicios, el programa se emitía solo en el sitio de radio por internet, TogiNet Radio, un espacio de larga data enfocado en el formato de radio hablada.",47.76716347662825,"En sus primeros días, el programa se transmitía exclusivamente en el sitio web de radio por internet de larga duración TogiNet Radio, un sitio enfocado en la radio hablada.",59.518590376798485
171,"A finales de 2015, TogiNet estableció AstroNet Radio como una estación subsidiaria.","A fines de 2015, TogiNet instaló la estación AstroNet Radio como una filial.",66.18050545647145,"A finales de 2015, TogiNet estableció AstroNet Radio como una estación subsidiaria.",100.0
172,"El programa originalmente contó con actores de voz amateur, locales al este de Texas.","Originalmente, el programa contó con actores de doblaje aficionados, locales del este de Tejas.",57.133049357048,"El programa originalmente contaba con actores de voz aficionados, locales de Texas del Este.",66.11470463274645
173,"Según se informa, los saqueos generalizados continuaron de la noche a la mañana, ya que los agentes del orden no estaban presentes en las calles de Bishkek.","Se informó que los saqueos generalizados se extendieron toda la noche, dado que no hubo presencia policial en las calles de Bishkek.",54.67235150732621,"Se reporta que el saqueo generalizado continuó durante la noche, ya que no había oficiales de la ley en las calles de Bishkek.",51.243068945866945
174,"Bishkek fue descrito como hundirse en un estado de ""anarquía"" por un observador, mientras bandas de personas vagaban por las calles y saqueaban tiendas de bienes de consumo.",Un observador describió a Bishkek como si se hundiera en un estado de «anarquía» mientras grupos de personas vagaban por las calles y saqueaban las tiendas de venta de bienes de consumo.,68.41201878239225,"Bishkek fue descrita como hundiéndose en un estado de ""anarquía"" por un observador, mientras pandillas de personas vagaban por las calles y saqueaban tiendas de productos de consumo.",82.546282444484
175,Varios residentes de Bishkek culparon a los manifestantes del sur por el desafuero.,Varios habitantes de Biskek culparon a los manifestantes del sur por el desenfreno.,75.18611847487264,Varios residentes de Bishkek culparon a los manifestantes del sur por la ilegalidad.,82.6789852932001
176,"Sudáfrica ha derrotado a los All Blacks (Nueva Zelanda) en un partido de rugby en el Royal Bafokeng Stadium en Rustenburg, Sudáfrica.","Sudáfrica venció a los All Blacks, de Nueva Zelanda, en un partido de rugby de las Tres Naciones, en el estadio Royal Bafokeng, en Rustenburg, Sudáfrica.",63.47962218567705,"Sudáfrica ha derrotado a los All Blacks (Nueva Zelanda) en un partido de rugby de los Tres Naciones en el Estadio Royal Bafokeng en Rustenburg, Sudáfrica.",78.586822315855
177,"La puntuación final fue una victoria de un punto, 21 a 20, terminando la racha ganadora de los 15 partidos de los All Blacks.","El marcador final indicó un triunfo por un punto, 21 a 20, terminando con la sucesión de 15 victorias consecutivas para los All Blacks.",47.16242894882771,"El marcador final fue una victoria de un punto, 21 a 20, poniendo fin a la racha de 15 victorias consecutivas de los All Blacks.",58.28411293211254
178,"Para los Springboks, terminó con una racha perdedora de cinco partidos.","En el caso de los Springboks, significó superar una seguidilla de cinco encuentros consecutivos perdidos.",32.00364235103166,"Para los Springboks, terminó una racha de cinco partidos perdidos.",79.8417204885556
179,"Fue el último partido para los All Blacks, que ya habían ganado el trofeo hace dos semanas.","Era el último partido para los All Black, quienes ya habían ganado el trofeo dos semanas atrás.",74.4500034951667,"Era el partido final para los All Blacks, quienes ya habían ganado el trofeo dos semanas atrás.",65.58667573644374
180,"El partido final de la serie tendrá lugar en Ellis Park en Johannesburgo la próxima semana, cuando los Springboks jueguen en Australia.","El partido final de la serie se jugará en Ellis Park, Johannesbrugo, la semana entrante, en un enfrentamiento entre Springboks y Australia.",55.25547994330622,"El partido final de la serie se llevará a cabo en Ellis Park en Johannesburgo la próxima semana, cuando los Springboks jueguen contra Australia.",81.33468844291052
181,Un terremoto moderado sacudió el oeste de Montana a las 10:08 p.m. del lunes.,Un terremoto de intensidad moderada hizo temblar el oeste de Montana a las 10:08 p. m. del lunes.,66.23715368914357,Un terremoto moderado sacudió el oeste de Montana a las 10:08 p.m. del lunes.,100.0
182,El Servicio Geológico de los Estados Unidos y su Centro Nacional de Información sobre Terremotos no han recibido informes inmediatos de daños.,Ni en el Servicio Geológico de los Estados Unidos (USGS) ni en su Centro Nacional de Información Sísmica se han reportado daños de forma directa.,61.55997384004975,No se han recibido informes inmediatos de daños por parte del Servicio Geológico de los Estados Unidos (USGS) y su Centro Nacional de Información sobre Terremotos.,83.35357989674237
183,"El terremoto se centró en unos 20 kilómetros (15 millas) al noreste de Dillon, y unos 65 kilómetros (40 millas) al sur de Butte.",El epicentro del sismo se localizó cerca de 20 km (15 mi) al nornoreste de Dillon y a casi 65 km (40 mi) al sur de Butte.,44.7856187663835,El terremoto tuvo su epicentro a unos 20 km (15 millas) al norte-noreste de Dillon y a unos 65 km (40 millas) al sur de Butte.,67.41129384736139
184,"La cepa de gripe aviar letal para los humanos, H5N1, se ha confirmado que ha infectado a un pato salvaje muerto, encontrado el lunes, en las marismas cerca de Lyon, en el este de Francia.","Confirmaron que la cepa de gripe aviar mortal en las personas, H5N1, atacó a un pato silvestre que murió, al que encontraron el lunes en un pantano en las cercanías de Lyon, en el este francés.",46.916893714083386,"La cepa de gripe aviar letal para los humanos, H5N1, ha sido confirmada como la causa de la infección de un pato salvaje muerto, encontrado el lunes, en un pantano cerca de Lyon, en el este de Francia.",75.34620397342273
185,"Francia es el séptimo país de la Unión Europea en sufrir este virus, siguiendo a Austria, Alemania, Eslovenia, Bulgaria, Grecia e Italia.","Francia ocupa el puesto siete entre los miembros de la Unión Europea víctimas del virus, detrás de Austria, Alemania, Eslovenia, Bulgaria, Grecia e Italia.",61.19981649274244,"Francia es el séptimo país de la Unión Europea en sufrir este virus, después de Austria, Alemania, Eslovenia, Bulgaria, Grecia e Italia.",90.17180244282473
186,Los presuntos casos de H5N1 en Croacia y Dinamarca siguen sin confirmarse.,Aún no se han corroborado los casos sospechosos de H5N5 en Croacia y Dinamarca.,47.056784657204204,Casos sospechosos de H5N1 en Croacia y Dinamarca siguen sin confirmarse.,82.20747203751054
187,"Chambers había demandado a Dios por ""amplia muerte, destrucción y terrorización de millones y millones de habitantes de la Tierra"".","El reclamo de Chambers contra Dios se fundaba en «la muerte por doquier, destrucción y terror de millones y millones de personas en el planeta».",48.37213599388039,,
188,"Chambers, un agnóstico, argumenta que su demanda es ""frívola"" y ""cualquiera puede demandar a cualquiera"".","Chambers, agnóstico, alega que su reclamo «no tiene mérito» y que «cualquiera puede demandar a cualquiera».",59.50222154341298,"Chambers, un agnóstico, argumenta que su demanda es ""frívola"" y que ""cualquiera puede demandar a cualquiera.""",92.72813331053041
189,"La historia presentada en la ópera francesa, por Camille Saint-Saens, es de un artista ""cuya vida está dictada por el amor a las drogas y a Japón"".","La historia que narra la ópera francesa presentada por Camille Saint-Saens es la de un artista «cuya vida está prescrita por el amor, por las drogas y por Japón».",67.83682679261645,"La historia presentada en la ópera francesa, de Camille Saint-Saëns, es la de un artista ""cuya vida está dictada por un amor a las drogas y a Japón.""",84.84149115602679
190,"Como resultado, los artistas fuman juntas de cannabis en el escenario, y el propio teatro está alentando a la audiencia a unirse.","Como consecuencia, los artistas fuman cigarros de cannabis en el escenario y el espectáculo incentiva al público a hacer lo propio.",48.082190528508825,"Como resultado, los artistas fuman porros de cannabis en el escenario, y el teatro mismo está animando al público a unirse.",69.75579786236892
191,"El ex presidente de la Cámara Newt Gingrich, el gobernador de Texas Rick Perry, y la congresista Michele Bachmann terminaron en cuarto, quinto y sexto lugar, respectivamente.","El ex primer mandatario de la Cámara de Representantes, Newt Gingrich, el gobernador de Texas, Rick Perry y Michele Bachmann, miembro del congreso, ocuparon la cuarta, quinta y sexta posición, respectivamente.",57.18685449748951,"El ex presidente de la Cámara de Representantes Newt Gingrich, el gobernador de Texas Rick Perry y la congresista Michele Bachmann terminaron en cuarto, quinto y sexto lugar, respectivamente.",88.54658022023465
192,"Después de que los resultados llegaron, Gingrich alabó a Santorum, pero tuvo palabras duras para Romney, en cuyo nombre se emitieron anuncios negativos de campaña en Iowa contra Gingrich.","Después de que los resultados llegaron, Gingrich elogió a Santorum, pero lanzó duras palabras contra Rommey, en cuya representación se difundieron anuncios de campaña negativos contra Gingrich en Iowa.",68.14137009231113,"Después de que llegaron los resultados, Gingrich alabó a Santorum, pero tuvo duras palabras para Romney, por quien se emitieron anuncios de campaña negativos en Iowa en contra de Gingrich.",77.38608940007092
193,"Perry declaró que ""volvería a Texas para evaluar los resultados del caucus de esta noche, determinar si hay un camino hacia adelante para mí en esta carrera"", pero más tarde dijo que permanecería en la carrera y competiría en las primarias de Carolina del Sur el 21 de enero.","Perry sostuvo que: «Volvería a Texas a evaluar los resultados de la reunión electoral de hoy y determinar si hay un camino que debo seguir». Luego dijo que permanecería en carrera y que competiría en las elecciones primarias del 21 de enero, en Carolina del Sur».",60.94437339708028,"Perry declaró que volvería a Texas para evaluar los resultados del caucus de esta noche, determinar si hay un camino a seguir para él en esta carrera, pero más tarde dijo que se mantendría en la contienda y competirá en las primarias de Carolina del Sur el 21 de enero.",81.18209475233044
194,"Bachmann, que ganó la encuesta Ames Straw Poll en agosto, decidió poner fin a su campaña.","Bachmann, quien resultó triunfante en la Straw Poll de Ames en agosto, decidió dar fin a su campaña.",57.921201879911685,"Bachmann, quien ganó la encuesta Straw de Ames en agosto, decidió terminar su campaña.",66.1007302525143
195,"El fotógrafo fue transportado al Centro Médico Ronald Reagan UCLA, donde murió posteriormente.","Llevaron al fotógrafo al Centro Médico Ronald Reagan, UCLA, lugar en el que falleció más tarde.",50.404336756087865,"El fotógrafo fue trasladado al Centro Médico Ronald Reagan UCLA, donde posteriormente falleció.",78.74145704275355
196,"En una declaración, Bieber dijo: ""si no estuviera presente ni directamente involucrado en este trágico accidente, mis pensamientos y oraciones están con la familia de la víctima"".","De acuerdo a los informes, estaba en sus veintes. Bieber manifestó en un comunicado: «[si bien] no estuve presente ni directamente involucrado en este terrible accidente, mis pensamientos y plegarias están con los familiares de la víctima».",51.81692959724891,"Se informó que tenía alrededor de 20 años. En un comunicado, Bieber dijo: ""[m]ientras que no estaba presente ni involucrado directamente en este trágico accidente, mis pensamientos y oraciones están con la familia de la víctima.""",64.92863479432674
197,"El sitio web de noticias de entretenimiento TMZ entiende que el fotógrafo detuvo su vehículo al otro lado del bulevar Sepúlveda e intentó tomar fotos de la parada de la policía antes de cruzar la carretera y continuar, lo que provocó que el oficial de policía de la patrulla de carretera de California realizara la parada de tráfico para ordenarle que cruzara, dos veces.","Según la página web de noticias de entretenimiento TMZ, el fotógrafo detuvo el vehículo del lado contrario del bulevar Sepulveda e intentó tomar fotografías de la parada policial antes de cruzar la calle y seguir, lo que causó que el agente de la patrulla caminera de California que realizaba la detención de vehículos le diera dos veces la orden de volver a cruzar.",60.43341427605634,"El sitio web de noticias de entretenimiento TMZ entiende que el fotógrafo detuvo su vehículo al otro lado del Bulevar Sepulveda e intentó tomar fotos de la detención policial antes de cruzar la carretera y continuar, lo que llevó al oficial de la Patrulla de Caminos de California que estaba realizando la detención de tráfico a ordenarle que regresara, dos veces.",74.92477198595097
198,"Según la policía, es poco probable que el conductor del vehículo que atropelló al fotógrafo se enfrente a cargos penales.","Según las autoridades policiales, es poco probable que el conductor del vehículo que embistió al fotógrafo sea procesado penalmente.",62.27202661704533,"Según la policía, es poco probable que el conductor del vehículo que atropelló al fotógrafo enfrente cargos criminales.",87.34505625308718
199,"Con sólo dieciocho medallas disponibles al día, un número de países no han logrado llegar al podio de la medalla.","Con solo dieciocho medallas disponibles por día, son varios los países que no han logrado llegar al podio de las medallas.",67.90926123870703,"Con solo dieciocho medallas disponibles al día, varios países no han logrado subir al podio de medallas.",73.43163193549015
200,"Entre ellos, los Países Bajos, con Anna Jochemsen finalizando noveno en la categoría femenina en la Super-G ayer, y Finlandia con Katja Saarinen terminando décimo en el mismo evento.","Están incluidos los Países Bajos, con Anna Jochemsen, quien ayer obtuvo la novena plaza en la categoría femenina en el Super-G, y Finlandia, con Katjia Saarinen en el décimo lugar en el mismo evento.",62.535675012139556,"Incluyen a los Países Bajos, donde Anna Jochemsen terminó en noveno lugar en la categoría femenina de pie en el Super-G ayer, y a Finlandia, con Katja Saarinen terminando en décimo lugar en el mismo evento.",66.08546680549081
201,El australiano Mitchell Gourley terminó undécimo en la posición de los hombres Super-G. El competidor checo Oldrich Jelinek terminó decimosexto en la posición de los hombres Super-G.,"Mitchell Gourley, de Australia, obtuvo el undécimo puesto en la categoría masculina de pie del slalom súper gigante. El competidor checo, Oldrich Jelinek, terminó decimosexto en el grupo masculino de sentados.",48.13235937107533,El australiano Mitchell Gourley terminó en undécimo lugar en el Super-G de hombres de pie. El competidor checo Oldrich Jelinek finalizó en el décimo sexto lugar en el Super-G de hombres en silla de ruedas.,59.58384393582531
202,Arly Velásquez de México terminó decimoquinto en la posición de los hombres Super-G. Adam Hall de Nueva Zelanda terminó noveno en la posición de los hombres Super-G.,"Arly Velásquez, de México, obtuvo la posición número quince en el Super-G masculino sentado. Adam Hall, de Nueva Zelanda, finalizó en el puesto nueve en la categoría Super-G masculina.",43.2032116101948,Arly Velásquez de México terminó en la décimo quinta posición en el Super-G sentado masculino. Adam Hall de Nueva Zelanda terminó en la novena posición en el Super-G de pie masculino.,61.451818828634885
203,El esquiador de Polonia Maciej Krezel y guía Anna Ogarzynska terminó decimotercero en el Super-G. Jong Seork Park de Corea del Sur terminó vigésimo cuarto en el Super-G de los hombres.,"El esquiador del grupo masculino con discapacidad visual, Maciej Krezel, y su guía, Anna Ogarzynska, de Polonia, terminaron en el decimotercer lugar en el Super-G. Jong Seork Park de Corea del Sur obtuvo el vigésimo cuarto puesto en el grupo masculino sentados.",52.85446392987527,El esquiador polaco para hombres con discapacidad visual Maciej Krezel y su guía Anna Ogarzyńska terminaron en el décimo tercer lugar en el Super-G. El surcoreano Jong Seork Park terminó en el vigésimo cuarto lugar en el Super-G sentado masculino.,51.49874710096935
204,"El personal de mantenimiento de la paz de las Naciones Unidas, que llegó a Haití después del terremoto de 2010, está siendo culpado de la propagación de la enfermedad que comenzó cerca del campamento de la tropa.","Después del terremoto ocurrido en 2010, las fuerzas de paz de la ONU llegaron a Haití y se les culpa de expandir la enfermedad, puesto que los primeros casos se registraron en las cercanías del campamento de sus tropas.",43.265806905232715,"Los cascos azules de la ONU, que llegaron a Haití después del terremoto de 2010, están siendo culpados por la propagación de la enfermedad que comenzó cerca del campamento de las tropas.",73.49973183358495
205,"Según la demanda, los residuos del campamento de la ONU no fueron debidamente desinfectados, lo que provocó que las bacterias entraran en el afluente del río Artibonite, uno de los más grandes de Haití.","De acuerdo con la demanda, no se sanitizaron de forma correcta los desechos del campamento de la ONU, lo que causó el ingreso de las bacterias a la corriente del río Artibonite, uno de los más caudalosos de Haití.",55.00615396511165,"Según la demanda, los desechos del campamento de la ONU no fueron debidamente sanitizados, lo que provocó que bacterias ingresaran al afluente del río Artibonite, uno de los más grandes de Haití.",82.06617664932894
206,"Antes de la llegada de las tropas, Haití no había encontrado problemas relacionados con la enfermedad desde el siglo XIX.","Previo al arribo de las fuerzas de paz, Haití no había enfrentado problemas asociados a la enfermedad desde el siglo XIX.",58.00134092915014,"Antes de la llegada de las tropas, Haití no había encontrado problemas relacionados con la enfermedad desde el siglo XIX.",100.0
207,El Instituto Haitiano para la Justicia y la Democracia ha hecho referencia a estudios independientes que sugieren que el batallón nepalés de mantenimiento de la paz de la ONU sin saberlo trajo la enfermedad a Haití.,"El Instituto por la Justicia y la Democracia en Haití ha mencionado la existencia de ensayos independientes que apuntan a que fue el batallón nepalí para el mantenimiento de la paz de la ONU quien, involuntariamente, introdujo la enfermedad a Haití.",59.015893137414686,El Instituto Haitiano de Justicia y Democracia ha citado estudios independientes que sugieren que el batallón de mantenimiento de la paz de Nepal de la ONU llevó la enfermedad a Haití sin saberlo.,77.71768102591649
208,"Danielle Lantagne, experta de la ONU en la enfermedad, declaró que el brote probablemente fue causado por el personal de mantenimiento de la paz.","Según Danielle Lantagne, especialista en la enfermedad que trabaja para la ONU, es probable que el brote haya sido provocado por las fuerzas de paz.",46.128604641106236,"Danielle Lantagne, experta de la ONU sobre la enfermedad, afirmó que el brote fue probablemente causado por los cascos azules.",67.71832487099498
209,Hamilton confirmó que el Hospital Universitario Howard ingresó al paciente en condición estable.,Hamilton confirmó que el Hospital de la Universidad Howard admitió el ingreso del paciente y que su condición era estable.,61.642731412406945,Hamilton confirmó que el Hospital de la Universidad Howard admitió al paciente en estado estable.,66.86096349665998
210,"El paciente había estado en Nigeria, donde se han producido algunos casos del virus del Ébola.","El paciente había estado en Nigeria, donde hubo algunos casos de Ébola.",81.36868566691345,"El paciente había estado en Nigeria, donde se han reportado algunos casos del virus Ébola.",83.7509082433921
211,"El hospital ha seguido el protocolo para el control de la infección, incluyendo la separación del paciente de otros para prevenir la posible infección de otros.","El hospital ha respetado el protocolo de control de infecciones, incluido el distanciamiento del paciente de los demás para prevenir posibles infecciones.",56.17477472964024,"El hospital ha seguido el protocolo para el control de infecciones, incluyendo separar al paciente de los demás para prevenir una posible infección en otros.",74.96855680887239
212,Antes de Los Simpsons Simon había trabajado en varios espectáculos en varias posiciones.,"Previamente a Los Simpson, Simon había tenido varios empleos en otros espectáculos televisivos, en distintos puestos.",40.90607792915702,"Antes de Los Simpson, Simon había trabajado en varios programas en diferentes posiciones.",69.30096691136357
213,"Durante la década de 1980 trabajó en programas como Taxi, Cheers y The Tracy Ullman Show.","En los 80, prestó su colaboración en varios programas, por ejemplo, Taxi, Cheers y The Tracy Ullman Show.",47.94132714460561,"Durante la década de 1980, trabajó en programas como Taxi, Cheers y The Tracy Ullman Show.",95.37728619882981
214,"En 1989 ayudó a crear Los Simpsons con Brooks y Groening, y fue responsable de la contratación del primer equipo de redacción del programa.","En 1989, ayudó con la creación de Los Simpson, con Brooks y Groening, y fue responsable de la contratación del primer equipo de escritores de la serie.",71.79537320145712,"En 1989 ayudó a crear Los Simpson con Brooks y Groening, y fue responsable de contratar al primer equipo de guionistas del programa.",79.60197196098862
215,"A pesar de dejar el espectáculo en 1993 mantuvo el título de productor ejecutivo, y continuó recibiendo decenas de millones de dólares cada temporada en regalías.","Aunque se fue del programa en 1993, conservó el título de productor ejecutivo y siguió percibiendo decenas de millones de dólares en regalías temporada tras temporada.",60.71795204415425,"A pesar de dejar el programa en 1993, mantuvo el título de productor ejecutivo y continuó recibiendo decenas de millones de dólares cada temporada en regalías.",87.37441256393565
216,"Anteriormente, la agencia de noticias china Xinhua informó de que se había secuestrado un avión.","Con anterioridad, la agencia de noticias de China, Xinhua, había comunicado el secuestro de un avión.",52.434968470829176,"Anteriormente, la agencia de noticias china Xinhua informó sobre el secuestro de un avión.",80.40687331988136
217,"Más tarde se informó de que el avión recibió una amenaza de bomba y fue desviado hacia el Afganistán, aterrizando en Kandahar.","Según informes subsiguientes, la aeronave recibió una amenaza de bomba y se la desvió de vuelta hacia Afganistán, donde aterrizó en Kandahar.",52.71311313244961,"Informes posteriores indicaron que el avión recibió una amenaza de bomba y fue desviado de regreso a Afganistán, aterrizando en Kandahar.",71.10392992962646
218,Los primeros informes dicen que el avión fue desviado de vuelta a Afganistán después de que se le negó un aterrizaje de emergencia en Ürümqi.,Los informes preliminares indican que la aeronave fue desviada de vuelta a Afganistán luego de negarle autorización para realizar un aterrizaje de emergencia en Urumchi.,50.212729105839394,Los primeros informes dicen que el avión fue desviado de regreso a Afganistán después de que se le negara un aterrizaje de emergencia en Ürümqi.,87.91562288426724
219,"Los accidentes aéreos son comunes en Irán, que tiene una flota envejecida que está mal mantenida tanto para operaciones civiles como militares.","Los accidentes de avión son habituales en Irán, que tiene una flota antigua que no recibe buen mantenimiento, ya sea para operaciones civiles o militares.",58.85118399645729,"Los accidentes aéreos son comunes en Irán, que tiene una flota envejecida que está mal mantenida tanto para operaciones civiles como militares.",100.0
220,Las sanciones internacionales han significado que no se pueden comprar nuevas aeronaves.,Las sanciones impuestas a nivel internacional se han traducido en la imposibilidad de adquirir nuevos aviones.,38.79568853493487,Las sanciones internacionales han hecho que no se puedan adquirir aeronaves nuevas.,69.67675096615334
221,"A principios de esta semana, un accidente de helicóptero policial mató a tres personas e hirió a tres más.",Tres personas murieron y otras tres resultaron heridas a raíz de un accidente de un helicóptero policial ocurrido a comienzos de esta semana.,47.42003063202504,"A principios de esta semana, un helicóptero de la policía se estrelló, matando a tres personas y dejando a tres más heridas.",56.51095811393034
222,"El mes pasado, Irán vio su peor desastre aéreo en años cuando un avión que se dirigía a Armenia se estrelló, matando a los 168 a bordo.","El mes pasado, Irán vivió una de sus peores catástrofes aéreas en años cuando un avión de línea con dirección a Armenia se estrelló, causando el deceso de los 168 pasajeros a bordo.",49.75547893297178,"El mes pasado, Irán sufrió su peor desastre aéreo en años cuando un avión de pasajeros que se dirigía a Armenia se estrelló, causando la muerte de las 168 personas a bordo.",65.62830143081095
223,"Ese mismo mes, otro avión invadió una pista de aterrizaje en Mashhad y golpeó un muro, matando a diecisiete.","El mismo mes, otro avión de pasajeros sobrepasó una pista en Mashhad y colisionó contra una pared, dejando 17 muertos.",41.39464406724612,"El mismo mes, otro avión de pasajeros se salió de la pista en Mashhad y chocó contra una pared, causando la muerte de diecisiete personas.",41.431598312890074
224,Aerosmith ha cancelado sus conciertos restantes en su gira.,Aerosmith canceló los conciertos pendientes de su gira.,55.67801110334104,Aerosmith ha cancelado los conciertos restantes de su gira.,81.83184760182209
225,La banda de rock debía visitar Estados Unidos y Canadá hasta el 16 de septiembre.,La banda de rock tenía programado un tour por EE. UU. y Canadá que terminaría el 16 de septiembre.,45.558598912726275,La banda de rock debía estar de gira por Estados Unidos y Canadá hasta el 16 de septiembre.,81.43448868114066
226,Han cancelado la gira después de que el cantante Steven Tyler fuera herido después de caerse del escenario mientras actuaba el 5 de agosto.,El motivo de la cancelación de la gira fue la lesión que sufrió el vocalista Steven Tyler al caer del escenario durante una de sus presentaciones el 5 de agosto.,41.673498807691914,Han cancelado la gira después de que el cantante principal Steven Tyler se lesionara al caer del escenario mientras actuaba el 5 de agosto.,76.6864337776934
227,Murray perdió el primer set en un descanso de corbata después de que ambos hombres sostuvieran todos y cada uno de los servicios en el set.,"Luego de que ambos tenistas mantuvieran todos los servicios del set, Murray perdió el primero por muerte súbita.",56.13430825160748,Murray perdió el primer set en un desempate después de que ambos hombres mantuvieron cada uno de sus servicios en el set.,76.10726237108065
228,"Del Potro tuvo la ventaja temprana en el segundo set, pero esto también requirió un descanso de empate después de alcanzar 6-6.","Si bien Del Potro detentó una ventaja inicial en el segundo set, esto también quedó sujeto a desempate después de alcanzar el 6-6.",57.46137807761021,"Del Potro tuvo la ventaja inicial en el segundo set, pero esto también requirió un desempate después de llegar a 6-6.",77.74124938199756
229,"Potro recibió tratamiento en su hombro en este punto, pero logró volver al juego.","En ese momento del partido, Del Potro debió recibir tratamiento en su hombro, pero logró volver al juego.",61.31728205334258,"Potro recibió tratamiento en su hombro en este punto, pero logró regresar al juego.",86.60397563241378
230,El programa comenzó a las 8:30 p.m. hora local (15.00 UTC).,El inicio del programa tuvo lugar a las 8:30 p. m. hora local (15:00 UTC).,60.275483129624675,El programa comenzó a las 8:30 p.m. hora local (15:00 UTC).,92.32773522700177
231,"Cantantes famosos de todo el país presentaron bhajans, o canciones devocionales, a los pies de Shri Shyam.","Reconocidos cantantes nacionales interpretaron bhajans, o canciones de devoción, a los pies del Shri Shyam.",62.20198088976427,"Cantantes famosos de todo el país presentaron bhajans, o canciones devocionales, a los pies de Shri Shyam.",100.0
232,"El cantante Sanju Sharma comenzó la noche, seguido por Jai Shankar Choudhary. Esented el bhog bhajan chhappan también. Cantante, Raju Khandelwal lo acompañaba.","El cantante Sanju Sharma fue quien inauguró el evento y le siguió Jai Shankar Choudhary. También interpretó el chhappan bhog bhajan, junto al cantante Raju Khandelwal.",54.10037788528932,"La cantante Sanju Sharma comenzó la noche, seguida por Jai Shankar Choudhary. También presentó el bhajan chhappan bhog. El cantante Raju Khandelwal lo estaba acompañando.",74.18948262154102
233,"Luego, Lakkha Singh tomó la delantera en cantar los bhajans.","Después de eso, Lakkha Singh pasó al frente para cantar los bhajans.",52.75904721593096,"Luego, Lakkha Singh tomó la delantera en cantar los bhajans.",100.0
234,"108 platos de Chhappan Bhog (en el hinduismo, 56 artículos comestibles diferentes, como dulces, frutas, nueces, platos, etc. que se ofrecen a la deidad) fueron servidos a Baba Shyam.","Baba Shyam fue honrado con 108 platos de Chhappan Bhog que, en la religión hindú, consiste en 56 piezas comestibles distintas, como dulces, frutas, nueces, platos, entre otros, que se sirven como ofrenda al dios.",52.95400652319325,"Se sirvieron 108 platos de Chhappan Bhog (en el hinduismo, 56 diferentes artículos comestibles, como dulces, frutas, nueces, platos, etc., que se ofrecen a la deidad) a Baba Shyam.",86.41620152449944
235,"Lakkha Singh también presentó el bhajan chhappan bhog bhajan. Cantante, Raju Khandelwal lo acompañaba.","Además, Lakkha Singh interpretó el chhappan bhog bhajan junto al cantante Raju Khandekwak.",53.69005053495037,Lakkha Singh también presentó el bhajan chhappan bhog. El cantante Raju Khandelwal lo acompañaba.,87.98392036515163
236,"En la presentación principal del jueves del Tokyo Game Show, el presidente de Nintendo Satoru Iwata presentó el diseño del controlador para la nueva consola Nintendo Revolution de la compañía.","El jueves, en la presentación inaugural del Tokyo Game Show, Satoru Iwata, presidente de Nintento, dio a conocer el diseño del controlador para la nueva consola Nintendo Revolution lanzada por la compañía.",73.63882376454166,"En la presentación principal del Tokyo Game Show del jueves, el presidente de Nintendo, Satoru Iwata, presentó el diseño del control para la nueva consola Nintendo Revolution de la compañía.",90.24516501320815
237,"Al asemejarse a un control remoto de televisión, el controlador utiliza dos sensores colocados cerca de la televisión del usuario para triangular su posición en un espacio tridimensional.","De modo semejante a lo que ocurre con un control remoto de televisión, este control está provisto de dos sensores ubicados cerca del televisor del usuario, posibilitando la triangulación de su posición en un espacio tridimensional.",61.26108237945462,"Pareciendo un control remoto de televisión, el controlador utiliza dos sensores colocados cerca del televisor del usuario para triangular su posición en el espacio tridimensional.",86.48034436859801
238,Esto permitirá a los jugadores controlar las acciones y movimientos en los videojuegos moviendo el dispositivo a través del aire.,"Esto permitirá a los jugadores controlar las acciones y los movimientos en los videojuegos, a través del movimiento del dispositivo por el aire.",81.1585893056703,Esto permitirá a los jugadores controlar acciones y movimientos en los videojuegos moviendo el dispositivo por el aire.,90.76798410762196
239,Giancarlo Fisichella perdió el control de su coche y terminó la carrera muy poco después de la salida.,Giancarlo Fisichella no logró mantener el control del vehículo y abandonó la carrera poco después de inciarse.,54.36204653315626,Giancarlo Fisichella perdió el control de su auto y terminó la carrera muy pronto después de empezar.,75.62523987076574
240,"Su compañero de equipo Fernando Alonso estuvo a la cabeza durante la mayor parte de la carrera, pero terminó justo después de su parada, probablemente porque una rueda delantera derecha mal metida.","Fernando Alonso, su compañero de equipo, tuvo la delantera durante la mayor parte de la carrera, pero debió ponerle fin justo después de su parada técnica, de seguro debido a que su rueda derecha estaba seriamente doblada.",62.16869661146245,"Su compañero de equipo, Fernando Alonso, estuvo en la delantera durante la mayor parte de la carrera, pero la terminó justo después de su parada en pits, probablemente debido a una mala colocación de la rueda delantera derecha.",70.69795507553415
