id,translated_japanese,origin_translation,origin_bleu,gpt_translation,gpt_bleu
124,車両自体は同じ日に約1200 GMTで事故現場から取り上げられた.,車両自体は同日のグリニッジ標準時12:00頃に事故現場から持ち去られました。,25.43399709256402,その車両は、同日午前1200時（GMT）頃に事故現場から撤去されました。,22.5085978016074
125,"事故 の 場所 の 近く で 駐車場 で 働い て いる 人 は"",道路 を 越える よう 待っていた 子ども たち が 泣き叫ぶ と 叫び て い まし た""と 述べ まし た.",事故現場近くの車庫で働いていた男性は、「道を渡ろうと待っている子供たちがみんな泣き叫んでいた。」と語りました。,20.43974354148702,事故が起こった場所の近くにあるガレージで働いている人が次のように言いました。「道路を渡るのを待っている子供たちがいて、みんな叫んで泣いていました。」,23.262958044938344
126,彼らは皆事故の現場から逃げ戻った.,全員が事故現場から逃げ帰りました。,27.042393880629174,彼らは皆、事故が起こった場所から戻ってきました。,16.71983595516016
127,"バリでは他の議題に 世界に残った森林を救うこと, 開発途上国での 汚染を減らすための技術共有などがあります.",バリでの議題には、世界に残っている森林を保存し、開発途上国が低汚染で成長するために役立つ技術を共有することが含まれています。,21.496039319507105,バリでの議題に含まれる他のテーマには、世界の残された森林を守ることや、発展途上国が環境に優しい方法で成長するための技術を共有することが含まれています。,17.044707880060535
128,国連はまた 気候変動の影響を受けない国々への支援のための 基金を最終的に結算することを望んでいます,また、国連では、地球温暖化の影響を被っている国々がその影響に対処できるように支援するための基金について最終決定したいと考えています。,14.915723856726453,国連はまた、地球温暖化の影響を受けた国々がその影響に対処するための資金を最終的に確定させることを望んでいます。,36.766741515654424
129,資金は洪水防止の家や水道管理や作物多様化に 費やされるかもしれません,この資金は、洪水に強い住宅、より適切な水の管理、さらに作物の多様化に使われる可能性があります。,12.22608155399367,そのお金は、洪水に強い家の建設、水管理の改善、作物の多様化に使われる可能性があります。,11.943759293607714
130,女性の健康について話すことを止めようとした人々には失敗したと フルークは書きました,フルークは、女性の健康がないがしろにされていることを口外しないように圧力がかけられていることについて書きました。,21.934425149135407,フルークは、一部の人々が女性の健康についての発言を妨害しようとした努力は失敗したと書いた。,38.18702118731953
131,妊娠防止薬が医療的必要性とみなされることを促す女性や男性から送られた多くのポジティブなコメントと励ましによって彼女はこの結論に達しました,彼女がこの結論に至ったのは、避妊薬が医学的に必要であると考えるよう促す多くの肯定的な意見や励ましが女男性双方から寄せられたためです。,16.725921654236256,彼女は、避妊薬が医療上の必要性であるべきだと女性と男性の両方から送られた多数の肯定的なコメントや励ましによって、この結論に達しました。,38.11581209456077
132,"負傷者 が 病院 に 運ばれ た 後,戦闘 が 止まった 時,残った 囚人 40 人 が 庭 に 留まり, 牢屋 に 戻る こと を 拒否 し まし た.",負傷者が病院に搬送された後に戦闘が収まると、他の約40人の受刑者は中庭に残り、独房に戻ることを拒否しました。,34.74432540959239,戦闘が終息し、負傷者が病院に運ばれた後、残りの約40人の囚人は庭に留まり、自分の独房に戻ることを拒否しました。,46.099366817338236
133,交渉者は状況を直そうとしたが 囚人の要求は明らかではない.,交渉人たちは事態の収拾を図ろうとしたが、囚人の要求は明らかではない。,44.96006237214335,交渉者たちは状況を改善しようとしましたが、囚人たちの要求は明確ではありません。,22.31332064537824
134,午後10時から11時までの間に 庭の囚人が火をつけました,10:00～11:00pm MDTの間に受刑者が庭に火を放ったのでした。,11.102274456099078,午後10時から11時の間に、囚人たちが庭で火を起こしました。,39.6959034280984
135,暴動防止器具を装備した警官が 庭に入って 涙ガスを 囚人を 角に押し付けました,まもなく暴動鎮圧用の装備を着用した警官たちが収容所に入り、催涙ガスで受刑者を追い詰めました。,13.127367464085998,まもなく暴動鎮圧用の装備を着用した警官たちが収容所に入り、催涙ガスで受刑者を追い詰めました。,13.127367464085998
136,消防救助隊は夜11時35分までに火を消しました,消防隊は最終的に午後11時35分までに火を消しました。,60.6054519739015,消防隊は最終的に午後11時35分に火を消しました。,43.885642300621335
137,"1963年にダムが建設された後,川全体に沈没を散らかす季節的な洪水は停止した.",1963年にダムが建設されてからは、川全体に土砂を拡散する季節性洪水が止まりました。,37.45026568155497,1963年にダムが建設された後、河川全体に堆 sedimentを広げていた季節的な洪水は停止されました。,45.879018884181974
138,この沈没は野生生物の棲息地として機能した砂岩やビーチを作るのに必要でした,この土砂は、野生生物の生息地となる砂州や海岸の形成に必要なものでした。,19.885241120793502,この堆積物は砂州やビーチを作るために必要であり、それらは野生生物の生息地として機能しました。,39.002435495650786
139,魚類 の 種 は 絶滅 し て いる,その結果として、在来の2魚種がすでに絶滅し、さらに他の2魚種（ハンプバックチャブなど）も絶滅の危機に瀕しています。,4.942445268503714,その結果、2種類の魚が絶滅し、2種類が絶滅危惧種となりました。その中にはハンプバックチャブも含まれています。,5.557195380850957
140,洪水後 数フィートしか 水位は上昇しないが 当局者は 浸食した砂岩を川下に復元するのに十分になると期待しています,洪水後の水位の上昇は数フィートにすぎませんが、当局では下流の浸食された砂州を回復させるのに十分な水位になることを期待しています。,25.906275486551195,洪水後、水位が数フィート上昇するだけですが、当局はそれが下流の侵食された砂州を回復するのに十分であることを望んでいます。,19.748977235311614
141,津波警告は出ていません ジャカルタ地質物理学機関によると 地震は6.5度の要求を満たしていないため津波警告は出ません,津波警報は発令されませんでした。ジャカルタの地球物理学機関によれば、地震がマグニチュード6.5の要件を満たさなかったので警報の発令に至らなかったということです。,17.999662415917374,津波警報は発表されておらず、ジャカルタの地球物理学機関によると、地震の震度が6.5の基準を満たしていないため、津波警報は発表されないとのことです。,31.162439102672895
142,津波の脅威はなくとも住民はパニックに陥り 事業や家を離れ始めました,津波の脅威がなかったにもかかわらず、住民はパニックに陥り、職場や家を捨てて逃げ始めました。,34.01873422755769,津波の脅威はないにもかかわらず、住民たちはパニックに陥り、自分のビジネスや家を離れ始めました。,43.25656928331792
143,ウィンフリーは別れを告げながら涙を流しましたが ファンにっきり言って 戻ってくるのです,ウィンフリーは最後の場面で涙を流しましたが、ファンには戻ってくることをはっきりと伝えました。,36.130971166996474,ウィンフリーは別れの際に涙を流しましたが、彼女はファンに戻ってくることを明確に伝えました。,38.940373328907576
144,"""これは別れではない.これは一つの章の終わりであり,新しい章の開幕だ"".",「お別れではありません。これは1つの章の終わりであり、新しい章の幕開けです。」,35.442972383373345,これはさよならではありません。これは一つの章の締めくくりであり、新しい章の始まりです。,28.280792698204
145,"ナミビア大統領選挙と議会選挙の最終結果は,現任大統領ヒフィケプンヤ・ポハンバが大きな差で再選されたことを示唆しています.",ナミビアの大統領選挙と議会選挙の最終結果は、現職のヒフィケプニェ・ポハンバ大統領が大差で再選されたことを示しています。,57.32537909336255,ナミビアの大統領および国会選挙の最終結果は、現職大統領のヒフィケプニェ・ポハンバが大差で再選されたことを示しています。,49.35829925025204
146,統治政党である南西アフリカ人民組織 (SWAPO) も議会選挙で多数を獲得した.,また、南西アフリカ人民機構（SWAPO）も与党として議会選挙で過半数の議席を維持しました。,27.757143750040765,与党である南西アフリカ人民機構（SWAPO）は、議会選挙でも多数を維持しました。,42.792518166316015
147,"連合軍とアフガニスタン軍は,その場所の安全を確保するために,その地域へ移動し,支援のために他の連合軍航空機が派遣された.",連合軍とアフガニスタン軍が当該区域に進入して現地の安全を確保し、支援のために連合軍のその他の航空機も派遣されています。,38.80591666622259,連合軍とアフガニスタン軍は現場を確保するためにこの地域に進入し、他の連合軍の航空機も支援のために派遣されました。,47.884589649371364
148,墜落は山岳地帯の高空で 敵の火災の結果だったと考えられています,この墜落事故は山間部の高台で発生し、敵対火によるものと考えられています。,26.647372993246087,墜落は山岳地帯の高い場所で発生し、敵の火力によるものと考えられています。,43.68857156660763
149,事故現場を探すため 厳しい地形と 悪い天気が 待ち受けています,悪天候と過酷な地形によって、墜落現場の捜索は困難になっています。,10.368047662338407,墜落地点を捜索する努力は、悪天候と厳しい地形によって妨げられています。,15.35754172010353
150,"医療慈善団体""マンゴラ""や""国境なき医師団""や世界保健機関が 国内で記録された最悪の疫病だと述べている.",医療慈善団体のマンゴラ、国境なき医師団および世界保健機関は、それがこの国で記録された最悪の疫病の大流行であると述べています。,42.528728242440145,医療慈善団体マンゴラ、国境なき医師団、世界保健機関は、これがその国で記録された最悪の感染拡大だと述べています。,44.833902504927345
151,"国境なき医師団の広報担当者 リチャード・ヴェーマン氏は""アンゴラでは最悪の疫病が蔓延し,アンゴラでは依然として非常に悪質な状況にある""と述べた.",国境なき医師団のリチャード・ヴェールマン報道官は次のように述べています。「アンゴラでは過去最悪の大流行が予想され、状況は非常に悪いままだ。」と述べました。,28.96939105105096,メディスン・サン・フロンティエールの広報リシャール・ヴェールマンは、「アンゴラは過去最悪の流行に向かっており、アンゴラの状況は非常に悪いままだ」と述べました。,16.306622901352323
152,試合は朝10時に 晴れ晴れで 早く晴れた朝の雨を除いて 7のラグビーにぴったりな日でした,試合は午前10時にキックオフされ、朝方に降った霧雨はからりと上がり、7人制ラグビーには最高の日となりました。,14.82872137593239,ゲームは午前10時に素晴らしい天気の中で始まりました。午前中の小雨はすぐに止み、7人制ラグビーには完璧な日でした。,15.791089111029061
153,"優勝した南アフリカは 5位にランクインしたザンビアに 26 - 00で快適な勝利を収めたとき,正しい点からスタートしました.",このトーナメントのトップシードである南アフリカは、第5シードのザンビアに26-00の快勝を収め、好調な滑り出しを見せました。,24.34116018443639,大会のトップシードである南アフリカは、5位シードのザンビアに対して快適な26-00の勝利を収め、好スタートを切りました。,26.56550074060749
154,"南アフリカは,南部の姉妹と試合で断固として腐ったようで,試合が進むにつれて,徐々に改善した.",南部の姉妹国との対戦では明らかに錆びついているように見えましたが、南アフリカは大会が進むにつれて着実に調子を上げていきました。,21.501980449826856,南アフリカは、南部の姉妹チームとの試合では明らかに錆びついているように見えましたが、トーナメントが進むにつれて着実に改善していきました。,23.849433123441923
155,規律的な防衛やボール操作の技巧と優れたチームワークが チームを抜きにしてくれたので このチームに勝つことが明らかでした,彼らの規律あるディフェンス、ボールハンドリングのスキル、そして優れたチームワークは傑出しており、このチームが勝者であることは明らかだった。,20.95767350233773,彼らの disciplined な守備、ボールハンドリングスキル、そして優れたチームワークは彼らを際立たせ、このチームが打破すべき相手であることは明らかでした。,21.67908232587815
156,アムステルダム市とアンヌ・フランク博物館の当局者は この木が真菌で感染し 公共衛生に危険を及ぼすと 指摘し 倒れると 迫っている危険を指摘しています,アムステルダム市職員やアンネ・フランク博物館員たちは、木が真菌に感染していて今にも倒れそうだと危険を訴え、公衆衛生上の危険にもつながると述べています。,28.310322854966724,アムステルダム市およびアンネ・フランク博物館の関係者は、その木が菌に感染しており、公共の健康に対する危険を及ぼしていると述べ、その木が倒れる危険が差し迫っていると主張しています。,31.329408960078514
157,火曜日に切断された予定でしたが 緊急裁判所の判決により 保存されました,ここは火曜日に伐採される予定だったが、裁判所による緊急判決によって救われました。,21.172042188030296,それは火曜日に伐採される予定でしたが、緊急の裁判所の決定によって救われました。,27.745751377302312
158,"""七姉妹""という名前のついた洞窟の入口は,少なくとも 100~250メートル (328~820フィート) の直径です.",洞窟の入口は7つあって「セブン・シスターズ」と呼ばれ、いずれも直径100～250 m(328～820フィート)ほどです。,25.446749384404765,「七姉妹」と名付けられたすべての洞窟の入り口は、直径が少なくとも100メートルから250メートル（328フィートから820フィート）です。,31.360092245043575
159,紅外線画像は 夜と昼の温度変動が 洞窟であることが示されています,赤外線画像を見ると、昼夜の温度差から洞窟である可能性が高いことがわかります。,21.12605337742178,赤外線画像は、昼夜の温度変化が洞窟である可能性を示していることを示しています。,29.69681885276104
160,"""日中は周囲の表面よりも涼しく 夜には暖かくなります",昼間は周囲の表面よりも涼しく、夜間は暖かくなります。,64.2883001670681,彼らは昼間は周囲の表面よりも涼しく、夜間は暖かいです。,44.22487489730121
161,"熱気温は 地球上の大きな洞窟ほど安定していないが 温度はかなり安定しているが 地面の深い穴であることに一致している""と 州フラグスタフにある北アリゾナ大学と 合衆国地質調査局 (USGS) の天文学研究チーム (Astrogeology Team) のグレン・キューシング氏は述べています",「そうした熱挙動は、一定の温度をかなり保てる地球上の大洞窟ほど安定していないことが多いのですが、地中に深い穴ができる点は一致しています」と、米国地質調査所(USGS)宇宙地質学チームとアリゾナ州フラッグスタッフにあるノーザンアリゾナ大学のグレン・クッシング氏は述べています。,33.481756012518034,「彼らの熱的挙動は、地球上の大きな洞窟のように比較的一定の温度を保つことが多いわけではありませんが、これは地面に深い穴であることと一致しています。」と、アリゾナ州フラッグスタッフにあるアメリカ地質調査所（USGS）宇宙地質学チームのグレン・カッシング氏は述べました。,27.314165918652627
162,"フランスでは,投票は伝統的に低技術的な経験でした. 投票者は自らを隔離し,選挙候補を提示する紙を封筒に貼り付けました.",フランスでは、投票は伝統的に旧式な設備で実施されます。有権者はブースで隔離され、あらかじめ印刷された候補者を示す用紙を封筒に入れます。,21.153187079546377,フランスでは、投票は伝統的に低技術の体験です。投票者はブースに隔離され、自分の選んだ候補者を示す事前印刷された用紙を封筒に入れます。,28.642765894715005
163,選挙人の身分を確認した後 投票者は 封筒を投票箱に投げ込み 投票簿に署名します,有権者は職員による本人確認の後、封筒を投票箱に投函し、選挙人名簿に署名します。,34.04480681039562,公務員が有権者の身元を確認した後、有権者は封筒を投票箱に入れ、投票名簿に署名します。,39.80779287089845
164,フランス選挙法は 厳格な手続きを規定しています,フランスの選挙法は、むしろ厳密に手続きを成文化しています。,28.96880081721312,フランスの選挙法は、手続きについてかなり厳密に法典化されています。,21.20143984034814
165,"1988年以来,投票箱は透明で,投票開始時にエバンプが存在しないと,適切にカウントされ,権限を与えられた投票者のエバンプを除いて,エバンプが追加されないことを投票者および観察者が確認できるようにする必要があります.",1988年以降、投票箱は透明でなければならず、投票開始時に封筒がないこと、および正当に集計された有権者の封筒以外に封筒が追加されないことを有権者と監視員が確認できるようになりました。,32.615358418628034,1988年以降、投票箱は透明でなければならず、投票者や観察者が投票の開始時に封筒が存在しないことを確認でき、正式に集計された認可された投票者の封筒以外は追加されないことを保証しています。,31.825251575429665
166,"候補者は,その過程の各部位を目撃する代表者を送ることができます.",候補者は、その手続きのどの部分にも代表者を立ち会わせることができます。夕方には、特定の手順に従い、厳重な監視の下でボランティアによって開票されます。,15.34004442512075,候補者は、プロセスのすべての部分を見守るために代表者を送ることができます。夕方には、特定の手順に従って、ボランティアによって票が厳重に監視されながら集計されます。,19.012500729308705
167,"ASUS Eee PCはコスト削減と機能性要因のために,以前は世界中で発売され,2007年のタイペイIT月で話題になった.",ASUSのEee PCは、コスト面と機能面で世界に先駆けて発売され、2007 Taipei IT Monthで話題となりました。,22.679902367677162,ASUS Eee PCは、コスト削減と機能性の要因で世界中で発売され、2007年の台北IT月間で話題となりました。,48.21079315648885
168,"しかし,ラップトップコンピュータの消費市場は,ASUSが2007年の台湾持続可能な賞を受賞し,中国人民共和国行政元によって根本的に変化し,変化する.",しかし、ASUSが台湾行政院から2007年台湾企業永続賞を受賞したことで、ノートパソコンの消費者市場は根本的に多様化し、変化していくことになります。,21.900908619266716,しかし、2007年に中華民国の行政院からASUSが台湾持続可能性賞を受賞した後、ノートパソコンの消費者市場は大きく変わるでしょう。,25.37336578668458
169,"放送局のウェブサイトでは この番組を""古い学校ラジオ劇場で 新しい 怒鳴る狂気なスピン""と表現しています",同局のウェブサイトでは、この番組を「これまでにない、とんでもなくオタクっぽい曲をかける昔ながらのラジオシアター！」と表現しています。,28.51501762284704,駅のウェブサイトは、その番組を「新しくて大胆なオタクのひねりが加わった、旧スタイルのラジオ劇」と説明しています！,21.598451248188585
170,"初期の頃は,トークラジオを中心とした長年のインターネットラジオサイトTogiNet Radioでのみ放送されていた.",当初、番組はトークラジオに特化したインターネットラジオサイト「TogiNet Radio」のみで取り上げられ、これは長寿サイトです。,41.2822038614686,初期には、この番組はトークラジオに特化した長寿インターネットラジオサイトTogiNet Radioでのみ放送されていました。,63.882169926918685
171,"2015年末,TogiNetはアストロネットラジオを子会社として設立した.",2015年末、TogiNetは子会社としてアストロネットラジオを設立しました。,60.916072075213556,2015年末、TogiNetはAstroNet Radioを子会社として設立しました。,43.172821642964166
172,"番組は当初,東テキサスに地元の人気声優を紹介していた.",この番組にはもともと、テキサス州東部の地元アマチュア声優陣が出演していました。,13.8833319158594,その番組はもともとイーストテキサス出身のアマチュア声優をフィーチャーしていました。,13.352492077435278
173,"警官がビッシュケックの街にいないため,夜中に大規模な略奪が続いていたと報告されています.",ビシュケクの街路には法執行官がいなかったため、一晩中略奪が続いたと伝えられています。,23.729988558315295,ビシュケクの街には法執行官が不在のため、広範な略奪が一晩中続いたと報じられています。,24.534089895348206
174,"ビッシュケックは""無秩序""状態に沈んでいると観察者の一人が説明した.",ある観察者がビシュケクを「無政府状態」に陥っていると表現したように、ギャングたちが街路を徘徊し、日用品店を略奪しました。,8.899815390100878,ビシュケクは、ある観察者によって「無政府状態」に沈んでいると表現され、群衆が通りを徘徊し、消費財の店を略奪していました。,16.173294413453576
175,ビшкеクの住民数人が南部の抗議者たちを不法行為に責めた.,ビシュケクの住民の一部は、南部から来た抗議者たちを無法であると非難しました。,18.129639754885975,ビシュケクの住民数人は、南部からの抗議者たちを無法状態の原因だと非難しました。,25.469349325527734
176,"南アフリカは,南アフリカのルテンブルグにあるロイヤル・バフォケンク・スタジアムで行われたラグビー・ユニオン・トライ・ナションの試合でオールブラックス (ニュージーランド) を倒した.",南アフリカのルステンブルグにあるロイヤル・バフォケン・スタジアムで開催されたラグビーユニオンの3か国試合で、南アフリカはニュージーランドのオールブラックスに勝利するという快挙を成し遂げました。,50.0049413489335,南アフリカは、南アフリカのラステンバーグにあるロイヤル・バフォケン・スタジアムで行われたラグビー・ユニオンのトライネイションズマッチでオールブラックス（ニュージーランド）を打ち負かしました。,56.31437054151866
177,"最終結果は21対20で1ポイントで勝利し,オールブラックス15試合の勝利を収めた.",最終スコア21対20の1点差勝利で、オールブラックスの15連勝に終止符が打たれました。,25.51928810366632,最終スコアは21対20の1点差で、オールブラックスの15連勝が終了しました。,29.74178079330304
178,スプリングボックスでは5試合の敗戦を終わらせました,スブリングボックにとっては、5連敗が止まりました。,21.84432837693708,スプリングボクスにとって、5試合連続敗北が終わりました。,25.439988995015966
179,2週間前にトラフィーを獲得したオールブラックスが決勝した試合でした,その試合はすでに2週間前にトロフィーを獲得したオールブラックスの最後の試合でした。,52.315051783161394,それは、すでに2週間前にトロフィーを獲得したオールブラックスの最終試合でした。,54.666185979405434
180,シリーズ最終試合は来週ヨハネスブルクのエリスパークで スプリングボックスがオーストラリアと対戦する.,シリーズ最終戦は来週、ヨハネスブルグのエリス・パークでスプリングボクスがオーストラリアと対戦します。,58.18771998266578,シリーズの最終戦は来週、ヨハネスブルクのエリス・パークで行われ、スプリングボクスがオーストラリアと対戦します。,53.01823289458899
181,月曜の午後10時08分に モンタナ西部に温度の地震が起きた.,月曜日の午後10時8分にモンタナ州西部で中規模の地震が発生しました。,34.46253287361687,月曜日の午後10時08分に、モンタナ州西部で中規模の地震が発生しました。,36.47740883859008
182,損害の直接報告は 米国地質調査局 (USGS) とその国家地震情報センターに届いていない.,米国地質調査所(USGS)とその国家地震情報センターに被害の緊急報告は入っていません。,56.572018375886245,アメリカ合衆国地質調査所（USGS）およびその国立地震情報センターには、被害の即時報告は受けていません。,28.184407642935284
183,"地震はディヨン市北東20キロ,ブート市南65キロほど離れた場所でした.",震源地は、ディロンの北北東約20 km（15マイル）、ビュートの南約65 km（40マイル）の地点でした。,9.481634862322634,地震の震源地はディロンの北北東約20キロメートル（15マイル）にあり、バットの南約65キロメートル（40マイル）です。,11.843802139810826
184,"ヒトに致命的な鳥インフルエンザの株 H5N1は,フランス東部ライオン近くの沼地で 月曜日に発見された野生の死鳥に感染したと確認されています.",人間にとって致死性となる鳥インフルエンザの株、H5N1が、フランス東部のリヨン近郊の湿地帯で月曜日に発見された野生のカモの死骸に感染していることが確認されました。,38.27513680745817,致死性の鳥インフルエンザウイルスH5N1が、月曜日にフランス東部リヨン近くの湿地で見つかった死んだ野生のカモに感染していることが確認されました。,30.031345991888585
185,"フランスはこのウイルスを感染した欧州連合第7の国である.オーストリア,ドイツ,スロベニア,ブルガリア,ギリシャ,イタリアに次いで.",フランスは、オーストリア、ドイツ、スロベニア、ブルガリア、ギリシャ、イタリアに次いで欧州連合で当該ウイルス感染の被害を受けた7番目の国です。,36.47437838897028,フランスは、オーストリア、ドイツ、スロベニア、ブルガリア、ギリシャ、イタリアに続いて、このウイルスに苦しむ欧州連合の7番目の国です。,35.414693297605496
186,クロアチアとデンマークでは H5N1 の疑いのある症例が確認されていない.,クロアチアとデンマークで鳥インフルエンザが疑われている症例は未確認のままです。,34.83874656560626,クロアチアとデンマークでのH5N1の疑いのあるケースは、未確認のままです。,51.30947422527702
187,"チェンバーズは""地球上の人口の何百万もの人々を 破壊し 恐怖に晒した""ために 神に訴えた.",チェンバース氏は「地球上の何百万という住人に大規模な死、破壊、恐怖をもたらした」として神を訴えました。,18.948332204356383,チェンバースは「地球の住人は何百万、何千万にも及ぶ広範な死、破壊、そして恐怖にさらされた」として神を訴えました。,15.23379322071346
188,"疑いがある チェンバーズは ""軽蔑""で ""誰でも誰かを訴える""と主張しています",不可知論者であるチェンバースの主張は、彼にとって訴訟は「軽薄」なものであり、「誰でも誰かを訴えることができる」というものです。,22.97961883284377,チャムバースは不信心者であり、彼の訴訟は「不当」であり「誰でも誰にでも訴えることができる」と主張しています。,19.73935492749267
189,"カミール・サン=サンズによるフランス歌劇で紹介された物語は ""麻薬や日本への愛が人生を支配する""アーティストについてです",カミーユ・サン＝サーンスによるフランスのオペラで使われたこの物語は、「麻薬と日本への愛に人生を左右された」ある芸術家の物語です。,22.890135857327763,カミーユ・サンサンスのフランスのオペラに描かれている物語は、「ドラッグと日本への愛によって支配されるアーティスト」のものです。,22.875714067889717
190,"その結果,舞台上で演奏者は大麻を吸い,劇場自体は観客を参加するよう促しています.",結果として、舞台上で出演者が大麻を吸い、劇場側も観客に参加を呼びかけています。,22.625062469164803,その結果、パフォーマーはステージ上でカンナビスのジョイントを吸い、劇場自体が観客にも参加するよう促しています。,29.839220075525784
191,"前衆院議長ニューート・ギングリッヒ,テキサス州知事リック・ペリー,そして議員ミシェル・バッハマンがそれぞれ4位,5位,6位にランクインした.",ニュート・ジングリッチ元下院議長、リック・ペリーテキサス州知事、ミケーレ・バックマン下院議員がそれぞれ4位、5位、6位に入りました。,34.40143200199506,前下院議長のニュート・ギングリッチ、テキサス州知事のリック・ペリー、そして下院議員のミッシェル・バッハマンは、それぞれ4位、5位、6位で終了しました。,41.03137814946034
192,結果が届いた後 銀リッチはサントラムを賞賛したが ラムニーに対して厳しい言葉を発したが 銀リッチに対するマイナス選挙広告がアイオワ州で放送された.,結果が出た後、ギンリッチ氏はサントラム氏を称賛しましたが、ロムニー氏には厳しい言葉をかけました。というのも、アイオワ州でロムニー氏のギンリッチ氏に対する中傷キャンペーン広告が放映されたためです。,23.588307877489743,結果が出た後、ギングリッチはサントラムを称賛しましたが、アイオワでギングリッチに対して否定的なキャンペーン広告が放送されたロムニーに対して厳しい言葉を述べました。,37.85302201786623
193,"パーリーは""今夜のカークスの結果を評価し,このレースで自分のために前進する道があるかどうかを判断するためにテキサスに戻る""と述べたが,後に彼はレースに残り,南カロライナ州初選に1月21日に参戦すると述べた.",ペリー氏は「テキサスに戻って、今夜のコーカスの結果を見極めし、この選挙戦で自分が進むべき道があるかどうかを判断する」と述べましたが、後に選挙戦に残り、1月21日のサウスカロライナ州の予備選に出馬すると述べました。,31.916960152774017,ペリーは「今夜の党員集会の結果を評価し、この選挙で自分に進む道があるかどうかを判断するためにテキサスに戻る」と述べましたが、その後、彼はレースに残り、1月21日のサウスカロライナ州予備選挙で競争するつもりであると述べました。,41.37559655996247
194,バッハマン氏は8月にエムズストロー投票で勝利し 選挙活動を終了することを決定しました,8月にエイムズの模擬投票で勝利したバックマン議員は、選挙戦を終了することに決めた。,31.14954825962528,8月にエイムズストローポールで勝利したバッハマンは、キャンペーンを終了することを決定しました。,47.819148716003326
195,写真家はロナルド・レーガン大学UCLA医学センターに運ばれ その後死亡.,撮影者はロナルド・レーガンUCLAメディカルセンターに搬送され、その後死亡しました。,36.89201855494712,その写真家はロナルド・レーガンUCLAメディカルセンターに運ばれ、その後死亡しました。,51.198315040457864
196,"ビーバーは声明で""この悲劇的な事故に直接関わらなかったが,私の思いと祈りは犠牲者の家族と共にある""と述べた.",彼の年齢は20代だったと報じられました。声明でジャスティンビーバーは「俺はその現場にいなかったし、この悲劇的な事故に直接関係していなかったけど、被害者の家族を想いながら祈るよ」と語りました。,21.509761821642975,彼は20代であると報じられています。ビーバーは声明の中で「この悲惨な事故に私は直接関与していなかったものの、被害者の家族に思いと祈りを捧げます」と述べました。,23.104273466667617
197,"撮影者はセプルヴェダ・ブレーバーの向こう側で車を止め, 道路を渡る前に警察署の写真を撮ろうとしたと ニュースサイトTMZが理解しているため, 道路を横切る前に警察署の写真を撮ろうとしたため, 交通停止を指揮するカリフォルニア高速道路巡査警察官が 2度, 再び横切るよう命令した.",芸能ニュースサイトTMZによると、写真家はセプルベダ大通りの反対車線に車を停め、道路を渡って進む前に警察の検問を写真に収めようとしたため、交通規制をしていたカリフォルニア州ハイウェイパトロールの警察官が横断して戻るように2回も命じたそうです。,24.571380296165763,エンターテインメントニュースのウェブサイトTMZによると、写真家はセプルベダ大通りの反対側で車を停め、交通取締りの写真を撮ろうとした後、道路を渡って続けたため、交通取締りを行っていたカリフォルニアハイウェイパトロールの警官に2度戻るよう命じられた。,23.97157287506768
198,警察によると 写真を撮った車の運転手は 刑事起訴を受ける可能性は低い.,警察によれば、写真家をはねた車の運転手が刑事告訴される可能性は低いとのことです。,30.538020474453464,警察によると、写真家にぶつかった車の運転手は、刑事告発を受ける可能性は低いとのことです。,43.9089354128031
199,"一日 に わずか 18 枚 の  Medail が 入手 できる の で,数 の 国 は メダル の ステージ に 登る こと に 失敗 し て い ます.",1日に授与されるメダルは18個のみなので、多くの国が表彰台に上がれませんでした。,10.345745058588845,利用可能なメダルが一日にたったの十八枚しかないため、多くの国がメダル表彰台に上がれないという結果になっています。,10.1081197858108
200,カーディガン・サアリンヌが10位を記録したフィンランドも同じレースで10位を記録した.,具体的には、昨日のスーパーGで女子スタンディングクラスでアンナ・ヨシェムセンが9位に終わったオランダや、同じイベントでカチャ・サーリネンが10位に終わったフィンランドなどです。,12.414098934186363,オランダのアンナ・ヨケムセンが昨日のスーパージーで女子スタンディングクラスで9位、フィンランドのカティヤ・サーリネンが同じイベントで10位に入賞しました。,13.233868542551638
201,"オーストラリアのミッチェル・グーリー選手は,男子スタンドスーパーGで11位にランクインした.チェコの競技者オールドリッチ・ジェリーネックは男子座席スーパーGで16位にランクインした.",オーストラリアのミッチェル・ゴーリーはスーパーG男子スタンディングで11位に終わりました。チェコのオルドリッチ・イェリネクは、男子シングルスーパーGで16位に終わりました。,42.594549986116895,オーストラリアのミッチェル・グーリーは男子立位スーパーGで11位をフィニッシュしました。チェコの選手オルドリヒ・イェリネクは男子座位スーパーGで16位に終わりました。,46.15487068701153
202,"メキシコのアーリー・ベラスケスは,男子座席スーパーGで15位に終わった.ニュージーランドのアダム・ホールは男子スタンドスーパーGで9位に終わった.",メキシコのアーリー・ベラスケスは、男子シッティングスーパーGで15位に終わりました。ニュージーランドのアダム・ホールは、男子スタンディング・スーパーGで9位に入賞しました。,58.282750386984915,メキシコのアーリー・ベラスケスは、男子坐位スーパーGで15位に終わりました。ニュージーランドのアダム・ホールは、男子立位スーパーGで9位に入りました。,62.62936519963917
