Word,Frequency 2022-01-01,Frequency 2024-11-01,Growth Rate (%)
following,208.12,217.14,4.33
test,24.94,26.02,4.33
knowledge,24.94,26.02,4.33
unique,24.94,26.02,4.33
armed,24.94,26.02,4.33
around,158.25,165.1,4.33
late,108.38,113.06,4.32
class,92.07,96.01,4.28
engine,33.57,34.99,4.23
likely,33.57,34.99,4.23
campus,33.57,34.99,4.23
grew,33.57,34.99,4.23
throughout,75.77,78.96,4.21
meeting,42.2,43.97,4.19
being,236.9,246.75,4.16
statistics,59.46,61.91,4.12
van,68.1,70.89,4.1
civil,76.73,79.86,4.08
try,17.26,17.95,4.0
responsibility,17.26,17.95,4.0
fee,17.26,17.95,4.0
tim,17.26,17.95,4.0
alliance,17.26,17.95,4.0
hollywood,17.26,17.95,4.0
caught,17.26,17.95,4.0
studios,17.26,17.95,4.0
keith,17.26,17.95,4.0
childhood,17.26,17.95,4.0
habitat,17.26,17.95,4.0
robinson,17.26,17.95,4.0
pierre,17.26,17.95,4.0
injured,17.26,17.95,4.0
nitrogen,17.26,17.95,4.0
should,60.42,62.81,3.96
point,77.69,80.76,3.95
latest,8.63,8.97,3.94
toys,8.63,8.97,3.94
remove,8.63,8.97,3.94
random,8.63,8.97,3.94
accept,8.63,8.97,3.94
tests,8.63,8.97,3.94
wait,8.63,8.97,3.94
reporting,8.63,8.97,3.94
talking,8.63,8.97,3.94
evening,8.63,8.97,3.94
helps,8.63,8.97,3.94
libraries,8.63,8.97,3.94
describe,8.63,8.97,3.94
proceedings,8.63,8.97,3.94
learned,8.63,8.97,3.94
slide,8.63,8.97,3.94
perspective,8.63,8.97,3.94
heaven,8.63,8.97,3.94
norway,8.63,8.97,3.94
exception,8.63,8.97,3.94
monster,8.63,8.97,3.94
injuries,8.63,8.97,3.94
substance,8.63,8.97,3.94
sierra,8.63,8.97,3.94
creates,8.63,8.97,3.94
kings,8.63,8.97,3.94
partial,8.63,8.97,3.94
towns,8.63,8.97,3.94
machinery,8.63,8.97,3.94
quebec,8.63,8.97,3.94
besides,8.63,8.97,3.94
roy,8.63,8.97,3.94
ottawa,8.63,8.97,3.94
spoke,8.63,8.97,3.94
furthermore,8.63,8.97,3.94
targeted,8.63,8.97,3.94
norton,8.63,8.97,3.94
establishing,8.63,8.97,3.94
alien,8.63,8.97,3.94
nascar,8.63,8.97,3.94
passport,8.63,8.97,3.94
bases,8.63,8.97,3.94
anchor,8.63,8.97,3.94
barriers,8.63,8.97,3.94
enrolled,8.63,8.97,3.94
maritime,8.63,8.97,3.94
tier,8.63,8.97,3.94
villages,8.63,8.97,3.94
brandon,8.63,8.97,3.94
somerset,8.63,8.97,3.94
heath,8.63,8.97,3.94
landscapes,8.63,8.97,3.94
enclosed,8.63,8.97,3.94
mandate,8.63,8.97,3.94
friend,43.16,44.86,3.94
security,34.53,35.89,3.94
gas,34.53,35.89,3.94
dark,34.53,35.89,3.94
leaving,34.53,35.89,3.94
rear,34.53,35.89,3.94
reference,25.9,26.92,3.94
disease,25.9,26.92,3.94
creating,25.9,26.92,3.94
dave,25.9,26.92,3.94
bronze,25.9,26.92,3.94
continued,87.28,90.63,3.84
room,52.75,54.73,3.75
going,52.75,54.73,3.75
earth,52.75,54.73,3.75
broadcast,52.75,54.73,3.75
ten,88.24,91.52,3.72
real,70.97,73.58,3.68
mike,35.49,36.79,3.66
presented,35.49,36.79,3.66
immediately,35.49,36.79,3.66
forced,35.49,36.79,3.66
television,124.68,129.21,3.63
close,62.34,64.6,3.63
reported,62.34,64.6,3.63
governor,62.34,64.6,3.63
third,178.39,184.84,3.62
care,26.85,27.82,3.61
girl,26.85,27.82,3.61
boy,26.85,27.82,3.61
teaching,26.85,27.82,3.61
netherlands,26.85,27.82,3.61
les,26.85,27.82,3.61
mixed,26.85,27.82,3.61
wings,26.85,27.82,3.61
participated,26.85,27.82,3.61
soil,53.71,55.63,3.57
these,242.65,251.24,3.54
period,90.15,93.32,3.52
appeared,90.15,93.32,3.52
hot,45.08,46.66,3.5
relationship,45.08,46.66,3.5
champion,45.08,46.66,3.5
early,280.06,289.82,3.48
east,171.68,177.66,3.48
bird,18.22,18.84,3.4
affected,18.22,18.84,3.4
seek,18.22,18.84,3.4
legend,18.22,18.84,3.4
mounted,18.22,18.84,3.4
exploration,18.22,18.84,3.4
affiliated,18.22,18.84,3.4
chose,18.22,18.84,3.4
artistic,18.22,18.84,3.4
luis,18.22,18.84,3.4
days,91.11,94.21,3.4
direct,36.45,37.69,3.4
olympics,36.45,37.69,3.4
uk,137.15,141.77,3.37
best,248.41,256.62,3.31
founded,92.07,95.11,3.3
january,304.03,314.05,3.3
s,3432.59,3545.17,3.28
debut,101.66,104.98,3.27
world,406.66,419.93,3.26
status,27.81,28.71,3.24
firm,27.81,28.71,3.24
nearly,27.81,28.71,3.24
environmental,83.44,86.14,3.24
first,928.4,958.3,3.22
team,484.34,499.79,3.19
discovered,37.4,38.58,3.16
return,84.4,87.04,3.13
canada,93.99,96.91,3.11
song,150.58,155.23,3.09
non,113.17,116.65,3.08
described,85.36,87.93,3.01
had,759.6,782.43,3.01
format,28.77,29.61,2.92
conflict,28.77,29.61,2.92
organized,28.77,29.61,2.92
fleet,28.77,29.61,2.92
russia,47.95,49.35,2.92
initially,47.95,49.35,2.92
content,19.18,19.74,2.92
applications,19.18,19.74,2.92
usually,38.36,39.48,2.92
anyone,9.59,9.87,2.92
homes,9.59,9.87,2.92
ratings,9.59,9.87,2.92
safe,9.59,9.87,2.92
introduction,19.18,19.74,2.92
tree,19.18,19.74,2.92
strategy,9.59,9.87,2.92
devices,9.59,9.87,2.92
setting,19.18,19.74,2.92
frame,19.18,19.74,2.92
african,38.36,39.48,2.92
wind,9.59,9.87,2.92
limit,19.18,19.74,2.92
smart,9.59,9.87,2.92
depth,9.59,9.87,2.92
tape,9.59,9.87,2.92
removed,19.18,19.74,2.92
hunter,9.59,9.87,2.92
grow,19.18,19.74,2.92
expressed,9.59,9.87,2.92
immediate,9.59,9.87,2.92
advisory,19.18,19.74,2.92
identification,9.59,9.87,2.92
authorities,19.18,19.74,2.92
contribute,9.59,9.87,2.92
recognition,19.18,19.74,2.92
forth,9.59,9.87,2.92
themes,9.59,9.87,2.92
spiritual,9.59,9.87,2.92
cutting,9.59,9.87,2.92
nasa,9.59,9.87,2.92
accessible,9.59,9.87,2.92
arrangements,9.59,9.87,2.92
grey,9.59,9.87,2.92
considering,9.59,9.87,2.92
closing,9.59,9.87,2.92
inner,19.18,19.74,2.92
initiatives,9.59,9.87,2.92
foster,9.59,9.87,2.92
institutional,9.59,9.87,2.92
outcomes,9.59,9.87,2.92
revealed,38.36,39.48,2.92
ta,9.59,9.87,2.92
increasingly,9.59,9.87,2.92
belief,9.59,9.87,2.92
favor,9.59,9.87,2.92
ncaa,38.36,39.48,2.92
rivers,19.18,19.74,2.92
criticism,9.59,9.87,2.92
constitutional,9.59,9.87,2.92
suffering,9.59,9.87,2.92
equally,9.59,9.87,2.92
situated,19.18,19.74,2.92
assault,9.59,9.87,2.92
florence,9.59,9.87,2.92
boundaries,9.59,9.87,2.92
intensity,9.59,9.87,2.92
newcastle,9.59,9.87,2.92
warrant,9.59,9.87,2.92
lectures,9.59,9.87,2.92
absent,9.59,9.87,2.92
forests,9.59,9.87,2.92
scientist,19.18,19.74,2.92
strict,9.59,9.87,2.92
ministers,9.59,9.87,2.92
syria,9.59,9.87,2.92
raymond,19.18,19.74,2.92
racial,9.59,9.87,2.92
sponsorship,9.59,9.87,2.92
inherited,9.59,9.87,2.92
genius,9.59,9.87,2.92
richardson,9.59,9.87,2.92
curtis,9.59,9.87,2.92
gibraltar,9.59,9.87,2.92
caroline,19.18,19.74,2.92
controversial,9.59,9.87,2.92
enclosure,9.59,9.87,2.92
include,143.86,148.05,2.91
goals,95.91,98.7,2.91
members,172.64,177.66,2.91
took,144.82,148.95,2.85
personal,116.05,119.34,2.83
were,929.36,955.61,2.82
named,184.15,189.33,2.81
through,252.24,259.32,2.81
gold,77.69,79.86,2.79
official,77.69,79.86,2.79
private,68.1,69.99,2.78
areas,68.1,69.99,2.78
office,126.6,130.11,2.77
additional,58.5,60.12,2.77
southwest,58.5,60.12,2.77
states,263.75,270.98,2.74
chemical,48.91,50.25,2.74
supported,48.91,50.25,2.74
city,381.72,392.11,2.72
master,39.32,40.38,2.7
bbc,39.32,40.38,2.7
utah,39.32,40.38,2.7
subsequently,39.32,40.38,2.7
including,284.85,292.51,2.69
making,78.65,80.76,2.68
before,275.26,282.64,2.68
germany,69.05,70.89,2.66
western,69.05,70.89,2.66
previously,69.05,70.89,2.66
remained,69.05,70.89,2.66
games,197.57,202.79,2.64
let,29.73,30.51,2.62
engineering,29.73,30.51,2.62
income,29.73,30.51,2.62
cash,29.73,30.51,2.62
build,29.73,30.51,2.62
animals,29.73,30.51,2.62
proposed,29.73,30.51,2.62
mouth,29.73,30.51,2.62
anthony,29.73,30.51,2.62
mainly,29.73,30.51,2.62
league,347.19,356.22,2.6
with,2705.6,2775.3,2.58
america,79.6,81.65,2.58
kingdom,49.87,51.15,2.57
songs,70.01,71.78,2.53
effects,40.28,41.28,2.48
approach,20.14,20.64,2.48
happy,20.14,20.64,2.48
smith,40.28,41.28,2.48
owners,20.14,20.64,2.48
providing,20.14,20.64,2.48
target,20.14,20.64,2.48
iron,20.14,20.64,2.48
ancient,20.14,20.64,2.48
crisis,20.14,20.64,2.48
shooting,20.14,20.64,2.48
dropped,20.14,20.64,2.48
architectural,20.14,20.64,2.48
emperor,20.14,20.64,2.48
conference,100.7,103.19,2.47
together,80.56,82.55,2.47
november,342.4,350.84,2.46
where,363.5,372.37,2.44
u,233.06,238.68,2.41
less,70.97,72.68,2.41
feature,70.97,72.68,2.41
small,121.8,124.72,2.4
championship,192.78,197.4,2.4
national,426.8,436.98,2.39
recording,50.83,52.04,2.38
christopher,50.83,52.04,2.38
district,132.35,135.49,2.37
light,163.05,166.89,2.36
road,112.21,114.85,2.35
now,142.9,146.26,2.35
share,30.69,31.4,2.31
past,30.69,31.4,2.31
hour,30.69,31.4,2.31
classic,30.69,31.4,2.31
themselves,30.69,31.4,2.31
graduate,30.69,31.4,2.31
intended,30.69,31.4,2.31
completely,30.69,31.4,2.31
returning,30.69,31.4,2.31
head,123.72,126.52,2.26
location,41.24,42.17,2.26
criminal,41.24,42.17,2.26
peak,41.24,42.17,2.26
next,103.58,105.88,2.22
players,51.79,52.94,2.22
site,62.34,63.71,2.2
global,62.34,63.71,2.2
july,311.71,318.54,2.19
court,135.23,138.18,2.18
construction,72.89,74.47,2.17
investment,10.55,10.77,2.09
recommended,10.55,10.77,2.09
piece,10.55,10.77,2.09
pink,10.55,10.77,2.09
shops,10.55,10.77,2.09
identify,10.55,10.77,2.09
counter,10.55,10.77,2.09
whatever,10.55,10.77,2.09
euro,10.55,10.77,2.09
experiences,10.55,10.77,2.09
examination,10.55,10.77,2.09
prepare,10.55,10.77,2.09
alumni,10.55,10.77,2.09
mining,10.55,10.77,2.09
ongoing,10.55,10.77,2.09
finland,10.55,10.77,2.09
moves,10.55,10.77,2.09
lisa,10.55,10.77,2.09
faces,10.55,10.77,2.09
walls,10.55,10.77,2.09
ra,10.55,10.77,2.09
whereas,10.55,10.77,2.09
survival,10.55,10.77,2.09
pioneer,10.55,10.77,2.09
platforms,10.55,10.77,2.09
wolf,10.55,10.77,2.09
fluid,10.55,10.77,2.09
illness,10.55,10.77,2.09
sees,10.55,10.77,2.09
separation,10.55,10.77,2.09
dale,10.55,10.77,2.09
interim,10.55,10.77,2.09
manufactured,10.55,10.77,2.09
borders,10.55,10.77,2.09
handed,10.55,10.77,2.09
meanwhile,10.55,10.77,2.09
burton,10.55,10.77,2.09
observe,10.55,10.77,2.09
giants,10.55,10.77,2.09
vampire,10.55,10.77,2.09
daughters,10.55,10.77,2.09
syracuse,10.55,10.77,2.09
film,378.84,386.73,2.08
oil,52.75,53.84,2.07
voice,52.75,53.84,2.07
valley,52.75,53.84,2.07
secretary,52.75,53.84,2.07
possible,42.2,43.07,2.06
thomas,84.4,86.14,2.06
carolina,42.2,43.07,2.06
changed,42.2,43.07,2.06
canadian,73.85,75.37,2.06
on,3483.43,3555.04,2.06
standard,31.65,32.3,2.05
reach,31.65,32.3,2.05
tower,31.65,32.3,2.05
literary,31.65,32.3,2.05
regarding,21.1,21.53,2.04
crime,21.1,21.53,2.04
alone,21.1,21.53,2.04
dedicated,21.1,21.53,2.04
measure,21.1,21.53,2.04
korea,21.1,21.53,2.04
elizabeth,21.1,21.53,2.04
castle,21.1,21.53,2.04
subsequent,21.1,21.53,2.04
preservation,21.1,21.53,2.04
made,318.42,324.82,2.01
president,148.66,151.64,2.0
via,85.36,87.04,1.97
life,341.44,348.15,1.97
are,1007.05,1026.49,1.93
upon,64.26,65.5,1.93
we,117.97,120.24,1.92
role,117.97,120.24,1.92
beginning,53.71,54.73,1.9
october,333.76,340.07,1.89
provided,43.16,43.97,1.88
ever,43.16,43.97,1.88
captain,43.16,43.97,1.88
ran,43.16,43.97,1.88
independent,86.32,87.93,1.87
mother,86.32,87.93,1.87
two,626.29,637.97,1.86
council,118.93,121.13,1.85
form,108.38,110.37,1.84
access,32.61,33.2,1.81
safety,32.61,33.2,1.81
publications,32.61,33.2,1.81
significant,32.61,33.2,1.81
asia,32.61,33.2,1.81
defense,32.61,33.2,1.81
turned,32.61,33.2,1.81
any,163.05,166.0,1.81
other,479.55,488.12,1.79
network,87.28,88.83,1.78
san,141.95,144.46,1.77
great,109.34,111.26,1.76
scale,54.67,55.63,1.76
fuel,54.67,55.63,1.76
local,164.96,167.79,1.72
south,297.32,302.38,1.7
such,242.65,246.75,1.69
american,408.57,415.44,1.68
z,22.06,22.43,1.68
bit,22.06,22.43,1.68
mountain,44.12,44.86,1.68
administrative,22.06,22.43,1.68
birth,22.06,22.43,1.68
associate,22.06,22.43,1.68
noted,44.12,44.86,1.68
remains,22.06,22.43,1.68
begins,22.06,22.43,1.68
typically,22.06,22.43,1.68
refused,22.06,22.43,1.68
premiere,22.06,22.43,1.68
kurt,22.06,22.43,1.68
war,221.55,225.22,1.66
title,177.43,180.35,1.65
further,77.69,78.96,1.63
angeles,77.69,78.96,1.63
their,645.47,655.91,1.62
year,580.25,589.52,1.6
super,33.57,34.1,1.58
ben,33.57,34.1,1.58
among,112.21,113.96,1.56
left,258.0,262.01,1.55
have,539.01,547.34,1.55
played,235.94,239.57,1.54
french,90.15,91.52,1.52
moving,45.08,45.76,1.51
raised,45.08,45.76,1.51
record,146.74,148.95,1.51
daughter,56.59,57.43,1.48
body,79.6,80.76,1.46
chief,68.1,69.09,1.45
published,170.72,173.18,1.44
between,342.4,347.25,1.42
within,137.15,139.08,1.41
game,297.32,301.49,1.4
racing,160.17,162.41,1.4
joined,115.09,116.65,1.36
having,103.58,104.98,1.35
bad,23.02,23.33,1.35
cancer,23.02,23.33,1.35
suggested,23.02,23.33,1.35
adopted,23.02,23.33,1.35
leaves,46.04,46.66,1.35
legislative,23.02,23.33,1.35
fell,23.02,23.33,1.35
architect,23.02,23.33,1.35
settled,23.02,23.33,1.35
communist,23.02,23.33,1.35
collection,57.55,58.32,1.34
prime,57.55,58.32,1.34
sexual,57.55,58.32,1.34
types,34.53,34.99,1.33
selection,34.53,34.99,1.33
directly,34.53,34.99,1.33
at,2302.78,2332.94,1.31
link,11.51,11.66,1.3
none,11.51,11.66,1.3
benefits,11.51,11.66,1.3
perfect,11.51,11.66,1.3
fees,11.51,11.66,1.3
parent,11.51,11.66,1.3
demand,11.51,11.66,1.3
estimated,11.51,11.66,1.3
roll,11.51,11.66,1.3
regulation,11.51,11.66,1.3
cape,11.51,11.66,1.3
participation,11.51,11.66,1.3
alpha,11.51,11.66,1.3
relief,11.51,11.66,1.3
cap,11.51,11.66,1.3
cook,11.51,11.66,1.3
circle,11.51,11.66,1.3
mirror,11.51,11.66,1.3
ownership,11.51,11.66,1.3
measured,11.51,11.66,1.3
dealing,11.51,11.66,1.3
appointment,11.51,11.66,1.3
diagnosis,11.51,11.66,1.3
andy,11.51,11.66,1.3
waters,11.51,11.66,1.3
composition,11.51,11.66,1.3
visible,11.51,11.66,1.3
funded,11.51,11.66,1.3
personally,11.51,11.66,1.3
thermal,11.51,11.66,1.3
grown,11.51,11.66,1.3
pine,11.51,11.66,1.3
graham,11.51,11.66,1.3
moments,11.51,11.66,1.3
memphis,11.51,11.66,1.3
thirty,11.51,11.66,1.3
ban,11.51,11.66,1.3
recordings,11.51,11.66,1.3
refinance,11.51,11.66,1.3
ties,11.51,11.66,1.3
artificial,11.51,11.66,1.3
liverpool,11.51,11.66,1.3
weapon,11.51,11.66,1.3
glen,11.51,11.66,1.3
asks,11.51,11.66,1.3
admitted,11.51,11.66,1.3
divisions,11.51,11.66,1.3
mixing,11.51,11.66,1.3
vulnerable,11.51,11.66,1.3
poly,11.51,11.66,1.3
jungle,11.51,11.66,1.3
legally,11.51,11.66,1.3
failing,11.51,11.66,1.3
retained,11.51,11.66,1.3
instrumental,11.51,11.66,1.3
annie,11.51,11.66,1.3
serbia,11.51,11.66,1.3
touring,11.51,11.66,1.3
prisoner,11.51,11.66,1.3
march,348.15,352.63,1.29
while,313.62,317.64,1.28
in,11157.13,11298.6,1.27
was,4472.25,4528.59,1.26
out,314.58,318.54,1.26
high,327.05,331.1,1.24
as,3200.49,3240.09,1.24
score,58.5,59.22,1.23
mid,58.5,59.22,1.23
recorded,58.5,59.22,1.23
december,339.52,343.66,1.22
magazine,82.48,83.45,1.18
away,117.97,119.34,1.16
one,778.78,787.82,1.16
park,153.45,155.23,1.16
hall,70.97,71.78,1.14
sign,35.49,35.89,1.13
increase,35.49,35.89,1.13
era,35.49,35.89,1.13
similar,59.46,60.12,1.11
the,25781.38,26066.11,1.1
assistant,83.44,84.34,1.08
century,107.42,108.57,1.07
changes,47.95,48.45,1.04
primary,47.95,48.45,1.04
probably,47.95,48.45,1.04
modern,71.93,72.68,1.04
figure,23.98,24.23,1.04
existing,23.98,24.23,1.04
rare,23.98,24.23,1.04
referred,23.98,24.23,1.04
twin,23.98,24.23,1.04
relatively,23.98,24.23,1.04
headed,23.98,24.23,1.04
does,84.4,85.24,1.0
studio,72.89,73.58,0.95
size,36.45,36.79,0.93
split,36.45,36.79,0.93
lucy,36.45,36.79,0.93
fossil,36.45,36.79,0.93
area,170.72,172.28,0.91
can,304.99,307.77,0.91
paid,48.91,49.35,0.9
bass,48.91,49.35,0.9
season,526.54,531.19,0.88
h,110.3,111.26,0.87
addition,61.38,61.91,0.86
state,405.7,409.16,0.85
after,825.78,832.68,0.84
near,98.79,99.6,0.82
years,396.11,399.29,0.8
major,136.19,137.28,0.8
already,37.4,37.69,0.78
specific,37.4,37.69,0.78
beach,37.4,37.69,0.78
meet,37.4,37.69,0.78
foreign,37.4,37.69,0.78
miss,37.4,37.69,0.78
charts,37.4,37.69,0.78
spent,49.87,50.25,0.76
operate,49.87,50.25,0.76
los,112.21,113.06,0.76
items,12.47,12.56,0.72
learn,12.47,12.56,0.72
print,12.47,12.56,0.72
enough,24.94,25.12,0.72
condition,12.47,12.56,0.72
basis,24.94,25.12,0.72
multi,24.94,25.12,0.72
interested,12.47,12.56,0.72
core,12.47,12.56,0.72
dollars,12.47,12.56,0.72
theme,12.47,12.56,0.72
rich,24.94,25.12,0.72
equal,24.94,25.12,0.72
manufacturers,12.47,12.56,0.72
hong,24.94,25.12,0.72
faster,12.47,12.56,0.72
slightly,12.47,12.56,0.72
practical,12.47,12.56,0.72
supporting,24.94,25.12,0.72
participate,12.47,12.56,0.72
tested,12.47,12.56,0.72
limits,12.47,12.56,0.72
newly,24.94,25.12,0.72
gary,12.47,12.56,0.72
birmingham,24.94,25.12,0.72
gate,12.47,12.56,0.72
incorporated,12.47,12.56,0.72
li,12.47,12.56,0.72
mountains,12.47,12.56,0.72
greg,12.47,12.56,0.72
roger,24.94,25.12,0.72
sean,12.47,12.56,0.72
entirely,12.47,12.56,0.72
atmosphere,12.47,12.56,0.72
violation,12.47,12.56,0.72
boss,12.47,12.56,0.72
facing,12.47,12.56,0.72
wright,12.47,12.56,0.72
humans,12.47,12.56,0.72
carpet,12.47,12.56,0.72
actors,12.47,12.56,0.72
ge,12.47,12.56,0.72
passes,12.47,12.56,0.72
denied,12.47,12.56,0.72
passage,12.47,12.56,0.72
causing,12.47,12.56,0.72
concluded,12.47,12.56,0.72
jeremy,24.94,25.12,0.72
ruling,12.47,12.56,0.72
sprint,12.47,12.56,0.72
ve,12.47,12.56,0.72
nicholas,12.47,12.56,0.72
saints,12.47,12.56,0.72
electoral,24.94,25.12,0.72
temporarily,12.47,12.56,0.72
thereafter,12.47,12.56,0.72
viewers,12.47,12.56,0.72
day,201.41,202.79,0.69
career,377.88,380.45,0.68
into,391.31,393.91,0.66
length,75.77,76.27,0.66
sent,63.3,63.71,0.65
rights,114.13,114.85,0.63
although,114.13,114.85,0.63
forces,50.83,51.15,0.63
democratic,50.83,51.15,0.63
age,127.56,128.31,0.59
time,536.13,539.27,0.59
register,38.36,38.58,0.57
ep,38.36,38.58,0.57
harassment,38.36,38.58,0.57
board,102.62,103.19,0.56
event,90.15,90.63,0.53
hit,64.26,64.6,0.53
finished,64.26,64.6,0.53
re,116.05,116.65,0.52
level,116.05,116.65,0.52
created,116.05,116.65,0.52
and,11317.3,11372.18,0.48
countries,51.79,52.04,0.48
whose,51.79,52.04,0.48
foot,25.9,26.02,0.46
rose,25.9,26.02,0.46
falls,25.9,26.02,0.46
diego,25.9,26.02,0.46
conducted,25.9,26.02,0.46
discovery,25.9,26.02,0.46
some,259.91,261.11,0.46
west,259.91,261.11,0.46
won,259.91,261.11,0.46
run,91.11,91.52,0.45
india,65.22,65.5,0.43
experience,39.32,39.48,0.41
taking,39.32,39.48,0.41
almost,39.32,39.48,0.41
urban,39.32,39.48,0.41
deputy,39.32,39.48,0.41
education,144.82,145.36,0.37
sex,52.75,52.94,0.36
prior,52.75,52.94,0.36
during,475.71,477.36,0.35
not,713.57,716.03,0.34
involved,66.18,66.4,0.33
fields,26.85,26.92,0.26
identified,26.85,26.92,0.26
sam,26.85,26.92,0.26
melbourne,26.85,26.92,0.26
starring,26.85,26.92,0.26
ceremony,26.85,26.92,0.26
find,40.28,40.38,0.25
earlier,40.28,40.38,0.25
serving,40.28,40.38,0.25
saint,53.71,53.84,0.24
part,268.55,269.19,0.24
brought,67.14,67.3,0.24
green,107.42,107.67,0.23
works,107.42,107.67,0.23
click,13.43,13.46,0.22
download,13.43,13.46,0.22
rates,13.43,13.46,0.22
plus,13.43,13.46,0.22
registered,13.43,13.46,0.22
policies,13.43,13.46,0.22
views,13.43,13.46,0.22
kitchen,13.43,13.46,0.22
strategies,13.43,13.46,0.22
charges,13.43,13.46,0.22
con,13.43,13.46,0.22
contain,13.43,13.46,0.22
exclusive,13.43,13.46,0.22
manner,13.43,13.46,0.22
adding,13.43,13.46,0.22
seeing,13.43,13.46,0.22
denmark,13.43,13.46,0.22
adams,13.43,13.46,0.22
tropical,13.43,13.46,0.22
hungary,13.43,13.46,0.22
collins,13.43,13.46,0.22
glasgow,13.43,13.46,0.22
populations,13.43,13.46,0.22
sequences,13.43,13.46,0.22
delhi,13.43,13.46,0.22
sisters,13.43,13.46,0.22
margin,13.43,13.46,0.22
deer,13.43,13.46,0.22
autumn,13.43,13.46,0.22
annually,13.43,13.46,0.22
bobby,13.43,13.46,0.22
tribe,13.43,13.46,0.22
amongst,13.43,13.46,0.22
competing,13.43,13.46,0.22
translator,13.43,13.46,0.22
for,3464.24,3471.59,0.21
red,162.09,162.41,0.2
by,2841.79,2847.08,0.19
produced,108.38,108.57,0.18
returned,94.95,95.11,0.17
to,7742.76,7755.23,0.16
half,81.52,81.65,0.16
an,1460.7,1462.57,0.13
loss,54.67,54.73,0.11
fellow,54.67,54.73,0.11
subject,41.24,41.28,0.1
provide,41.24,41.28,0.1
cross,41.24,41.28,0.1
islands,41.24,41.28,0.1
italy,41.24,41.28,0.1
motor,41.24,41.28,0.1
law,219.63,219.83,0.09
four,206.21,206.38,0.08
regular,69.05,69.09,0.06
times,165.92,166.0,0.05
things,27.81,27.82,0.04
medicine,27.81,27.82,0.04
hits,27.81,27.82,0.04
rise,27.81,27.82,0.04
retirement,27.81,27.82,0.04
remaining,27.81,27.82,0.04
routes,27.81,27.82,0.04
married,111.25,111.26,0.01
films,55.63,55.63,0.0
several,209.08,209.07,-0.0
stage,70.01,69.99,-0.03
whether,42.2,42.17,-0.07
scoring,42.2,42.17,-0.07
leading,56.59,56.53,-0.11
traditional,56.59,56.53,-0.11
final,185.1,184.84,-0.14
competition,85.36,85.24,-0.14
then,328.97,328.41,-0.17
may,516.95,515.94,-0.2
electronic,14.39,14.36,-0.21
courses,14.39,14.36,-0.21
ideas,14.39,14.36,-0.21
ensure,14.39,14.36,-0.21
string,14.39,14.36,-0.21
fixed,14.39,14.36,-0.21
phase,14.39,14.36,-0.21
techniques,14.39,14.36,-0.21
fresh,14.39,14.36,-0.21
thousands,14.39,14.36,-0.21
abuse,14.39,14.36,-0.21
snow,14.39,14.36,-0.21
wi,14.39,14.36,-0.21
brain,14.39,14.36,-0.21
speak,14.39,14.36,-0.21
extreme,14.39,14.36,-0.21
pair,14.39,14.36,-0.21
wilson,14.39,14.36,-0.21
continuing,14.39,14.36,-0.21
blues,14.39,14.36,-0.21
drawing,14.39,14.36,-0.21
employers,14.39,14.36,-0.21
newspapers,14.39,14.36,-0.21
aged,14.39,14.36,-0.21
seed,14.39,14.36,-0.21
suggests,14.39,14.36,-0.21
incident,14.39,14.36,-0.21
weird,14.39,14.36,-0.21
judges,14.39,14.36,-0.21
drew,14.39,14.36,-0.21
branches,14.39,14.36,-0.21
civic,14.39,14.36,-0.21
louisville,14.39,14.36,-0.21
studying,14.39,14.36,-0.21
tied,14.39,14.36,-0.21
pos,14.39,14.36,-0.21
assisted,14.39,14.36,-0.21
jamie,14.39,14.36,-0.21
advocate,14.39,14.36,-0.21
walks,14.39,14.36,-0.21
neo,14.39,14.36,-0.21
eleven,14.39,14.36,-0.21
distant,14.39,14.36,-0.21
educated,14.39,14.36,-0.21
erik,14.39,14.36,-0.21
fantasy,57.55,57.43,-0.21
cases,43.16,43.07,-0.21
drama,43.16,43.07,-0.21
nothing,28.77,28.71,-0.21
trust,28.77,28.71,-0.21
zone,28.77,28.71,-0.21
juan,28.77,28.71,-0.21
last,159.21,158.82,-0.24
a,8299.03,8278.35,-0.25
election,217.71,217.14,-0.26
found,174.55,174.07,-0.27
well,247.45,246.75,-0.28
gave,72.89,72.68,-0.29
champions,58.5,58.32,-0.31
market,44.12,43.97,-0.34
issue,44.12,43.97,-0.34
both,264.71,263.8,-0.34
chart,117.97,117.54,-0.36
field,147.7,147.15,-0.37
led,133.31,132.8,-0.38
home,222.51,221.63,-0.4
matt,29.73,29.61,-0.4
duke,29.73,29.61,-0.4
stadium,59.46,59.22,-0.4
stem,29.73,29.61,-0.4
pope,29.73,29.61,-0.4
list,118.93,118.44,-0.41
old,134.27,133.7,-0.42
teacher,74.81,74.47,-0.45
often,90.15,89.73,-0.47
attack,45.08,44.86,-0.49
introduced,45.08,44.86,-0.49
brothers,45.08,44.86,-0.49
commander,45.08,44.86,-0.49
catholic,60.42,60.12,-0.5
main,120.85,120.24,-0.5
align,317.46,315.84,-0.51
featured,75.77,75.37,-0.53
party,213.88,212.66,-0.57
select,30.69,30.51,-0.59
families,30.69,30.51,-0.59
tracks,30.69,30.51,-0.59
plaza,30.69,30.51,-0.59
week,92.07,91.52,-0.6
live,92.07,91.52,-0.6
report,76.73,76.27,-0.6
bay,46.04,45.76,-0.61
behind,46.04,45.76,-0.61
square,46.04,45.76,-0.61
