id,translated_russian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
261,И все же 80% наших товаров были облаганы налогом через тарифы в странах Центральной Америки. Мы обращаемся с вами.,"Тем не менее, восемьдесят процентов наших товаров облагалось налогом согласно тарифам в странах Центральной Америки.",19.228544753133768,Однако восемьдесят процентов наших товаров обложены налогами через тарифы в странах Центральной Америки. Мы относимся к вам.,35.01826207809194
262,"Мне это не показалось разумным, и это было не fair.",Это не казалось мне имеющим смысл; конечно это не было справедливым.,7.835643838636099,"Это, казалось, не имело смысла; это определенно было несправедливо.",4.659101701766641
263,"Я говорю людям, что вы обращайтесь с нами так же, как мы с вами.","Я говорю людям, что с вами будут обращаться так, как вы обращаетесь с другими.",30.08599739571096,"Все, что я говорю людям, это то, что вы относитесь к нам так, как мы относимся к вам.",13.998553849936432
264,"Губернатор Калифорнии Арнольд Шварценеггер подписал закон, запрещающий продажу или аренду насильственных видеоигр несовершеннолетним.","Губернатор Калифорнии Арнольд Шварценеггер подписал закон, запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам.",54.75182535069452,"Губернатор Калифорнии Арнольд Шварценеггер подписал законопроект, запрещающий продажу или аренду насильственных видеоигр несовершеннолетним.",80.03203203845001
265,"Законопроект требует, чтобы на видеоигр, продаваемых в штате Калифорния, было написано ""18"" и что продажа их несовершеннолетнему подлежит штрафу в размере 1000 долларов за преступление.","Закон требует, чтобы компьютерные игры c насилием продавались в штате Калифорния с наклейкой, на которой написано ""18"", и чтобы продажа игр несовершеннолетним наказывалась штрафом в 1000 долларов за каждое нарушение.",15.812603669833933,"Законопроект требует, чтобы насильственные видеоигры, продаваемые в штате Калифорния, маркировались наклейкой с надписью «18», и устанавливает штраф в размере 1000 долларов за продажу таких игр несовершеннолетним за каждое нарушение.",25.193079712352937
266,"Директор прокуратуры Кир Стармер КК выступил с заявлением сегодня утром, объявив о привлечении в суд Хун и Прайс.","Сегодня утром генеральный прокурор Кир Стармер (Kier Starmer) , титулованный королевский адвокат, сделал заявление о возбуждении уголовного дела в отношении как Хьюна, так и Прайса.",3.2845547332638505,"Директор управления по уголовному преследованию, Киер Стармер, КС, сделал заявление сегодня утром, объявив о преследовании как Хюна, так и Прайс.",18.77784323175181
267,Хунь ушел в отставку и его заменит в кабинете депутат Эд Дэви.,"Хьюн ушел в отставку, и в Кабинете министров его заменит член парламента Эд Дейви. Ожидается, что член парламента Норман Ламб займет принадлежащий Дейви пост Министра по делам бизнеса.",3.8834349273480133,"Хун покинул свой пост, и его в Кабинете министров заменит депутат Эд Дэви. Ожидается, что депутат Норман Лэмб займет пост Министра бизнеса, который освобождает Дэви.",6.683317900135968
268,Хун и Прайс должны предстать в Вестминстерском суде 16 февраля.,Хьюн и Прайс должны явиться в Магистратский суд Вестминстера 16 февраля.,22.265215139875263,Хан и Прайс запланировали появиться в Западминстерском магистратском суде 16 февраля.,26.477952261405967
269,Умершими стали 25-летний Николас Алден и 21-летний Закари Куддебек.,"Погибшими были Николас Алден, 25 лет, и Захари Каддебэк, 21 год. Каддебэк был водителем.",5.229965378768044,"Погибшими стали Николас Олден, 25 лет, и Закари Каддебэк, 21 год. Каддебэк был водителем.",3.2319379532882193
270,"Эдгар Вегилла получил раны на руке и челюсти, а Кристофер Шнайдер был оставлен в состоянии реконструкции лица.","Эдгар Вегилла получил ранения руки и челюсти, тогда как Кристоффер Шнайдер нуждался в реконструктивной хирургии на лице.",14.400124446705304,"Эдгар Вегилья получил ранения рук и челюсти, в то время как Кристоффер Шнайдер нуждается в реконструктивной операции на лице.",8.926817707080563
271,"Ука не удалось выстрелить в голову пятого человека, у Шнайдера продолжаются боли, слепота в одном глазу, отсутствует часть черепа и лицо, восстановленное из титана.","Орудие Уки вышло из строя, когда было нацелено в голову пятому мужчине. Шнайдер ощущает непрекращающуюся боль, он слеп на один глаз, у него отсутствует часть черепа, а лицо реконструировано с помощью титана.",6.490268737067534,,
272,Шнайдер дал показания по видео с базы ВВС США на родине.,Шнейдер дал показания через видеосвязь с базы ВВС США у себя на родине.,28.926256292692813,Шнайдер дал показания по видеосвязи с базы ВВС США в своей родной стране.,36.964463979752836
273,"Помимо мероприятия в среду, Карпанедо соревновался в двух отдельных гонках чемпионата.","Помимо соревнований в среду, Карпендо принимал участие в двух индивидуальных соревнованиях на чемпионатах.",13.485078167116281,"Помимо события в среду, Карпанеодо соревновался в двух индивидуальных гонках на чемпионате.",19.81705142980856
274,"Первый был в слаломе, где она получила ""Не закончила"" в своей первой гонке.","Ее первым соревнованием был слалом, в первом забеге которого она не доехала до финиша. 36 из 116 участников имели такой же результат в той гонке.",3.2756001855145493,"Ее первая дисциплина — слалом, где она не смогла закончить свою первую попытку. 36 из 116 участников имели такой же результат в этой гонке.",6.221516186607005
275,"Ее другая гонка, Гигантский слалом, увидела, как она заняла десятое место в женской группе сидящих с совокупным временем 4:41.30, 2:11.60 минут медленнее, чем австрийская финишистка Клаудия Лоеш и 1:09.02 минуты медленнее, чем девятая финишистка Гюнги Дани из Венгрии.","В другой гонке, на этот раз уже в гигантском слаломе, она финишировала десятой среди женщин в позиции сидя с комбинированным временем 4:41,30. На 2:11,60 минуты медленнее, чем финишировавшая первой австрийка Клаудия Леш и на 1:09,02 минуту медленнее, чем финишировавшая девятой венгерка Дьенджи Дани.",10.021919210028214,"Её другая гонка, гигантский слалом, завершилась для неё десятым местом в группе женщин-спортсменов с ограниченными возможностями с общим временем 4:41.30, что на 2:11.60 минуты медленнее, чем у победительницы, австрийки Клаудии Лёш, и на 1:09.02 минуты медленнее, чем у занявшей девятое место венгерки Гёнджи Дани.",24.056653711203346
276,"Четыре лыжницы в женской группе сидячих не смогли завершить свои гонки, а 45 из 117 лыжников в гигантском слаломе не смогли занять место в гонке.","Четыре лыжницы в женской сидячей группе не смогли завершить свои заезды, и 45 из 117 лыжниц в гигантском слаломе не сумели занять места в гонке.",35.31598970614653,"Четыре лыжницы в группе для сидящих не смогли завершить свои заезды, и 45 из 117 лыжников в гигантском слаломе не смогли занять места в соревновании.",49.783498148192024
277,Полиция Мадхиа-Прадеш обнаружила украденный ноутбук и мобильный телефон.,Полиция штата Мадхья-Прадеш вернула украденные ноутбук и мобильный телефон.,41.80134288483487,Полиция штата Мадья-Прадеш обнаружила украденный ноутбук и мобильный телефон.,67.16877364745231
278,"""Мы арестовали пяти человек, которые изнасиловали швейцарскую женщину и забрали ее мобильный и ноутбук"", - сказал заместитель генерального инспектора Д. К. Арья.","Заместитель генерального инспектора Д. К. Арья заявил: ""Мы арестовали пять человек, изнасиловавших швейцарку, и вернули ее мобильный телефон и ноутбук"".",32.95103291209691,,
279,"Обвиняемые называются Баба Канжар, Бута Канжар, Рампро Канжар, Газа Канжар и Вишну Канжар.","Обвиняемые имеют имена Баба Канджар, Бхута Канджар, Рампро Канджар и Вишну Канджар.",7.692375026049747,"Обвиняемыми являются Баба Канжар, Бхута Канжар, Рампро Канжар, Газа Канжар и Вишну Канжар.",69.64705665515706
280,"Полицейский инспектор Чандра Шекхар Соланки сказал, что обвиняемый предстал в суде с закрытыми лицами.","Начальник полиции Чандра Шехар Соланки заявил, что обвиняемые были представлены перед судьями с закрытыми лицами.",18.3793831278483,"Начальник полиции Чандра Шекхар Соланки сказал, что обвиняемые явились в суд с закрытыми лицами.",46.892438882117254
281,"Хотя в доме находились три человека, когда машина врезалась в него, никто из них не пострадал.","Хотя внутри здания в тот момент, когда в него врезался автомобиль, находились три человека, никто не пострадал.",22.06585998960861,"Хотя трое человек находились в доме, когда автомобиль в него врезался, никто из них не пострадал.",41.275485328351444
282,Однако водитель получил серьезные травмы головы.,Однако водитель получил серьезные травмы головы.,100.00000000000004,Однако водитель получил тяжелые травмы головы.,41.11336169005196
283,"Дорога, где произошла авария, была временно закрыта, а службы скорой помощи освободили водителя от красного Audi TT.","Дорогу, где произошла авария, временно закрыли, пока службы экстренной помощи высвобождали водителя из красной Audi TT.",25.673040049954672,"Дорога, на которой произошла авария, была временно закрыта, пока службы экстренной помощи освобождали водителя из красного Audi TT.",42.368927240194516
284,Первоначально он был госпитализирован в больнице Джеймса Пэгета в Гранд-Ярмуте.,Первоначально он был госпитализирован в госпитале Джеймса Педжета в Грейт-Ярмуте.,39.45881255591768,Он изначально был госпитализирован в больницу Джеймса Пэджета в Грейт-Ярмуте.,16.59038701421971
285,Впоследствии он был переведен в больницу Адденбрук в Кембридже.,В последствие он был перемещён в госпиталь Адденбрук в Кембридже.,29.377167835760567,Он был затем перемещен в больницу Адденбрука в Кембридже.,20.556680845025987
286,"Адекоя с тех пор находится в Эдинбургском шерифском суде, обвиняемом в убийстве ее сына.",Впоследствии Эдинбургский шерифский суд предъявил Адекое обвинение в убийстве ее сына.,22.894156860669913,"Адекая с тех пор находилась в Шерифском суде Эдинбурга, обвиняемая в убийстве своего сына.",14.62806365365753
287,"Она находится под стражей до предъявления обвинения и суда, но любые свидетельства очевидцев могут быть загрязнены, потому что ее изображение широко опубликовано.","Она находится под стражей в ожидании вынесения ей обвинения и проведения судебного разбирательства, однако любые свидетельские показания могут быть искажены, поскольку её популярность широко использовалась СМИ.",12.258103364948775,"Она находится под стражей в ожидании предъявления обвинения и суда, но любые свидетельские показания могут быть испорчены, поскольку её изображение было широко опубликовано.",39.46219284196968
288,"Это обычная практика в других частях Великобритании, но шотландская правосудие работает по-другому, и суды рассматривают публикацию фотографий как потенциально вредное.","Это является обычной практикой в других частях Великобритании, но шотландское правосудие работает по-другому, и суды сочли публикацию фотографий как потенциально наносящую ущерб.",48.30185223430163,"Это обычная практика в других местах Великобритании, но шотландское правосудие работает иначе, и суды рассматривают публикацию фотографий как потенциально предвзятую.",54.405770769345864
289,"Профессор Памела Фергюсон из Университета Данди отмечает, что ""журналисты, похоже, следуют опасным путем, если публикуют фотографии и т. д. подозреваемых"".","Профессор Памела Фергюсон из Университета Данди отмечает, что ""журналисты, похоже, и вправду ходят по опасной грани, публикуя фотографии и прочие данные о подозреваемых"".",51.42479236143591,"Профессор Памела Фергюсон из Университета Данди отмечает: «Журналисты, похоже, действительно идут по опасной грани, публикуя фотографии и т. д. подозреваемых».",41.172305729118776
290,"Управление короны, которое в целом отвечает за преследования, сообщило журналистам, что никаких дальнейших комментариев не будет, по крайней мере, до предъявления обвинения.","Королевская прокуратура, которая в целом отвечает за судебное преследование, сообщила журналистам, что никаких дальнейших комментариев не будет сделано, по крайней мере, до вынесения обвинительного приговора .",46.0832646153492,"Коронное управление, которое в целом отвечает за уголовные преследования, указало журналистам, что больше никаких комментариев не будет сделано, по крайней мере, до предъявления обвинения.",52.72754848164298
291,"Согласно утечке, документ будет относиться к спору о границах, который Палестина хочет на основе границ до войны на Ближнем Востоке 1967 года.","Документ, согласно утечке информации, будет касаться спора насчёт границ, которые Палестина хочет установить на основе тех, что существовали до начала Шестидневной войны 1967 года.",8.350778202347085,"Согласно утечке, в документе будет упоминаться спор о границах, которые Палестина хочет установить на основе границ до войны на Ближнем Востоке в 1967 году.",38.43082514140701
292,"Другие темы, которые были рассмотрены, включают будущее состояние Иерусалима, которое свято для обеих народов, и вопрос о долине Иордана.","Другие затронутые темы, как сообщается, включают будущее состояние Иерусалима, который является священным для обоих народов, и проблему долины реки Иордан.",27.326653732219494,"Другие обсуждаемые темы, как сообщается, включают будущее состояние Иерусалима, который священен для обеих наций, и вопрос о valleY Иордана.",36.422348770561044
293,"Израиль требует постоянного военного присутствия в долине в течение десяти лет после подписания соглашения, в то время как ПА соглашается оставить такое присутствие только на пять лет.","Израиль требует постоянного военного присутствия в долине в течение десяти лет после подписания соглашения, в то время как ПНА согласна на сохранение такого присутствия в течение только пяти лет.",63.072196600613864,"Израиль требует постоянного военного присутствия в долине на десять лет после подписания соглашения, тогда как ПА согласен оставить такое присутствие только на пять лет.",57.19139519171822
294,"Стрельщики в дополнительном испытании по борьбе с вредителями должны были быть тщательно контролированы рейнджерами, поскольку испытание контролировалось и его эффективность оценивалась.","Стрелки, участвовавшие в дополнительном тесте по борьбе с вредителями, должны были находиться под пристальным присмотром рейнджеров, поскольку данный тест проходил под наблюдением и оценивалась его эффективность.",13.077607251327473,"Стреляющим в рамках дополнительного испытания по контролю за вредителями будет осуществляться строгий контроль со стороны рейнджеров, поскольку испытание мониторится, и его эффективность оценивается.",10.280587639478597
295,"В партнерстве NPWS и Ассоциации спортивных стрельцов Австралии (NSW) Inc, были набраны квалифицированные добровольцы в рамках охотничьей программы Ассоциации спортивных стрельцов.",В рамках партнёрства NPWS и Ассоциации спортивных стрелков Австралии (NSW) в ходе охотничьей программы Ассоциации спортивных стрелков были набраны квалифицированные волонтёры.,34.67495877433972,В партнерстве NPWS и Ассоциации спортивных стрелков Австралии (NSW) Inc были привлечены квалифицированные волонтеры в рамках программы охоты Ассоциации спортивных стрелков.,39.39835969086693
296,"По словам Мика О'Флинна, исполняющего обязанности директора по сохранению парков и наследию в НПВС, четыре стрелка, выбранные для первой операции стрельбы, получили всесторонние инструкции по безопасности и обучению.","По словам Мика О'Флинна, исполняющего обязанности директора по сохранению парков и наследия Службы охраны диких животных и национальных парков, четыре стрелка, отобранные для первой стрелковой операции, прошли комплексную подготовку и инструктаж по безопасности.",39.99808570973059,"Согласно словам Мика О'Флинна, исполняющего обязанности директора по охране парков и наследия в NPWS, четверо стрелков, отобранных для первой операции по стрельбе, прошли комплексное обучение по безопасности и подготовке.",30.87933773397686
297,Мартели вчера принял присягу в новом Временном избирательном совете (ПИК) из девяти членов.,"Вчера Мартейи привёл к присяге новый Временный избирательный совет (ВИС), состоящий из девяти участников.",5.427658774617041,Мартелли вчера принес присягу новому Временному избирательному совету (CEP) из девяти членов.,25.748661016289674
298,Это пятый старший директор Мартели за четыре года.,Это пятый CEP Мартейи за четыре года.,35.49481056010054,Это пятый CEP Мартелли за четыре года.,35.49481056010054
299,В прошлом месяце президентская комиссия рекомендовала отставку предыдущего ЦЕП в рамках пакета мер по продвижению страны к новым выборам.,В прошлом месяце президентская комиссия рекомендовала предыдущему Временному избирательному совету уйти в отставку в качестве части пакета мер для движения страны к новым выборам.,35.89962810384869,В прошлом месяце президентская комиссия порекомендовала отставку предыдущего CEP в рамках комплекса мер по продвижению страны к новым выборам.,58.824324674275054
300,"Комиссия была реакцией Мартели на широкомасштабные антирежимные протесты, начавшиеся в октябре.","Комиссия стала ответом Мартелли на массовые протесты против государственного режима, начавшиеся в октябре.",27.885693565652343,"Комиссия была ответом Мартелли на массовые антиправительственные протесты, которые начались в октябре.",16.1805547365076
301,"Иногда насильственные протесты были вызваны невыполнением выборов, некоторые из которых должны были состояться с 2011 года.","Эти иногда сопровождавшиеся насилием протесты были вызваны непроведением выборов, некоторые из которых должны были состояться ещё в 2011 году.",41.13371132022987,"Иногда насильственные протесты были вызваны невыполнением выборов, некоторые из которых должны были состояться с 2011 года.",100.00000000000004
302,"Было зарегистрировано около 60 случаев перегрева и повреждений iPod, в результате чего произошло шесть пожаров и четыре человека получили незначительные ожоги.","Было получено около 60 случаев перегрева бракованных устройств iPod, в результате чего произошло шесть пожаров и четыре человека получили небольшие ожоги.",63.336866679312486,"Сообщается о примерно 60 случаях перегрева неисправных iPod, что привело к шести пожарам и оставило четырех человек с незначительными ожогами.",4.334264033674369
303,"Министерство экономики, торговли и промышленности Японии (METI) заявило, что оно стало осведомлено о 27 авариях, связанных с устройствами.","Министерство экономики, торговли и промышленности Японии (METI) заявило, что ему было известно о 27 cлучаях, связанных с этими устройствами.",59.75055441171168,"Министерство экономики, торговли и промышленности Японии (METI) сообщило, что было известно о 27 инцидентах, связанных с этими устройствами.",50.630274641148276
304,"На прошлой неделе METI объявила, что Apple сообщила ей о 34 дополнительных инцидентах с перегревом, которые компания назвала ""несерьезными"".","На прошлой недели Министерство экономики, труда и промышленности объявило, что Apple  проинформировала его о 34 дополнительных случаях перегрева, которые компания назвала ""несерьёзными"".",23.442025703072428,"На прошлой неделе Министерство экономики, торговли и промышленности (METI) объявило, что Apple сообщила о 34 дополнительных инцидентах перегрева, которые компания назвала ""недостаточно серьезными.""",30.722511758843815
305,"В ответ на это министерство назвало отсрочку Apple отчета ""истинно сожалеющим"".","В ответ министерство назвало задержку отчета Apple ""очень прискорбной"" .",10.886972213737396,"Министерство ответило, назвав отсрочку доклада Apple «действительно прискорбной».",3.737437943747671
306,Землетрясение произошло в Мариане в 07:19 по местному времени (09:19 по местному времени в пятницу).,В 07:19 утра по местному времени (21:19 по Гринвичу в пятницу) произошло землетрясение в Мариане.,26.37839324628574,Землетрясение произошло в Мариане в 07:19 утра по местному времени (09:19 вечера по GMT в пятницу).,66.66935927206883
307,"Управление по чрезвычайным ситуациям Северных Марианских островов сообщило, что в стране не было никаких повреждений.","Управление по чрезвычайным ситуациям Северных Марианских островов заявило, что в стране не было сообщений о причинённом ущербе.",57.07222437877795,"Офис управления чрезвычайными ситуациями Северных Марианских островов сообщил, что в стране не было зафиксировано никаких повреждений.",40.49769275907828
308,"Также Центр предупреждения о цунами в Тихом океане сообщил, что никаких признаков цунами не было.","Также Тихоокеанский центр предупреждения цунами заявил, что никаких признаков цунами не было.",44.844165354587744,"Также Тихоокеанский центры предупреждения о цунами сообщил, что нет указаний на цунами.",15.844501337268932
309,"Бывший филиппинский полицейский держал в заложниках гонконгских туристов, похитив их автобус в столице Филиппин Маниле.","Бывший филиппинский полицейский угнал туристический автобус в Маниле, столице Филиппин, и взял в заложники гонконгских туристов.",13.730309346772579,"Бывший полицейский из Филиппин взял туристов из Гонконга в заложники, захватив их автобус в Маниле, столице Филиппин.",11.168140627821577
310,Роландо Мендоза выстрелил в туристов со своей винтовкой М16.,Роландо Мендоса выстреливал из своей винтовки М16 в туристов.,11.044795567078939,,
311,"Несколько заложников были спасены, и по меньшей мере шесть были подтверждены мертвыми.","Несколько заложников были спасены, а как минимум шестеро были признаны погибшими на данный момент.",25.06824449449871,"Несколько заложников были спасены, и как минимум шесть человек подтверждено погибшими на данный момент.",32.59169224191723
312,"Шесть заложников, включая детей и пожилых людей, были освобождены раньше срока, как и филиппинские фотографы.","Шестеро заложников, включая детей и пожилых людей, освободили раньше, как и филиппинских фотографов.",45.80519369844352,"Шестеро заложников, включая детей и пожилых людей, были освобождены ранее, так же как и филлипинские фотографы.",53.26128448553576
313,"Позже фотографы заняли место пожилой женщины, которая нуждалась в туалете.","Позже фотографы заняли место пожилой женщины, так как она отлучилась в туалет. Мендосу застрелили.",36.19893509456547,,
314,Лиггинс пошел по стопам отца и начал карьеру в медицине.,Лиггинс пошел по стопам отца и начал карьеру в медицине.,100.00000000000004,Лиггинс пошёл по стопам своего отца и выбрал карьеру в медицине.,29.81247384881109
315,Он получил образование в области акушерства и начал работать в Национальной женской больнице Окленда в 1959 году.,Он получил образование акушера-гинеколога и начал работать в Национальной женской больнице Окленда в 1959 году.,71.60350546947924,Он обучался как акушер и начал работать в Национальной женской больнице Окленда в 1959 году.,64.70107100770988
316,"В то время как он работал в больнице, Лиггинс начал исследовать преждевременные роды во время свободного времени.","Когда Лиггинс работал в больнице, в свободное от работы время он начал расследовать случаи преждевременных родов.",15.52207177944405,"Пока он работал в больнице, Лиггинс начал исследовать преждевременные роды в свободное время.",50.495676290868666
317,"Его исследования показали, что если вводить гормон, он ускоряет созревание плода легких.","Его исследование показало, что если вводить гормон, то он усилит созревание легких ребёнка в период развития плода.",27.588769042674603,"Его исследование показало, что если вводить гормон, это ускорит созревание легких плода у ребенка.",32.97190802365094
318,"Как сообщает Синьхуа, правительственные следователи в среду обнаружили два ""черных ящика"" для записи полетов.","Как передает Синьхуа, в среду государственные следователи обнаружили два бортовых самописца или, по-другому, ""черных ящика"".",18.172537297887192,"Синьхуа сообщила, что правительственные следователи в среду обнаружили два 'черных ящика' с записями полетов.",31.46660996956415
319,Соратники борцов также отдавали дань Луне.,Коллеги-рестлеры тоже отдали Луне дань уважения.,8.643019616048525,Товарищи-рестлеры также отдали дань уважения Луне.,15.619699684601283
320,"Томми Мечтатель сказал: ""Лона была первой королевой Экстрема, моим первым менеджером, Луна умерла в ночь на две луны, довольно уникальная, как и она, сильная женщина"".","Вот, что сказал Томми Дример: ""Луна стала первой Королевой Экстрима. Она была моим первым менеджером. Луна ушла из жизни в ночь двух лун. Это такое уже уникальное событие, как и она сама. Сильная женщина"".",11.884292183491645,"Томми Дриммер сказал: ""Луна была первой Королевой Экстрима. Моим первым менеджером. Луна ушла из жизни в ночь двух луний. Довольно уникально, как и она сама. Сильная женщина.""",13.234211477113677
321,"Дастин ""Голдсту"" Руннелс прокомментировал, что ""Лона была такой же странной, как и я... может быть даже больше... люблю ее и буду скучать по ней... надеюсь, она в лучшем месте"".","Дастин ""Голдаст"" Раннелс сказал: ""Луна была такая же чумовая, как я... Возможно, даже более чумовая... Люблю её и буду скучать по ней... Надеюсь, она в лучшем месте"".",38.89144979151952,"Дастин ""Голдаст"" Раннелс прокомментировал: ""Луна была такой же странной, как и я... может, даже более... я люблю её и буду скучать по ней... надеюсь, что она в лучшем месте.""",54.80989109274509
322,"Из 1400 опрошенных людей, опрошенных до федеральных выборов 2010 года, те, кто выступает против того, чтобы Австралия стала республикой, выросли на 8% с 2008 года.","Из 1400 человек, опрошенных в преддверии федеральных выборов 2010 года, число тех, кто выступает против того, чтобы Австралия стала республикой, выросло с 2008 года на 8 процентов.",50.62186502947729,"Из 1400 опрошенных перед федеральными выборами 2010 года количество тех, кто против того, чтобы Австралия стала республикой, увеличилось на 8 процентов по сравнению с 2008 годом.",32.04443487297466
323,"Временный премьер-министр Джулия Гиллард заявила во время кампании на федеральных выборах 2010 года, что она считает, что Австралия должна стать республикой в конце правления королевы Елизаветы II.","Исполняющая обязанности премьер-министра Джулия Гиллард во время федеральной избирательной кампании 2010 года высказала мнение о том, что Австралия должна стать республикой после правления королевы Елизаветы II.",32.7431295822161,"Управляющая премьер-министр Юлия Гиллард заявила во время кампании федеральных выборов 2010 года, что она считает, что Австралия должна стать республикой по окончании правления королевы Елизаветы II.",61.623559777236835
